Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,5,15/04/2023,Demons,Win 104-77,35,0,0
2021,Zach Merrett,15,26/06/2021,Demons,Loss 57-68,41,0,1
2023,Darcy Parish,5,15/04/2023,Demons,Win 104-77,34,0,0
2022,Darcy Parish,3,01/04/2022,Demons,Loss 70-99,24,0,0
2021,Darcy Parish,15,26/06/2021,Demons,Loss 57-68,37,0,0
2023,Will Setterfield,5,15/04/2023,Demons,Win 104-77,19,0,1
2022,Will Setterfield,22,13/08/2022,Demons,Loss 74-79,26,0,0
2021,Will Setterfield,9,16/05/2021,Demons,Loss 68-94,19,0,1
2023,Mason Redman,5,15/04/2023,Demons,Win 104-77,16,0,1
2022,Mason Redman,3,01/04/2022,Demons,Loss 70-99,13,0,0
2021,Mason Redman,15,26/06/2021,Demons,Loss 57-68,21,0,0
2023,Nic Martin,5,15/04/2023,Demons,Win 104-77,17,2,0
2022,Nic Martin,3,01/04/2022,Demons,Loss 70-99,20,0,0
2023,Andrew McGrath,5,15/04/2023,Demons,Win 104-77,24,0,0
2022,Andrew McGrath,3,01/04/2022,Demons,Loss 70-99,19,1,0
2023,Dyson Heppell,5,15/04/2023,Demons,Win 104-77,16,0,0
2022,Dyson Heppell,3,01/04/2022,Demons,Loss 70-99,22,0,0
2021,Dyson Heppell,15,26/06/2021,Demons,Loss 57-68,26,1,0
2023,Jordan Ridley,5,15/04/2023,Demons,Win 104-77,23,0,0
2022,Jordan Ridley,3,01/04/2022,Demons,Loss 70-99,21,0,0
2021,Jordan Ridley,15,26/06/2021,Demons,Loss 57-68,28,0,0
2023,Jye Caldwell,5,15/04/2023,Demons,Win 104-77,10,0,2
2022,Jye Caldwell,3,01/04/2022,Demons,Loss 70-99,16,0,1
2023,Jade Gresham,17,08/07/2023,Demons,Loss 58-79,24,2,0
2022,Jade Gresham,8,08/05/2022,Demons,Loss 55-93,15,0,1
2021,Jade Gresham,2,27/03/2021,Demons,Loss 73-91,29,1,0
2023,Todd Goldstein,21,06/08/2023,Demons,Loss 71-103,15,2,0
2023,Todd Goldstein,7,29/04/2023,Demons,Loss 49-139,11,0,1
2022,Todd Goldstein,10,21/05/2022,Demons,Loss 53-100,12,1,0
2021,Todd Goldstein,7,02/05/2021,Demons,Loss 73-103,11,0,0
2023,Kyle Langford,5,15/04/2023,Demons,Win 104-77,16,2,1
2021,Kyle Langford,15,26/06/2021,Demons,Loss 57-68,29,0,0
2023,Nick Hind,5,15/04/2023,Demons,Win 104-77,7,2,0
2022,Nick Hind,3,01/04/2022,Demons,Loss 70-99,21,0,0
2021,Nick Hind,15,26/06/2021,Demons,Loss 57-68,17,0,0
2023,Dylan Shiel,5,15/04/2023,Demons,Win 104-77,28,0,1
2022,Dylan Shiel,3,01/04/2022,Demons,Loss 70-99,25,0,0
2023,Jayden Laverde,5,15/04/2023,Demons,Win 104-77,20,0,0
2022,Jayden Laverde,3,01/04/2022,Demons,Loss 70-99,15,0,1
2021,Jayden Laverde,15,26/06/2021,Demons,Loss 57-68,17,0,0
2023,Archie Perkins,5,15/04/2023,Demons,Win 104-77,16,1,0
2022,Archie Perkins,3,01/04/2022,Demons,Loss 70-99,11,1,0
2021,Archie Perkins,15,26/06/2021,Demons,Loss 57-68,16,0,1
2023,Sam Draper,5,15/04/2023,Demons,Win 104-77,14,3,0
2022,Sam Draper,3,01/04/2022,Demons,Loss 70-99,2,0,0
2021,Sam Draper,15,26/06/2021,Demons,Loss 57-68,10,0,0
2023,Sam Durham,5,15/04/2023,Demons,Win 104-77,24,0,0
2022,Sam Durham,3,01/04/2022,Demons,Loss 70-99,14,0,0
2023,Jake Stringer,5,15/04/2023,Demons,Win 104-77,9,1,3
2022,Jake Stringer,3,01/04/2022,Demons,Loss 70-99,14,2,0
2021,Jake Stringer,15,26/06/2021,Demons,Loss 57-68,24,1,2
2023,Jake Kelly,5,15/04/2023,Demons,Win 104-77,8,0,0
2022,Jake Kelly,3,01/04/2022,Demons,Loss 70-99,10,0,0
2021,Jake Kelly,22,15/08/2021,Demons,Loss 63-104,21,0,0
2021,Jake Kelly,10,22/05/2021,Demons,Win 96-95,15,0,0
2022,Peter Wright,3,01/04/2022,Demons,Loss 70-99,10,4,1
2021,Peter Wright,15,26/06/2021,Demons,Loss 57-68,8,2,0
2023,Ben McKay,21,06/08/2023,Demons,Loss 71-103,11,0,0
2023,Ben McKay,7,29/04/2023,Demons,Loss 49-139,10,0,0
2021,Ben McKay,7,02/05/2021,Demons,Loss 73-103,5,0,0
2022,Matt Guelfi,3,01/04/2022,Demons,Loss 70-99,12,0,2
2021,Matt Guelfi,15,26/06/2021,Demons,Loss 57-68,15,0,0
2021,Nik Cox,15,26/06/2021,Demons,Loss 57-68,7,0,0
2023,Jye Menzie,5,15/04/2023,Demons,Win 104-77,6,0,0
2023,Harrison Jones,5,15/04/2023,Demons,Win 104-77,5,1,1
2021,Harrison Jones,15,26/06/2021,Demons,Loss 57-68,4,2,0
2022,Tex Wanganeen,3,01/04/2022,Demons,Loss 70-99,3,1,1
