Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Taranto,24,27/08/2023,Power,Loss 63-94,20,0,2
2023,Tim Taranto,11,28/05/2023,Power,Loss 67-77,33,4,1
2022,Tim Taranto,17,09/07/2022,Power,Loss 29-84,23,0,1
2021,Tim Taranto,20,01/08/2021,Power,Loss 73-100,15,1,0
2023,Toby Nankervis,24,27/08/2023,Power,Loss 63-94,24,0,1
2023,Toby Nankervis,11,28/05/2023,Power,Loss 67-77,22,0,0
2022,Toby Nankervis,21,06/08/2022,Power,Win 109-71,29,0,0
2022,Toby Nankervis,13,09/06/2022,Power,Win 77-65,16,0,0
2021,Toby Nankervis,4,09/04/2021,Power,Loss 77-79,22,0,0
2023,Jayden Short,24,27/08/2023,Power,Loss 63-94,26,0,1
2023,Jayden Short,11,28/05/2023,Power,Loss 67-77,22,0,2
2022,Jayden Short,21,06/08/2022,Power,Win 109-71,23,0,1
2022,Jayden Short,13,09/06/2022,Power,Win 77-65,23,0,0
2021,Jayden Short,4,09/04/2021,Power,Loss 77-79,31,1,0
2023,Dustin Martin,24,27/08/2023,Power,Loss 63-94,33,1,1
2023,Dustin Martin,11,28/05/2023,Power,Loss 67-77,13,2,3
2022,Dustin Martin,13,09/06/2022,Power,Win 77-65,13,2,0
2021,Dustin Martin,4,09/04/2021,Power,Loss 77-79,23,1,0
2023,Shai Bolton,24,27/08/2023,Power,Loss 63-94,15,2,3
2023,Shai Bolton,11,28/05/2023,Power,Loss 67-77,23,1,3
2022,Shai Bolton,21,06/08/2022,Power,Win 109-71,17,4,5
2022,Shai Bolton,13,09/06/2022,Power,Win 77-65,19,0,5
2021,Shai Bolton,4,09/04/2021,Power,Loss 77-79,22,1,0
2023,Nick Vlastuin,24,27/08/2023,Power,Loss 63-94,17,0,0
2022,Nick Vlastuin,21,06/08/2022,Power,Win 109-71,8,0,0
2022,Nick Vlastuin,13,09/06/2022,Power,Win 77-65,20,0,0
2023,Jacob Hopper,24,27/08/2023,Power,Loss 63-94,16,0,0
2021,Jacob Hopper,20,01/08/2021,Power,Loss 73-100,29,0,0
2023,Daniel Rioli,24,27/08/2023,Power,Loss 63-94,5,1,0
2023,Daniel Rioli,11,28/05/2023,Power,Loss 67-77,20,0,1
2022,Daniel Rioli,21,06/08/2022,Power,Win 109-71,25,2,0
2022,Daniel Rioli,13,09/06/2022,Power,Win 77-65,18,1,0
2023,James Trezise,24,27/08/2023,Power,Loss 63-94,17,0,0
2023,Dion Prestia,11,28/05/2023,Power,Loss 67-77,29,0,0
2022,Dion Prestia,21,06/08/2022,Power,Win 109-71,32,0,0
2022,Dion Prestia,13,09/06/2022,Power,Win 77-65,25,0,0
2023,Jack Ross,24,27/08/2023,Power,Loss 63-94,16,0,0
2023,Jack Ross,11,28/05/2023,Power,Loss 67-77,16,0,0
2022,Jack Ross,21,06/08/2022,Power,Win 109-71,19,1,1
2021,Jack Ross,4,09/04/2021,Power,Loss 77-79,10,0,0
2023,Liam Baker,24,27/08/2023,Power,Loss 63-94,12,0,0
2023,Liam Baker,11,28/05/2023,Power,Loss 67-77,19,0,0
2022,Liam Baker,21,06/08/2022,Power,Win 109-71,20,0,0
2022,Liam Baker,13,09/06/2022,Power,Win 77-65,26,1,2
2021,Liam Baker,4,09/04/2021,Power,Loss 77-79,22,0,0
2023,Nathan Broad,24,27/08/2023,Power,Loss 63-94,18,0,0
2023,Nathan Broad,11,28/05/2023,Power,Loss 67-77,24,0,0
2022,Nathan Broad,21,06/08/2022,Power,Win 109-71,10,0,0
2022,Nathan Broad,13,09/06/2022,Power,Win 77-65,18,0,0
2021,Nathan Broad,4,09/04/2021,Power,Loss 77-79,18,0,0
2023,Noah Balta,24,27/08/2023,Power,Loss 63-94,12,0,2
2023,Noah Balta,11,28/05/2023,Power,Loss 67-77,19,0,0
2022,Noah Balta,21,06/08/2022,Power,Win 109-71,17,0,0
2022,Noah Balta,13,09/06/2022,Power,Win 77-65,11,1,0
2021,Noah Balta,4,09/04/2021,Power,Loss 77-79,18,0,0
2023,Tom Brown,24,27/08/2023,Power,Loss 63-94,16,0,0
2023,Jack Graham,24,27/08/2023,Power,Loss 63-94,17,1,1
2023,Jack Graham,11,28/05/2023,Power,Loss 67-77,11,0,0
2022,Jack Graham,21,06/08/2022,Power,Win 109-71,19,0,0
2022,Jack Graham,13,09/06/2022,Power,Win 77-65,17,1,0
2021,Jack Graham,4,09/04/2021,Power,Loss 77-79,15,0,1
2023,Kamdyn McIntosh,11,28/05/2023,Power,Loss 67-77,12,0,1
2022,Kamdyn McIntosh,21,06/08/2022,Power,Win 109-71,22,0,0
2022,Kamdyn McIntosh,13,09/06/2022,Power,Win 77-65,12,1,0
2023,Thomson Dow,24,27/08/2023,Power,Loss 63-94,27,0,0
2022,Tom Lynch,21,06/08/2022,Power,Win 109-71,16,4,1
2021,Tom Lynch,4,09/04/2021,Power,Loss 77-79,8,1,3
2023,Sam Banks,24,27/08/2023,Power,Loss 63-94,13,1,2
2023,Marlion Pickett,11,28/05/2023,Power,Loss 67-77,17,0,0
2022,Marlion Pickett,21,06/08/2022,Power,Win 109-71,8,1,0
2022,Marlion Pickett,13,09/06/2022,Power,Win 77-65,14,0,0
2021,Marlion Pickett,4,09/04/2021,Power,Loss 77-79,18,0,0
2023,Jacob Koschitzke,12,03/06/2023,Power,Loss 96-151,8,0,1
2021,Jacob Koschitzke,16,03/07/2021,Power,Loss 53-87,7,1,1
2023,Samson Ryan,11,28/05/2023,Power,Loss 67-77,2,1,0
2023,Ben Miller,11,28/05/2023,Power,Loss 67-77,5,0,0
2022,Ben Miller,21,06/08/2022,Power,Win 109-71,7,0,0
2022,Noah Cumberland,21,06/08/2022,Power,Win 109-71,10,2,2
2023,Rhyan Mansell,24,27/08/2023,Power,Loss 63-94,3,0,0
2023,Rhyan Mansell,11,28/05/2023,Power,Loss 67-77,13,0,0
2021,Rhyan Mansell,4,09/04/2021,Power,Loss 77-79,9,0,0
2023,Judson Clarke,11,28/05/2023,Power,Loss 67-77,3,1,0
2022,Judson Clarke,13,09/06/2022,Power,Win 77-65,11,2,0
2023,Hugo Ralphsmith,11,28/05/2023,Power,Loss 67-77,17,0,0
2022,Hugo Ralphsmith,13,09/06/2022,Power,Win 77-65,15,0,1
2023,Dylan Grimes,24,27/08/2023,Power,Loss 63-94,9,0,0
2023,Dylan Grimes,11,28/05/2023,Power,Loss 67-77,13,0,0
2022,Dylan Grimes,13,09/06/2022,Power,Win 77-65,10,0,0
2021,Dylan Grimes,4,09/04/2021,Power,Loss 77-79,12,0,0
2023,Tylar Young,24,27/08/2023,Power,Loss 63-94,11,0,0
2023,Tylar Young,11,28/05/2023,Power,Loss 67-77,9,0,0
2022,Tyler Sonsie,21,06/08/2022,Power,Win 109-71,20,0,0
2023,Maurice Rioli,24,27/08/2023,Power,Loss 63-94,5,0,0
2022,Maurice Rioli,21,06/08/2022,Power,Win 109-71,12,1,1
2023,Jacob Bauer,24,27/08/2023,Power,Loss 63-94,3,1,0
2022,Josh Gibcus,21,06/08/2022,Power,Win 109-71,4,0,0
2022,Josh Gibcus,13,09/06/2022,Power,Win 77-65,6,1,0
