Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,19,22/07/2023,Dockers,Win 105-76,22,1,1
2023,Errol Gulden,9,13/05/2023,Dockers,Loss 86-103,39,2,1
2022,Errol Gulden,18,16/07/2022,Dockers,Win 82-65,23,2,1
2021,Errol Gulden,19,25/07/2021,Dockers,Win 98-58,23,1,0
2023,Chad Warner,19,22/07/2023,Dockers,Win 105-76,17,1,1
2023,Chad Warner,9,13/05/2023,Dockers,Loss 86-103,25,0,1
2022,Chad Warner,18,16/07/2022,Dockers,Win 82-65,35,1,1
2021,Chad Warner,10,22/05/2021,Dockers,Loss 84-86,12,1,0
2023,Luke Parker,19,22/07/2023,Dockers,Win 105-76,31,0,0
2023,Luke Parker,9,13/05/2023,Dockers,Loss 86-103,27,0,0
2022,Luke Parker,18,16/07/2022,Dockers,Win 82-65,24,0,2
2021,Luke Parker,19,25/07/2021,Dockers,Win 98-58,30,2,0
2021,Luke Parker,10,22/05/2021,Dockers,Loss 84-86,29,0,0
2023,Jake Lloyd,19,22/07/2023,Dockers,Win 105-76,23,0,0
2023,Jake Lloyd,9,13/05/2023,Dockers,Loss 86-103,24,1,0
2022,Jake Lloyd,18,16/07/2022,Dockers,Win 82-65,25,0,0
2021,Jake Lloyd,19,25/07/2021,Dockers,Win 98-58,32,0,0
2021,Jake Lloyd,10,22/05/2021,Dockers,Loss 84-86,26,0,0
2023,Callum Mills,19,22/07/2023,Dockers,Win 105-76,20,2,0
2023,Callum Mills,9,13/05/2023,Dockers,Loss 86-103,1,0,0
2022,Callum Mills,18,16/07/2022,Dockers,Win 82-65,26,0,1
2021,Callum Mills,10,22/05/2021,Dockers,Loss 84-86,26,0,0
2023,Isaac Heeney,19,22/07/2023,Dockers,Win 105-76,14,2,1
2023,Isaac Heeney,9,13/05/2023,Dockers,Loss 86-103,18,2,0
2022,Isaac Heeney,18,16/07/2022,Dockers,Win 82-65,18,1,2
2021,Isaac Heeney,19,25/07/2021,Dockers,Win 98-58,22,5,1
2021,Isaac Heeney,10,22/05/2021,Dockers,Loss 84-86,24,1,0
2023,James Rowbottom,19,22/07/2023,Dockers,Win 105-76,22,0,0
2023,James Rowbottom,9,13/05/2023,Dockers,Loss 86-103,23,1,0
2022,James Rowbottom,18,16/07/2022,Dockers,Win 82-65,12,0,0
2021,James Rowbottom,19,25/07/2021,Dockers,Win 98-58,12,1,0
2021,James Rowbottom,10,22/05/2021,Dockers,Loss 84-86,15,1,0
2023,Taylor Adams,18,15/07/2023,Dockers,Win 113-67,23,2,1
2022,Taylor Adams,10,22/05/2022,Dockers,Win 80-44,20,0,0
2021,Taylor Adams,15,26/06/2021,Dockers,Loss 79-91,32,0,0
2021,Peter Ladhams,11,30/05/2021,Dockers,Win 115-69,20,2,0
2023,Brodie Grundy,11,27/05/2023,Dockers,Loss 72-79,19,1,2
2021,Brodie Grundy,15,26/06/2021,Dockers,Loss 79-91,22,2,0
2023,Nick Blakey,19,22/07/2023,Dockers,Win 105-76,14,0,0
2023,Nick Blakey,9,13/05/2023,Dockers,Loss 86-103,17,0,0
2022,Nick Blakey,18,16/07/2022,Dockers,Win 82-65,13,0,0
2021,Nick Blakey,19,25/07/2021,Dockers,Win 98-58,15,0,1
2021,Nick Blakey,10,22/05/2021,Dockers,Loss 84-86,8,0,1
2023,Oliver Florent,19,22/07/2023,Dockers,Win 105-76,20,0,0
2023,Oliver Florent,9,13/05/2023,Dockers,Loss 86-103,19,0,0
2022,Oliver Florent,18,16/07/2022,Dockers,Win 82-65,21,0,1
2021,Oliver Florent,19,25/07/2021,Dockers,Win 98-58,18,0,0
2021,Oliver Florent,10,22/05/2021,Dockers,Loss 84-86,24,1,0
2023,Justin McInerney,19,22/07/2023,Dockers,Win 105-76,15,0,0
2023,Justin McInerney,9,13/05/2023,Dockers,Loss 86-103,16,1,0
2022,Justin McInerney,18,16/07/2022,Dockers,Win 82-65,16,0,0
2021,Justin McInerney,19,25/07/2021,Dockers,Win 98-58,14,0,0
2023,Tom Papley,19,22/07/2023,Dockers,Win 105-76,18,2,0
2023,Tom Papley,9,13/05/2023,Dockers,Loss 86-103,14,2,1
2022,Tom Papley,18,16/07/2022,Dockers,Win 82-65,17,2,2
2021,Tom Papley,19,25/07/2021,Dockers,Win 98-58,18,1,5
2021,Tom Papley,10,22/05/2021,Dockers,Loss 84-86,13,2,0
2023,Hayden McLean,19,22/07/2023,Dockers,Win 105-76,15,0,0
2023,Hayden McLean,9,13/05/2023,Dockers,Loss 86-103,13,1,1
2021,Hayden McLean,10,22/05/2021,Dockers,Loss 84-86,5,0,0
2023,Braeden Campbell,19,22/07/2023,Dockers,Win 105-76,20,0,0
2023,Braeden Campbell,9,13/05/2023,Dockers,Loss 86-103,14,1,0
2023,Will Hayward,19,22/07/2023,Dockers,Win 105-76,11,3,0
2023,Will Hayward,9,13/05/2023,Dockers,Loss 86-103,8,0,1
2022,Will Hayward,18,16/07/2022,Dockers,Win 82-65,17,1,1
2021,Will Hayward,19,25/07/2021,Dockers,Win 98-58,12,1,1
2021,Will Hayward,10,22/05/2021,Dockers,Loss 84-86,5,1,0
2023,Dane Rampe,19,22/07/2023,Dockers,Win 105-76,10,0,0
2022,Dane Rampe,18,16/07/2022,Dockers,Win 82-65,18,0,0
2021,Dane Rampe,19,25/07/2021,Dockers,Win 98-58,21,0,0
2021,Dane Rampe,10,22/05/2021,Dockers,Loss 84-86,19,0,0
2023,Sam Wicks,19,22/07/2023,Dockers,Win 105-76,7,0,0
2021,Sam Wicks,19,25/07/2021,Dockers,Win 98-58,12,0,1
2021,Sam Wicks,10,22/05/2021,Dockers,Loss 84-86,7,0,2
2023,Robbie Fox,19,22/07/2023,Dockers,Win 105-76,17,0,0
2023,Robbie Fox,9,13/05/2023,Dockers,Loss 86-103,15,1,0
2022,Robbie Fox,18,16/07/2022,Dockers,Win 82-65,24,0,0
2021,Robbie Fox,19,25/07/2021,Dockers,Win 98-58,21,0,0
2021,Robbie Fox,10,22/05/2021,Dockers,Loss 84-86,2,0,0
2023,Harry Cunningham,19,22/07/2023,Dockers,Win 105-76,21,0,0
2023,Harry Cunningham,9,13/05/2023,Dockers,Loss 86-103,14,0,0
2021,Harry Cunningham,10,22/05/2021,Dockers,Loss 84-86,13,0,0
2023,Logan McDonald,19,22/07/2023,Dockers,Win 105-76,15,2,2
2023,Logan McDonald,9,13/05/2023,Dockers,Loss 86-103,3,1,0
2023,Joel Amartey,19,22/07/2023,Dockers,Win 105-76,6,0,0
2022,Joel Amartey,18,16/07/2022,Dockers,Win 82-65,5,2,0
2023,James Jordon,11,27/05/2023,Dockers,Loss 72-79,3,0,0
2022,James Jordon,20,29/07/2022,Dockers,Win 85-39,20,1,0
2022,James Jordon,11,28/05/2022,Dockers,Loss 56-94,27,1,1
2021,James Jordon,1,20/03/2021,Dockers,Win 80-58,15,1,1
2023,Tom McCartin,19,22/07/2023,Dockers,Win 105-76,10,0,0
2022,Tom McCartin,18,16/07/2022,Dockers,Win 82-65,16,0,0
2021,Tom McCartin,19,25/07/2021,Dockers,Win 98-58,14,0,0
2021,Tom McCartin,10,22/05/2021,Dockers,Loss 84-86,17,0,0
2023,Aaron Francis,9,13/05/2023,Dockers,Loss 86-103,15,0,0
2021,Aaron Francis,9,16/05/2021,Dockers,Win 68-61,15,0,0
2022,Sam Reid,18,16/07/2022,Dockers,Win 82-65,9,0,1
2021,Sam Reid,19,25/07/2021,Dockers,Win 98-58,8,0,0
