Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,5,13/04/2023,Blues,Win 118-62,32,0,1
2022,Jordan Dawson,20,30/07/2022,Blues,Win 84-55,25,0,0
2022,Jordan Dawson,8,08/05/2022,Blues,Loss 68-116,30,1,0
2021,Jordan Dawson,11,30/05/2021,Blues,Win 100-78,20,0,0
2023,Rory Laird,5,13/04/2023,Blues,Win 118-62,37,1,2
2022,Rory Laird,20,30/07/2022,Blues,Win 84-55,32,0,0
2022,Rory Laird,8,08/05/2022,Blues,Loss 68-116,33,0,0
2021,Rory Laird,15,27/06/2021,Blues,Loss 73-83,33,0,0
2023,Reilly O'Brien,5,13/04/2023,Blues,Win 118-62,17,0,0
2022,Reilly O'Brien,20,30/07/2022,Blues,Win 84-55,9,0,0
2022,Reilly O'Brien,8,08/05/2022,Blues,Loss 68-116,7,0,0
2021,Reilly O'Brien,15,27/06/2021,Blues,Loss 73-83,13,0,0
2023,Brodie Smith,5,13/04/2023,Blues,Win 118-62,21,1,0
2022,Brodie Smith,20,30/07/2022,Blues,Win 84-55,37,0,1
2021,Brodie Smith,15,27/06/2021,Blues,Loss 73-83,23,0,0
2023,Taylor Walker,5,13/04/2023,Blues,Win 118-62,15,3,3
2022,Taylor Walker,20,30/07/2022,Blues,Win 84-55,21,3,1
2022,Taylor Walker,8,08/05/2022,Blues,Loss 68-116,16,2,1
2021,Taylor Walker,15,27/06/2021,Blues,Loss 73-83,14,3,4
2023,Ben Keays,5,13/04/2023,Blues,Win 118-62,16,3,0
2022,Ben Keays,20,30/07/2022,Blues,Win 84-55,21,3,1
2022,Ben Keays,8,08/05/2022,Blues,Loss 68-116,29,0,0
2021,Ben Keays,15,27/06/2021,Blues,Loss 73-83,30,1,2
2023,Mitchell Hinge,5,13/04/2023,Blues,Win 118-62,24,0,0
2022,Mitchell Hinge,20,30/07/2022,Blues,Win 84-55,17,0,0
2022,Mitchell Hinge,8,08/05/2022,Blues,Loss 68-116,17,0,1
2023,Rory Sloane,5,13/04/2023,Blues,Win 118-62,17,0,0
2021,Rory Sloane,15,27/06/2021,Blues,Loss 73-83,23,0,0
2023,Izak Rankine,5,13/04/2023,Blues,Win 118-62,14,1,0
2022,Izak Rankine,4,10/04/2022,Blues,Win 92-62,7,1,1
2021,Izak Rankine,4,10/04/2021,Blues,Loss 59-70,14,0,0
2023,Josh Rachele,5,13/04/2023,Blues,Win 118-62,22,1,0
2022,Josh Rachele,8,08/05/2022,Blues,Loss 68-116,12,1,2
2023,Wayne Milera,5,13/04/2023,Blues,Win 118-62,23,0,0
2022,Wayne Milera,20,30/07/2022,Blues,Win 84-55,19,1,3
2023,Lachlan Sholl,5,13/04/2023,Blues,Win 118-62,16,0,0
2022,Lachlan Sholl,8,08/05/2022,Blues,Loss 68-116,15,0,0
2021,Lachlan Sholl,15,27/06/2021,Blues,Loss 73-83,14,0,1
2023,Jake Soligo,5,13/04/2023,Blues,Win 118-62,4,0,0
2022,Jake Soligo,20,30/07/2022,Blues,Win 84-55,19,0,1
2023,Chayce Jones,5,13/04/2023,Blues,Win 118-62,28,1,0
2022,Chayce Jones,20,30/07/2022,Blues,Win 84-55,23,0,0
2022,Chayce Jones,8,08/05/2022,Blues,Loss 68-116,18,0,1
2021,Chayce Jones,15,27/06/2021,Blues,Loss 73-83,15,0,0
2022,Brayden Cook,8,08/05/2022,Blues,Loss 68-116,8,1,0
2023,Lachlan Murphy,5,13/04/2023,Blues,Win 118-62,16,0,0
2022,Lachlan Murphy,20,30/07/2022,Blues,Win 84-55,16,1,1
2022,Lachlan Murphy,8,08/05/2022,Blues,Loss 68-116,9,0,0
2023,Darcy Fogarty,5,13/04/2023,Blues,Win 118-62,16,5,3
2022,Darcy Fogarty,20,30/07/2022,Blues,Win 84-55,12,2,1
2021,Darcy Fogarty,15,27/06/2021,Blues,Loss 73-83,3,2,0
2022,Josh Worrell,20,30/07/2022,Blues,Win 84-55,17,0,0
2023,Luke Pedlar,5,13/04/2023,Blues,Win 118-62,8,1,1
2023,Riley Thilthorpe,5,13/04/2023,Blues,Win 118-62,8,0,0
2021,Riley Thilthorpe,15,27/06/2021,Blues,Loss 73-83,12,0,0
2022,Lachlan Gollant,8,08/05/2022,Blues,Loss 68-116,9,0,1
2023,Max Michalanney,5,13/04/2023,Blues,Win 118-62,10,0,0
2022,Harry Schoenberg,20,30/07/2022,Blues,Win 84-55,17,0,0
2022,Harry Schoenberg,8,08/05/2022,Blues,Loss 68-116,22,1,0
2021,Harry Schoenberg,15,27/06/2021,Blues,Loss 73-83,13,0,1
2022,Sam Berry,20,30/07/2022,Blues,Win 84-55,16,0,0
2022,Sam Berry,8,08/05/2022,Blues,Loss 68-116,21,0,0
2021,Sam Berry,15,27/06/2021,Blues,Loss 73-83,7,0,0
2022,Elliott Himmelberg,20,30/07/2022,Blues,Win 84-55,8,1,0
2022,Elliott Himmelberg,8,08/05/2022,Blues,Loss 68-116,9,1,0
2023,Ned McHenry,5,13/04/2023,Blues,Win 118-62,4,1,0
2022,Ned McHenry,20,30/07/2022,Blues,Win 84-55,21,1,0
2021,Ned McHenry,15,27/06/2021,Blues,Loss 73-83,11,1,1
2022,Patrick Parnell,20,30/07/2022,Blues,Win 84-55,13,0,0
2023,Nick Murray,5,13/04/2023,Blues,Win 118-62,13,0,0
2022,Nick Murray,20,30/07/2022,Blues,Win 84-55,1,0,0
2023,Jordon Butts,5,13/04/2023,Blues,Win 118-62,13,0,0
2022,Jordon Butts,20,30/07/2022,Blues,Win 84-55,8,0,0
2022,Jordon Butts,8,08/05/2022,Blues,Loss 68-116,13,0,0
2021,Jordon Butts,15,27/06/2021,Blues,Loss 73-83,5,0,0
2021,Chris Burgess,21,07/08/2021,Blues,Win 76-57,7,0,0
2021,Chris Burgess,4,10/04/2021,Blues,Loss 59-70,10,1,0
2022,Will Hamill,20,30/07/2022,Blues,Win 84-55,8,0,0
2022,Will Hamill,8,08/05/2022,Blues,Loss 68-116,15,0,0
2021,Will Hamill,15,27/06/2021,Blues,Loss 73-83,7,0,0
