Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim English,21,04/08/2023,Tigers,Win 126-71,19,1,0
2023,Tim English,4,08/04/2023,Tigers,Win 89-84,20,2,0
2022,Tim English,4,09/04/2022,Tigers,Loss 61-99,20,1,1
2023,Marcus Bontempelli,21,04/08/2023,Tigers,Win 126-71,32,3,1
2023,Marcus Bontempelli,4,08/04/2023,Tigers,Win 89-84,25,0,1
2022,Marcus Bontempelli,4,09/04/2022,Tigers,Loss 61-99,33,1,3
2021,Marcus Bontempelli,7,30/04/2021,Tigers,Loss 55-77,26,0,1
2023,Adam Treloar,21,04/08/2023,Tigers,Win 126-71,32,0,0
2023,Adam Treloar,4,08/04/2023,Tigers,Win 89-84,25,0,0
2022,Adam Treloar,4,09/04/2022,Tigers,Loss 61-99,24,1,1
2021,Adam Treloar,7,30/04/2021,Tigers,Loss 55-77,27,0,0
2023,Tom Liberatore,21,04/08/2023,Tigers,Win 126-71,31,0,0
2023,Tom Liberatore,4,08/04/2023,Tigers,Win 89-84,23,2,1
2022,Tom Liberatore,4,09/04/2022,Tigers,Loss 61-99,23,0,0
2021,Tom Liberatore,7,30/04/2021,Tigers,Loss 55-77,23,0,0
2023,Jack Macrae,21,04/08/2023,Tigers,Win 126-71,24,0,0
2023,Jack Macrae,4,08/04/2023,Tigers,Win 89-84,21,1,0
2022,Jack Macrae,4,09/04/2022,Tigers,Loss 61-99,34,1,0
2021,Jack Macrae,7,30/04/2021,Tigers,Loss 55-77,30,0,1
2023,Caleb Daniel,21,04/08/2023,Tigers,Win 126-71,20,2,0
2023,Caleb Daniel,4,08/04/2023,Tigers,Win 89-84,19,1,2
2022,Caleb Daniel,4,09/04/2022,Tigers,Loss 61-99,26,0,0
2021,Caleb Daniel,7,30/04/2021,Tigers,Loss 55-77,34,0,0
2023,Bailey Dale,21,04/08/2023,Tigers,Win 126-71,30,0,0
2023,Bailey Dale,4,08/04/2023,Tigers,Win 89-84,30,0,0
2022,Bailey Dale,4,09/04/2022,Tigers,Loss 61-99,31,0,0
2021,Bailey Dale,7,30/04/2021,Tigers,Loss 55-77,27,0,0
2023,Bailey Smith,21,04/08/2023,Tigers,Win 126-71,19,0,1
2023,Bailey Smith,4,08/04/2023,Tigers,Win 89-84,24,0,1
2022,Bailey Smith,4,09/04/2022,Tigers,Loss 61-99,36,0,1
2021,Bailey Smith,7,30/04/2021,Tigers,Loss 55-77,27,1,0
2023,Ed Richards,21,04/08/2023,Tigers,Win 126-71,20,0,0
2023,Ed Richards,4,08/04/2023,Tigers,Win 89-84,19,0,0
2022,Ed Richards,4,09/04/2022,Tigers,Loss 61-99,18,0,0
2023,Jason Johannisen,21,04/08/2023,Tigers,Win 126-71,19,0,0
2023,Jason Johannisen,4,08/04/2023,Tigers,Win 89-84,21,0,0
2021,Jason Johannisen,7,30/04/2021,Tigers,Loss 55-77,5,0,0
2023,Bailey Williams,21,04/08/2023,Tigers,Win 126-71,16,0,0
2023,Bailey Williams,4,08/04/2023,Tigers,Win 89-84,16,0,0
2022,Bailey Williams,4,09/04/2022,Tigers,Loss 61-99,14,0,1
2023,Aaron Naughton,21,04/08/2023,Tigers,Win 126-71,13,3,2
2023,Aaron Naughton,4,08/04/2023,Tigers,Win 89-84,10,3,0
2022,Aaron Naughton,4,09/04/2022,Tigers,Loss 61-99,14,2,3
