Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Taranto,21,04/08/2023,Bulldogs,Loss 71-126,25,0,0
2023,Tim Taranto,4,08/04/2023,Bulldogs,Loss 84-89,27,1,0
2021,Tim Taranto,6,23/04/2021,Bulldogs,Loss 65-104,28,1,1
2023,Toby Nankervis,21,04/08/2023,Bulldogs,Loss 71-126,15,0,0
2023,Toby Nankervis,4,08/04/2023,Bulldogs,Loss 84-89,15,0,0
2022,Toby Nankervis,4,09/04/2022,Bulldogs,Win 99-61,12,1,0
2021,Toby Nankervis,7,30/04/2021,Bulldogs,Win 77-55,20,0,0
2023,Jayden Short,21,04/08/2023,Bulldogs,Loss 71-126,25,0,0
2022,Jayden Short,4,09/04/2022,Bulldogs,Win 99-61,35,1,0
2021,Jayden Short,7,30/04/2021,Bulldogs,Win 77-55,26,0,1
2023,Dustin Martin,4,08/04/2023,Bulldogs,Loss 84-89,23,1,0
2023,Shai Bolton,21,04/08/2023,Bulldogs,Loss 71-126,12,1,1
2023,Shai Bolton,4,08/04/2023,Bulldogs,Loss 84-89,16,3,1
2022,Shai Bolton,4,09/04/2022,Bulldogs,Win 99-61,20,2,3
2021,Shai Bolton,7,30/04/2021,Bulldogs,Win 77-55,22,3,1
2023,Nick Vlastuin,21,04/08/2023,Bulldogs,Loss 71-126,17,0,0
2023,Nick Vlastuin,4,08/04/2023,Bulldogs,Loss 84-89,21,0,0
2023,Jacob Hopper,21,04/08/2023,Bulldogs,Loss 71-126,5,0,0
2023,Jacob Hopper,4,08/04/2023,Bulldogs,Loss 84-89,24,1,2
2022,Jacob Hopper,22,13/08/2022,Bulldogs,Loss 57-62,26,0,0
2021,Jacob Hopper,6,23/04/2021,Bulldogs,Loss 65-104,26,1,0
2023,Daniel Rioli,21,04/08/2023,Bulldogs,Loss 71-126,15,0,0
2023,Daniel Rioli,4,08/04/2023,Bulldogs,Loss 84-89,29,0,0
2022,Daniel Rioli,4,09/04/2022,Bulldogs,Win 99-61,25,0,0
2021,Daniel Rioli,7,30/04/2021,Bulldogs,Win 77-55,11,0,1
2023,Dion Prestia,21,04/08/2023,Bulldogs,Loss 71-126,21,0,0
2023,Dion Prestia,4,08/04/2023,Bulldogs,Loss 84-89,20,0,0
2022,Dion Prestia,4,09/04/2022,Bulldogs,Win 99-61,30,1,0
2023,Jack Ross,21,04/08/2023,Bulldogs,Loss 71-126,15,2,0
2021,Jack Ross,7,30/04/2021,Bulldogs,Win 77-55,10,0,0
2023,Liam Baker,21,04/08/2023,Bulldogs,Loss 71-126,18,1,1
2023,Liam Baker,4,08/04/2023,Bulldogs,Loss 84-89,25,0,1
2022,Liam Baker,4,09/04/2022,Bulldogs,Win 99-61,17,0,1
2021,Liam Baker,7,30/04/2021,Bulldogs,Win 77-55,15,1,0
2023,Nathan Broad,21,04/08/2023,Bulldogs,Loss 71-126,13,0,0
2022,Nathan Broad,4,09/04/2022,Bulldogs,Win 99-61,22,0,0
2021,Nathan Broad,7,30/04/2021,Bulldogs,Win 77-55,25,0,0
2023,Noah Balta,21,04/08/2023,Bulldogs,Loss 71-126,15,0,0
2023,Noah Balta,4,08/04/2023,Bulldogs,Loss 84-89,16,0,0
2022,Noah Balta,4,09/04/2022,Bulldogs,Win 99-61,8,0,0
2021,Noah Balta,7,30/04/2021,Bulldogs,Win 77-55,14,0,0
2023,Jack Graham,21,04/08/2023,Bulldogs,Loss 71-126,11,0,0
2023,Jack Graham,4,08/04/2023,Bulldogs,Loss 84-89,10,0,0
2022,Jack Graham,4,09/04/2022,Bulldogs,Win 99-61,12,0,0
