Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Noah Anderson,7,30/04/2023,Tigers,Win 72-48,32,1,1
2022,Noah Anderson,17,09/07/2022,Tigers,Win 94-92,26,2,0
2022,Touk Miller,17,09/07/2022,Tigers,Win 94-92,27,1,0
2021,Touk Miller,16,01/07/2021,Tigers,Win 77-67,36,0,0
2023,Matt Rowell,7,30/04/2023,Tigers,Win 72-48,26,0,0
2022,Matt Rowell,17,09/07/2022,Tigers,Win 94-92,18,1,0
2021,Matt Rowell,16,01/07/2021,Tigers,Win 77-67,17,0,0
2023,Jarrod Witts,7,30/04/2023,Tigers,Win 72-48,16,1,0
2022,Jarrod Witts,17,09/07/2022,Tigers,Win 94-92,17,0,0
2022,Sam Flanders,17,09/07/2022,Tigers,Win 94-92,4,0,0
2021,Sam Flanders,16,01/07/2021,Tigers,Win 77-67,9,0,0
2023,Lachie Weller,7,30/04/2023,Tigers,Win 72-48,18,0,0
2023,Wil Powell,7,30/04/2023,Tigers,Win 72-48,28,0,0
2021,Wil Powell,16,01/07/2021,Tigers,Win 77-67,12,0,0
2023,Darcy Macpherson,7,30/04/2023,Tigers,Win 72-48,31,0,0
2021,Darcy Macpherson,16,01/07/2021,Tigers,Win 77-67,6,0,0
2023,Brandon Ellis,7,30/04/2023,Tigers,Win 72-48,25,1,0
2022,Brandon Ellis,17,09/07/2022,Tigers,Win 94-92,26,0,0
2021,Brandon Ellis,16,01/07/2021,Tigers,Win 77-67,28,0,0
2023,Rory Atkins,7,30/04/2023,Tigers,Win 72-48,25,0,0
2022,Rory Atkins,17,09/07/2022,Tigers,Win 94-92,7,0,0
2023,Ben Ainsworth,7,30/04/2023,Tigers,Win 72-48,14,1,0
2022,Ben Ainsworth,17,09/07/2022,Tigers,Win 94-92,26,2,1
2021,Ben Ainsworth,16,01/07/2021,Tigers,Win 77-67,20,1,4
2023,David Swallow,7,30/04/2023,Tigers,Win 72-48,17,0,0
2022,David Swallow,17,09/07/2022,Tigers,Win 94-92,23,1,0
2021,David Swallow,16,01/07/2021,Tigers,Win 77-67,21,1,1
2023,Jack Lukosius,7,30/04/2023,Tigers,Win 72-48,12,0,1
2022,Jack Lukosius,17,09/07/2022,Tigers,Win 94-92,12,0,0
2021,Jack Lukosius,16,01/07/2021,Tigers,Win 77-67,24,0,0
2023,Brayden Fiorini,7,30/04/2023,Tigers,Win 72-48,20,1,0
2022,Brayden Fiorini,17,09/07/2022,Tigers,Win 94-92,17,1,0
2021,Brayden Fiorini,16,01/07/2021,Tigers,Win 77-67,25,0,0
2023,Charlie Ballard,7,30/04/2023,Tigers,Win 72-48,24,0,0
2022,Charlie Ballard,17,09/07/2022,Tigers,Win 94-92,18,0,0
2021,Charlie Ballard,16,01/07/2021,Tigers,Win 77-67,17,0,0
2023,Nick Holman,7,30/04/2023,Tigers,Win 72-48,15,2,1
2022,Nick Holman,17,09/07/2022,Tigers,Win 94-92,15,1,1
2021,Nick Holman,16,01/07/2021,Tigers,Win 77-67,13,0,0
2022,Levi Casboult,17,09/07/2022,Tigers,Win 94-92,10,0,0
2021,Levi Casboult,1,18/03/2021,Tigers,Loss 80-105,8,1,0
2023,Alex Davies,7,30/04/2023,Tigers,Win 72-48,10,0,0
2023,Sam Collins,7,30/04/2023,Tigers,Win 72-48,14,0,0
2022,Sam Collins,17,09/07/2022,Tigers,Win 94-92,15,0,0
2021,Sam Collins,16,01/07/2021,Tigers,Win 77-67,10,0,0
2023,Bailey Humphrey,7,30/04/2023,Tigers,Win 72-48 ,1,0,0
2021,Jack Mahony,21,07/08/2021,Tigers,Loss 56-89,18,1,0
2023,Ben King,7,30/04/2023,Tigers,Win 72-48,10,4,0
2021,Ben King,16,01/07/2021,Tigers,Win 77-67,13,4,1
2023,Malcolm Rosas,7,30/04/2023,Tigers,Win 72-48,6,0,0
2022,Malcolm Rosas,17,09/07/2022,Tigers,Win 94-92,4,0,0
2023,Ben Long,7,30/04/2023,Tigers,Win 72-48,12,0,0
2022,Ben Long,3,03/04/2022,Tigers,Win 117-84,10,2,0
2021,Ben Long,15,25/06/2021,Tigers,Win 62-22,9,1,2
2021,Ben Long,5,15/04/2021,Tigers,Loss 48-134,14,0,0
2023,Sean Lemmens,7,30/04/2023,Tigers,Win 72-48,13,0,0
2022,Sean Lemmens,17,09/07/2022,Tigers,Win 94-92,6,0,0
2021,Sean Lemmens,16,01/07/2021,Tigers,Win 77-67,12,0,0
2022,Hewago Oea,17,09/07/2022,Tigers,Win 94-92,6,1,0
2022,Sam Day,17,09/07/2022,Tigers,Win 94-92,7,1,0
2021,Sam Day,16,01/07/2021,Tigers,Win 77-67,9,0,1
2023,Alex Sexton,7,30/04/2023,Tigers,Win 72-48,8,0,1
2021,Alex Sexton,16,01/07/2021,Tigers,Win 77-67,10,1,1
2022,Caleb Graham,17,09/07/2022,Tigers,Win 94-92,14,0,0
