Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim English,16,01/07/2023,Dockers,Win 102-73,10,1,0
2023,Tim English,6,21/04/2023,Dockers,Win 118-69,20,1,0
2022,Tim English,Elimination Final,03/09/2022,Dockers,Loss 60-73,15,0,1
2022,Tim English,21,06/08/2022,Dockers,Loss 78-95,17,1,1
2021,Tim English,12,06/06/2021,Dockers,Win 93-65,11,1,0
2023,Marcus Bontempelli,16,01/07/2023,Dockers,Win 102-73,27,1,0
2023,Marcus Bontempelli,6,21/04/2023,Dockers,Win 118-69,31,2,0
2022,Marcus Bontempelli,Elimination Final,03/09/2022,Dockers,Loss 60-73,30,2,1
2022,Marcus Bontempelli,21,06/08/2022,Dockers,Loss 78-95,21,0,0
2021,Marcus Bontempelli,12,06/06/2021,Dockers,Win 93-65,27,2,2
2023,Adam Treloar,16,01/07/2023,Dockers,Win 102-73,22,0,0
2023,Adam Treloar,6,21/04/2023,Dockers,Win 118-69,35,2,0
2022,Adam Treloar,Elimination Final,03/09/2022,Dockers,Loss 60-73,26,0,0
2022,Adam Treloar,21,06/08/2022,Dockers,Loss 78-95,24,0,0
2023,Tom Liberatore,16,01/07/2023,Dockers,Win 102-73,21,0,0
2023,Tom Liberatore,6,21/04/2023,Dockers,Win 118-69,25,1,0
2022,Tom Liberatore,21,06/08/2022,Dockers,Loss 78-95,28,0,0
2021,Tom Liberatore,12,06/06/2021,Dockers,Win 93-65,19,2,1
2023,Jack Macrae,16,01/07/2023,Dockers,Win 102-73,24,1,0
2023,Jack Macrae,6,21/04/2023,Dockers,Win 118-69,29,0,0
2022,Jack Macrae,Elimination Final,03/09/2022,Dockers,Loss 60-73,34,0,0
2022,Jack Macrae,21,06/08/2022,Dockers,Loss 78-95,29,0,0
2021,Jack Macrae,12,06/06/2021,Dockers,Win 93-65,35,0,0
2023,Caleb Daniel,16,01/07/2023,Dockers,Win 102-73,20,0,0
2023,Caleb Daniel,6,21/04/2023,Dockers,Win 118-69,22,1,1
