Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Andrew Brayshaw,16,01/07/2023,Bulldogs,Loss 73-102,29,0,0
2023,Andrew Brayshaw,6,21/04/2023,Bulldogs,Loss 69-118,23,0,0
2022,Andrew Brayshaw,Elimination Final,03/09/2022,Bulldogs,Win 73-60,32,1,0
2022,Andrew Brayshaw,21,06/08/2022,Bulldogs,Win 95-78,21,1,0
2021,Andrew Brayshaw,12,06/06/2021,Bulldogs,Loss 65-93,27,1,1
2023,Caleb Serong,16,01/07/2023,Bulldogs,Loss 73-102,38,0,0
2023,Caleb Serong,6,21/04/2023,Bulldogs,Loss 69-118,35,0,0
2022,Caleb Serong,Elimination Final,03/09/2022,Bulldogs,Win 73-60,33,1,0
2022,Caleb Serong,21,06/08/2022,Bulldogs,Win 95-78,24,0,0
2021,Caleb Serong,12,06/06/2021,Bulldogs,Loss 65-93,18,1,0
2023,Luke Ryan,16,01/07/2023,Bulldogs,Loss 73-102,24,0,0
2023,Luke Ryan,6,21/04/2023,Bulldogs,Loss 69-118,30,0,0
2022,Luke Ryan,Elimination Final,03/09/2022,Bulldogs,Win 73-60,31,0,0
2022,Luke Ryan,21,06/08/2022,Bulldogs,Win 95-78,32,0,0
2021,Luke Ryan,12,06/06/2021,Bulldogs,Loss 65-93,25,0,0
2023,Sean Darcy,16,01/07/2023,Bulldogs,Loss 73-102,18,1,1
2023,Sean Darcy,6,21/04/2023,Bulldogs,Loss 69-118,12,1,1
2022,Sean Darcy,Elimination Final,03/09/2022,Bulldogs,Win 73-60,15,0,0
2022,Sean Darcy,21,06/08/2022,Bulldogs,Win 95-78,12,0,0
2021,Sean Darcy,12,06/06/2021,Bulldogs,Loss 65-93,13,0,0
2023,Hayden Young,16,01/07/2023,Bulldogs,Loss 73-102,21,0,0
2023,Hayden Young,6,21/04/2023,Bulldogs,Loss 69-118,23,0,0
2022,Hayden Young,Elimination Final,03/09/2022,Bulldogs,Win 73-60,28,0,0
2022,Hayden Young,21,06/08/2022,Bulldogs,Win 95-78,19,0,1
2023,Luke Jackson,16,01/07/2023,Bulldogs,Loss 73-102,8,0,1
2023,Luke Jackson,6,21/04/2023,Bulldogs,Loss 69-118,9,1,1
2022,Luke Jackson,19,23/07/2022,Bulldogs,Loss 100-110,11,1,1
2022,Luke Jackson,1,16/03/2022,Bulldogs,Win 97-71,12,1,1
2021,Luke Jackson,Grand Final,25/09/2021,Bulldogs,Win 140-66,13,1,0
2021,Luke Jackson,19,24/07/2021,Bulldogs,Loss 65-85,9,0,0
2021,Luke Jackson,11,28/05/2021,Bulldogs,Win 87-59,8,0,0
2023,Jordan Clark,16,01/07/2023,Bulldogs,Loss 73-102,20,0,0
2023,Jordan Clark,6,21/04/2023,Bulldogs,Loss 69-118,20,0,0
2022,Jordan Clark,Elimination Final,03/09/2022,Bulldogs,Win 73-60,17,0,0
2022,Jordan Clark,21,06/08/2022,Bulldogs,Win 95-78,26,0,0
2023,Jaeger O'Meara,16,01/07/2023,Bulldogs,Loss 73-102,21,0,0
2023,Jaeger O'Meara,6,21/04/2023,Bulldogs,Loss 69-118,18,1,0
2022,Jaeger O'Meara,23,21/08/2022,Bulldogs,Loss 64-87,20,0,1
2022,Jaeger O'Meara,15,24/06/2022,Bulldogs,Loss 83-125,21,0,0
2023,James Aish,16,01/07/2023,Bulldogs,Loss 73-102,17,0,0
2023,James Aish,6,21/04/2023,Bulldogs,Loss 69-118,11,0,0
2022,James Aish,Elimination Final,03/09/2022,Bulldogs,Win 73-60,16,0,0
2022,James Aish,21,06/08/2022,Bulldogs,Win 95-78,19,0,0
2021,James Aish,12,06/06/2021,Bulldogs,Loss 65-93,21,0,0
