Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Taranto,1,16/03/2023,Blues,Draw 58-58,32,0,2
2022,Tim Taranto,19,24/07/2022,Blues,Loss 54-90,30,0,0
2022,Tim Taranto,9,15/05/2022,Blues,Loss 75-105,24,0,0
2021,Tim Taranto,23,21/08/2021,Blues,Win 89-75,29,0,4
2021,Tim Taranto,14,19/06/2021,Blues,Win 102-66,24,0,0
2023,Toby Nankervis,1,16/03/2023,Blues,Draw 58-58,14,0,0
2022,Toby Nankervis,14,16/06/2022,Blues,Win 81-66,14,0,0
2022,Toby Nankervis,1,17/03/2022,Blues,Loss 76-101,13,0,0
2021,Toby Nankervis,1,18/03/2021,Blues,Win 105-80,12,0,0
2023,Jayden Short,1,16/03/2023,Blues,Draw 58-58,17,0,0
2022,Jayden Short,14,16/06/2022,Blues,Win 81-66,25,0,0
2022,Jayden Short,1,17/03/2022,Blues,Loss 76-101,21,0,0
2021,Jayden Short,1,18/03/2021,Blues,Win 105-80,23,0,0
2023,Dustin Martin,1,16/03/2023,Blues,Draw 58-58,23,1,0
2022,Dustin Martin,1,17/03/2022,Blues,Loss 76-101,21,1,0
2021,Dustin Martin,1,18/03/2021,Blues,Win 105-80,31,2,2
2023,Shai Bolton,1,16/03/2023,Blues,Draw 58-58,18,1,1
2022,Shai Bolton,14,16/06/2022,Blues,Win 81-66,15,2,1
2022,Shai Bolton,1,17/03/2022,Blues,Loss 76-101,16,3,2
2021,Shai Bolton,1,18/03/2021,Blues,Win 105-80,25,1,1
2023,Nick Vlastuin,1,16/03/2023,Blues,Draw 58-58,11,0,1
2022,Nick Vlastuin,14,16/06/2022,Blues,Win 81-66,24,0,0
2021,Nick Vlastuin,1,18/03/2021,Blues,Win 105-80,11,0,0
2023,Jacob Hopper,1,16/03/2023,Blues,Draw 58-58,18,0,0
2022,Jacob Hopper,19,24/07/2022,Blues,Loss 54-90,24,0,0
2021,Jacob Hopper,23,21/08/2021,Blues,Win 89-75,21,1,1
2021,Jacob Hopper,14,19/06/2021,Blues,Win 102-66,27,1,0
2023,Daniel Rioli,1,16/03/2023,Blues,Draw 58-58,27,0,0
