Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Nick Daicos,21,05/08/2023,Hawks,Loss 73-105,5,1,0
2022,Nick Daicos,12,05/06/2022,Hawks,Win 72-68,36,0,0
2023,Josh Daicos,21,05/08/2023,Hawks,Loss 73-105,19,0,0
2022,Josh Daicos,12,05/06/2022,Hawks,Win 72-68,19,0,0
2023,Tom Mitchell,21,05/08/2023,Hawks,Loss 73-105,11,0,0
2023,Scott Pendlebury,21,05/08/2023,Hawks,Loss 73-105,23,1,0
2022,Scott Pendlebury,12,05/06/2022,Hawks,Win 72-68,25,0,0
2023,Jordan De Goey,21,05/08/2023,Hawks,Loss 73-105,17,2,0
2022,Jordan De Goey,12,05/06/2022,Hawks,Win 72-68,21,1,2
2021,Jordan De Goey,21,08/08/2021,Hawks,Loss 78-97,28,0,0
2023,Darcy Cameron,21,05/08/2023,Hawks,Loss 73-105,11,0,0
2022,Darcy Cameron,12,05/06/2022,Hawks,Win 72-68,26,1,1
2021,Darcy Cameron,21,08/08/2021,Hawks,Loss 78-97,11,1,1
2023,Jack Crisp,21,05/08/2023,Hawks,Loss 73-105,27,0,1
2022,Jack Crisp,12,05/06/2022,Hawks,Win 72-68,25,0,0
2021,Jack Crisp,21,08/08/2021,Hawks,Loss 78-97,28,0,0
2023,John Noble,21,05/08/2023,Hawks,Loss 73-105,16,0,0
2022,John Noble,12,05/06/2022,Hawks,Win 72-68,18,0,0
2021,John Noble,21,08/08/2021,Hawks,Loss 78-97,18,0,0
2023,Steele Sidebottom,21,05/08/2023,Hawks,Loss 73-105,21,0,0
2022,Steele Sidebottom,12,05/06/2022,Hawks,Win 72-68,24,1,1
2021,Steele Sidebottom,21,08/08/2021,Hawks,Loss 78-97,22,1,0
2023,Lachie Schultz,24,26/08/2023,Hawks,Win 93-56,16,1,2
2023,Lachie Schultz,8,06/05/2023,Hawks,Win 117-48,10,1,2
2022,Lachie Schultz,13,11/06/2022,Hawks,Win 95-82,17,2,0
2021,Lachie Schultz,17,10/07/2021,Hawks,Win 108-46,15,0,1
2023,Brayden Maynard,21,05/08/2023,Hawks,Loss 73-105,16,0,0
2022,Brayden Maynard,12,05/06/2022,Hawks,Win 72-68,17,0,0
2021,Brayden Maynard,21,08/08/2021,Hawks,Loss 78-97,21,0,0
2023,Patrick Lipinski,21,05/08/2023,Hawks,Loss 73-105,18,0,0
2022,Patrick Lipinski,12,05/06/2022,Hawks,Win 72-68,29,1,0
2023,Isaac Quaynor,21,05/08/2023,Hawks,Loss 73-105,18,0,1
2022,Isaac Quaynor,12,05/06/2022,Hawks,Win 72-68,16,0,0
2021,Isaac Quaynor,21,08/08/2021,Hawks,Loss 78-97,18,0,0
2023,Jamie Elliott,21,05/08/2023,Hawks,Loss 73-105,11,3,1
2021,Jamie Elliott,21,08/08/2021,Hawks,Loss 78-97,14,2,1
2023,Darcy Moore,21,05/08/2023,Hawks,Loss 73-105,12,0,0
2022,Darcy Moore,12,05/06/2022,Hawks,Win 72-68,16,0,0
2023,Jeremy Howe,21,05/08/2023,Hawks,Loss 73-105,14,0,0
2022,Jeremy Howe,12,05/06/2022,Hawks,Win 72-68,15,0,0
2021,Jeremy Howe,21,08/08/2021,Hawks,Loss 78-97,16,0,0
2023,Brody Mihocek,21,05/08/2023,Hawks,Loss 73-105,12,0,1
2022,Brody Mihocek,12,05/06/2022,Hawks,Win 72-68,11,1,3
2021,Brody Mihocek,21,08/08/2021,Hawks,Loss 78-97,8,2,0
2022,Mason Cox,12,05/06/2022,Hawks,Win 72-68,7,0,0
2022,Will Hoskin-Elliott,12,05/06/2022,Hawks,Win 72-68,16,0,0
2021,Will Hoskin-Elliott,21,08/08/2021,Hawks,Loss 78-97,16,0,0
2023,Daniel McStay,21,05/08/2023,Hawks,Loss 73-105,6,2,0
2021,Daniel McStay,20,01/08/2021,Hawks,Loss 80-92,16,4,0
2023,Beau McCreery,21,05/08/2023,Hawks,Loss 73-105,11,1,0
2022,Beau McCreery,12,05/06/2022,Hawks,Win 72-68,11,1,0
2021,Beau McCreery,21,08/08/2021,Hawks,Loss 78-97,10,0,1
2021,Billy Frampton,19,24/07/2021,Hawks,Win 102-83,10,0,0
2023,Bobby Hill,21,05/08/2023,Hawks,Loss 73-105,13,1,0
2021,Bobby Hill,15,27/06/2021,Hawks,Loss 72-90,12,2,0
2023,Oleg Markov,21,05/08/2023,Hawks,Loss 73-105,3,0,0
2022,Oleg Markov,11,28/05/2022,Hawks,Win 121-54,17,0,0
2021,Oleg Markov,11,29/05/2021,Hawks,Win 113-76,21,0,0
2021,Finlay Macrae,21,08/08/2021,Hawks,Loss 78-97,20,1,0
2023,Ash Johnson,21,05/08/2023,Hawks,Loss 73-105,6,0,1
2023,Nathan Murphy,21,05/08/2023,Hawks,Loss 73-105,10,0,0
2022,Nathan Murphy,12,05/06/2022,Hawks,Win 72-68,13,0,0
2022,Reef McInnes,12,05/06/2022,Hawks,Win 72-68,7,0,0
