Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,10,19/05/2023,Demons,Win 80-76,31,1,0
2022,Connor Rozee,18,17/07/2022,Demons,Loss 69-83,33,1,0
2022,Connor Rozee,4,07/04/2022,Demons,Loss 36-68,16,0,1
2021,Connor Rozee,17,08/07/2021,Demons,Loss 55-86,6,1,1
2023,Zak Butters,10,19/05/2023,Demons,Win 80-76,41,2,1
2022,Zak Butters,18,17/07/2022,Demons,Loss 69-83,20,0,0
2022,Zak Butters,4,07/04/2022,Demons,Loss 36-68,23,0,1
2021,Zak Butters,17,08/07/2021,Demons,Loss 55-86,10,0,0
2023,Dan Houston,10,19/05/2023,Demons,Win 80-76,33,1,1
2022,Dan Houston,18,17/07/2022,Demons,Loss 69-83,28,0,0
2022,Dan Houston,4,07/04/2022,Demons,Loss 36-68,21,1,1
2021,Dan Houston,17,08/07/2021,Demons,Loss 55-86,14,0,0
2023,Ivan Soldo,20,30/07/2023,Demons,Loss 98-130,10,1,0
2023,Ollie Wines,10,19/05/2023,Demons,Win 80-76,26,0,1
2022,Ollie Wines,18,17/07/2022,Demons,Loss 69-83,27,0,1
2022,Ollie Wines,4,07/04/2022,Demons,Loss 36-68,7,0,0
2021,Ollie Wines,17,08/07/2021,Demons,Loss 55-86,33,1,1
2023,Willem Drew,10,19/05/2023,Demons,Win 80-76,22,0,1
2022,Willem Drew,18,17/07/2022,Demons,Loss 69-83,23,1,0
2022,Willem Drew,4,07/04/2022,Demons,Loss 36-68,18,0,0
2021,Willem Drew,17,08/07/2021,Demons,Loss 55-86,21,0,0
2023,Jeremy Finlayson,10,19/05/2023,Demons,Win 80-76,9,2,2
2022,Jeremy Finlayson,18,17/07/2022,Demons,Loss 69-83,17,1,1
2021,Jeremy Finlayson,16,03/07/2021,Demons,Win 64-55,7,0,1
2022,Charlie Dixon,18,17/07/2022,Demons,Loss 69-83,15,1,0
2021,Charlie Dixon,17,08/07/2021,Demons,Loss 55-86,14,2,0
2023,Jason Horne-Francis,10,19/05/2023,Demons,Win 80-76,23,1,0
2022,Jason Horne-Francis,10,21/05/2022,Demons,Loss 53-100,17,1,0
2023,Kane Farrell,10,19/05/2023,Demons,Win 80-76,15,0,0
2022,Kane Farrell,18,17/07/2022,Demons,Loss 69-83,6,0,1
2023,Ryan Burton,10,19/05/2023,Demons,Win 80-76,10,1,1
2022,Ryan Burton,18,17/07/2022,Demons,Loss 69-83,20,0,0
2022,Ryan Burton,4,07/04/2022,Demons,Loss 36-68,26,0,1
2021,Ryan Burton,17,08/07/2021,Demons,Loss 55-86,14,0,0
2023,Travis Boak,10,19/05/2023,Demons,Win 80-76,12,0,0
2022,Travis Boak,18,17/07/2022,Demons,Loss 69-83,29,2,1
2022,Travis Boak,4,07/04/2022,Demons,Loss 36-68,35,0,0
2021,Travis Boak,17,08/07/2021,Demons,Loss 55-86,25,0,0
2022,Mitch Georgiades,18,17/07/2022,Demons,Loss 69-83,4,0,1
2022,Mitch Georgiades,4,07/04/2022,Demons,Loss 36-68,13,1,0
2021,Mitch Georgiades,17,08/07/2021,Demons,Loss 55-86,7,2,1
2023,Sam Powell-Pepper,10,19/05/2023,Demons,Win 80-76,17,1,2
2022,Sam Powell-Pepper,18,17/07/2022,Demons,Loss 69-83,21,0,3
2022,Sam Powell-Pepper,4,07/04/2022,Demons,Loss 36-68,19,0,1
2021,Sam Powell-Pepper,17,08/07/2021,Demons,Loss 55-86,18,0,1
2023,Darcy Byrne-Jones,10,19/05/2023,Demons,Win 80-76,14,0,1
2022,Darcy Byrne-Jones,18,17/07/2022,Demons,Loss 69-83,24,0,0
2022,Darcy Byrne-Jones,4,07/04/2022,Demons,Loss 36-68,26,0,1
2021,Darcy Byrne-Jones,17,08/07/2021,Demons,Loss 55-86,13,0,0
2022,Todd Marshall,18,17/07/2022,Demons,Loss 69-83,10,2,0
2022,Todd Marshall,4,07/04/2022,Demons,Loss 36-68,9,0,0
2021,Todd Marshall,17,08/07/2021,Demons,Loss 55-86,7,0,0
2023,Miles Bergman,10,19/05/2023,Demons,Win 80-76,9,0,0
2022,Miles Bergman,18,17/07/2022,Demons,Loss 69-83,16,2,0
2022,Miles Bergman,4,07/04/2022,Demons,Loss 36-68,25,0,1
2021,Miles Bergman,17,08/07/2021,Demons,Loss 55-86,15,0,0
2023,Dylan Williams,10,19/05/2023,Demons,Win 80-76,22,0,0
2023,Brandon Zerk-Thatcher,5,15/04/2023,Demons,Win 104-77,10,0,0
2021,Brandon Zerk-Thatcher,15,26/06/2021,Demons,Loss 57-68,13,0,0
2023,Aliir Aliir,10,19/05/2023,Demons,Win 80-76,7,0,0
2022,Aliir Aliir,18,17/07/2022,Demons,Loss 69-83,16,0,0
2021,Aliir Aliir,17,08/07/2021,Demons,Loss 55-86,10,0,0
2021,Quinton Narkle,4,11/04/2021,Demons,Loss 60-85,16,0,0
2022,Lachie Jones,4,07/04/2022,Demons,Loss 36-68,16,0,0
2023,Trent McKenzie,10,19/05/2023,Demons,Win 80-76,7,0,0
2021,Trent McKenzie,17,08/07/2021,Demons,Loss 55-86,14,1,0
2023,Jed McEntee,10,19/05/2023,Demons,Win 80-76,8,0,1
2022,Jed McEntee,4,07/04/2022,Demons,Loss 36-68,6,0,0
2021,Esava Ratugolea,Preliminary Final,10/09/2021,Demons,Loss 42-125,5,0,0
2023,Francis Evans,10,19/05/2023,Demons,Win 80-76,4,0,0
2023,Jackson Mead,10,19/05/2023,Demons,Win 80-76,4,0,0
