Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,4,07/04/2023,Kangaroos,Win 107-84,19,0,0
2022,Sam Docherty,7,30/04/2022,Kangaroos,Win 114-64,33,0,0
2023,Nic Newman,4,07/04/2023,Kangaroos,Win 107-84,18,0,0
2022,Nic Newman,7,30/04/2022,Kangaroos,Win 114-64,18,0,0
2021,Nic Newman,19,24/07/2021,Kangaroos,Loss 77-116,17,0,0
2023,Adam Cerra,4,07/04/2023,Kangaroos,Win 107-84,18,0,1
2022,Adam Cerra,7,30/04/2022,Kangaroos,Win 114-64,26,1,0
2022,Sam Walsh,7,30/04/2022,Kangaroos,Win 114-64,29,1,0
2021,Sam Walsh,19,24/07/2021,Kangaroos,Loss 77-116,27,0,0
2023,Patrick Cripps,4,07/04/2023,Kangaroos,Win 107-84,29,0,1
2022,Patrick Cripps,7,30/04/2022,Kangaroos,Win 114-64,35,1,2
2021,Patrick Cripps,19,24/07/2021,Kangaroos,Loss 77-116,21,3,1
2021,Blake Acres,6,24/04/2021,Kangaroos,Win 99-48,24,0,0
2023,Charlie Curnow,4,07/04/2023,Kangaroos,Win 107-84,16,6,2
2022,Charlie Curnow,7,30/04/2022,Kangaroos,Win 114-64,12,3,4
2022,Matthew Kennedy,7,30/04/2022,Kangaroos,Win 114-64,24,0,1
2021,Matthew Kennedy,19,24/07/2021,Kangaroos,Loss 77-116,11,2,0
2023,George Hewett,4,07/04/2023,Kangaroos,Win 107-84,15,0,0
2021,George Hewett,22,14/08/2021,Kangaroos,Win 91-77,28,0,0
2023,Adam Saad,4,07/04/2023,Kangaroos,Win 107-84,25,0,0
2022,Adam Saad,7,30/04/2022,Kangaroos,Win 114-64,25,0,0
2021,Adam Saad,19,24/07/2021,Kangaroos,Loss 77-116,21,0,0
2023,Mitch McGovern,4,07/04/2023,Kangaroos,Win 107-84,27,0,0
2023,Jacob Weitering,4,07/04/2023,Kangaroos,Win 107-84,15,0,0
2022,Jacob Weitering,7,30/04/2022,Kangaroos,Win 114-64,10,1,0
2021,Jacob Weitering,19,24/07/2021,Kangaroos,Loss 77-116,18,0,0
2023,Harry McKay,4,07/04/2023,Kangaroos,Win 107-84,16,4,1
2022,Harry McKay,7,30/04/2022,Kangaroos,Win 114-64,15,4,2
2023,Tom De Koning,4,07/04/2023,Kangaroos,Win 107-84,11,1,0
2022,Tom De Koning,7,30/04/2022,Kangaroos,Win 114-64,10,0,0
2021,Tom De Koning,19,24/07/2021,Kangaroos,Loss 77-116,17,0,0
2023,Jack Silvagni,4,07/04/2023,Kangaroos,Win 107-84,16,1,0
2022,Jack Silvagni,7,30/04/2022,Kangaroos,Win 114-64,13,0,0
2021,Jack Silvagni,19,24/07/2021,Kangaroos,Loss 77-116,21,0,1
2022,Matthew Cottrell,7,30/04/2022,Kangaroos,Win 114-64,3,0,0
2021,Matthew Cottrell,19,24/07/2021,Kangaroos,Loss 77-116,10,0,0
2023,Marc Pittonet,4,07/04/2023,Kangaroos,Win 107-84,11,0,0
2023,Oliver Hollands,4,07/04/2023,Kangaroos,Win 107-84,15,0,0
2023,Lewis Young,4,07/04/2023,Kangaroos,Win 107-84,22,0,0
2022,Lewis Young,7,30/04/2022,Kangaroos,Win 114-64,12,0,0
2021,Lewis Young,16,04/07/2021,Kangaroos,Win 108-79,13,0,0
2022,Jack Martin,7,30/04/2022,Kangaroos,Win 114-64,13,2,2
2021,Jack Martin,19,24/07/2021,Kangaroos,Loss 77-116,13,1,1
2022,Elijah Hollands,23,20/08/2022,Kangaroos,Win 114-47,20,0,3
2022,Matthew Owies,7,30/04/2022,Kangaroos,Win 114-64,5,2,0
2021,Matthew Owies,19,24/07/2021,Kangaroos,Loss 77-116,6,1,1
2023,Jesse Motlop,4,07/04/2023,Kangaroos,Win 107-84,13,2,1
2023,Corey Durdin,4,07/04/2023,Kangaroos,Win 107-84,11,1,2
2022,Corey Durdin,7,30/04/2022,Kangaroos,Win 114-64,11,0,0
2023,Lachlan Cowan,4,07/04/2023,Kangaroos,Win 107-84,9,0,0
2021,Orazio Fantasia,1,21/03/2021,Kangaroos,Win 117-65,14,4,4
2023,Jack Carroll,4,07/04/2023,Kangaroos,Win 107-84,4,0,0
2022,Jack Carroll,7,30/04/2022,Kangaroos,Win 114-64,19,1,0
2021,Zac Williams,19,24/07/2021,Kangaroos,Loss 77-116,13,0,0
