Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,6,22/04/2023,Eagles,Win 109-69,29,2,1
2022,Connor Rozee,6,23/04/2022,Eagles,Win 117-33,31,0,0
2021,Connor Rozee,3,03/04/2021,Eagles,Loss 71-108,15,0,0
2023,Zak Butters,6,22/04/2023,Eagles,Win 109-69,25,0,0
2022,Zak Butters,6,23/04/2022,Eagles,Win 117-33,11,0,0
2021,Zak Butters,3,03/04/2021,Eagles,Loss 71-108,16,0,0
2023,Dan Houston,6,22/04/2023,Eagles,Win 109-69,22,0,0
2022,Dan Houston,6,23/04/2022,Eagles,Win 117-33,33,1,1
2021,Dan Houston,3,03/04/2021,Eagles,Loss 71-108,28,0,0
2023,Ivan Soldo,18,16/07/2023,Eagles,Win 98-60,11,1,1
2022,Ivan Soldo,16,03/07/2022,Eagles,Win 128-93,5,0,0
2022,Ivan Soldo,7,29/04/2022,Eagles,Win 165-56,10,1,0
2023,Ollie Wines,6,22/04/2023,Eagles,Win 109-69,25,0,0
2022,Ollie Wines,6,23/04/2022,Eagles,Win 117-33,33,1,0
2021,Ollie Wines,3,03/04/2021,Eagles,Loss 71-108,26,0,0
2023,Willem Drew,6,22/04/2023,Eagles,Win 109-69,25,1,1
2022,Willem Drew,6,23/04/2022,Eagles,Win 117-33,26,0,0
2021,Willem Drew,3,03/04/2021,Eagles,Loss 71-108,15,1,0
2023,Jeremy Finlayson,6,22/04/2023,Eagles,Win 109-69,14,5,2
2022,Jeremy Finlayson,6,23/04/2022,Eagles,Win 117-33,19,5,2
2021,Jeremy Finlayson,10,23/05/2021,Eagles,Win 93-77,15,3,1
2021,Charlie Dixon,3,03/04/2021,Eagles,Loss 71-108,10,0,0
2023,Jason Horne-Francis,6,22/04/2023,Eagles,Win 109-69,13,0,0
2022,Jason Horne-Francis,2,27/03/2022,Eagles,Win 74-59,20,0,1
2023,Kane Farrell,6,22/04/2023,Eagles,Win 109-69,9,0,1
2022,Kane Farrell,6,23/04/2022,Eagles,Win 117-33,17,1,0
2023,Ryan Burton,6,22/04/2023,Eagles,Win 109-69,14,2,1
2022,Ryan Burton,6,23/04/2022,Eagles,Win 117-33,19,0,0
2021,Ryan Burton,3,03/04/2021,Eagles,Loss 71-108,21,0,0
2023,Travis Boak,6,22/04/2023,Eagles,Win 109-69,20,0,1
2022,Travis Boak,6,23/04/2022,Eagles,Win 117-33,34,0,2
2021,Travis Boak,3,03/04/2021,Eagles,Loss 71-108,26,0,0
2022,Mitch Georgiades,6,23/04/2022,Eagles,Win 117-33,17,1,1
2021,Mitch Georgiades,3,03/04/2021,Eagles,Loss 71-108,9,2,1
2023,Sam Powell-Pepper,6,22/04/2023,Eagles,Win 109-69,12,1,2
2022,Sam Powell-Pepper,6,23/04/2022,Eagles,Win 117-33,17,1,0
2023,Darcy Byrne-Jones,6,22/04/2023,Eagles,Win 109-69,16,2,0
2022,Darcy Byrne-Jones,6,23/04/2022,Eagles,Win 117-33,21,0,0
2021,Darcy Byrne-Jones,3,03/04/2021,Eagles,Loss 71-108,19,0,0
2023,Todd Marshall,6,22/04/2023,Eagles,Win 109-69,2,0,0
2022,Todd Marshall,6,23/04/2022,Eagles,Win 117-33,14,5,1
2021,Todd Marshall,3,03/04/2021,Eagles,Loss 71-108,8,3,1
2023,Miles Bergman,6,22/04/2023,Eagles,Win 109-69,11,0,0
2023,Dylan Williams,6,22/04/2023,Eagles,Win 109-69,9,0,0
2023,Willie Rioli,6,22/04/2023,Eagles,Win 109-69,10,2,1
2023,Brandon Zerk-Thatcher,21,05/08/2023,Eagles,Win 73-72,17,0,0
2023,Brandon Zerk-Thatcher,11,27/05/2023,Eagles,Win 96-46,12,0,0
2021,Brandon Zerk-Thatcher,11,29/05/2021,Eagles,Win 87-71,8,0,0
2023,Aliir Aliir,6,22/04/2023,Eagles,Win 109-69,11,0,0
2022,Aliir Aliir,6,23/04/2022,Eagles,Win 117-33,6,0,0
2021,Aliir Aliir,3,03/04/2021,Eagles,Loss 71-108,15,0,0
2022,Lachie Jones,6,23/04/2022,Eagles,Win 117-33,4,0,0
2023,Trent McKenzie,6,22/04/2023,Eagles,Win 109-69,16,0,0
2023,Jed McEntee,6,22/04/2023,Eagles,Win 109-69,7,0,0
2023,Esava Ratugolea,5,16/04/2023,Eagles,Win 136-89,14,0,0
2022,Esava Ratugolea,23,20/08/2022,Eagles,Win 131-46,7,0,0
2023,Ollie Lord,6,22/04/2023,Eagles,Win 109-69,10,1,1
2022,Tom Clurey,6,23/04/2022,Eagles,Win 117-33,9,0,0
2021,Tom Clurey,3,03/04/2021,Eagles,Loss 71-108,12,0,0
2022,Jordon Sweet,11,28/05/2022,Eagles,Win 161-60,6,0,0
