Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,23,19/08/2023,Suns,Win 91-87,25,0,0
2023,Sam Docherty,14,18/06/2023,Suns,Win 120-61,32,0,0
2022,Sam Docherty,4,10/04/2022,Suns,Loss 62-92,29,0,0
2021,Sam Docherty,4,10/04/2021,Suns,Win 70-59,28,0,0
2023,Nic Newman,23,19/08/2023,Suns,Win 91-87,31,0,0
2023,Nic Newman,14,18/06/2023,Suns,Win 120-61,19,0,1
2022,Nic Newman,4,10/04/2022,Suns,Loss 62-92,24,0,1
2021,Nic Newman,21,07/08/2021,Suns,Loss 57-76,25,0,0
2023,Adam Cerra,14,18/06/2023,Suns,Win 120-61,27,2,1
2022,Adam Cerra,4,10/04/2022,Suns,Loss 62-92,15,0,1
2021,Adam Cerra,13,12/06/2021,Suns,Win 76-49,21,0,1
2023,Sam Walsh,14,18/06/2023,Suns,Win 120-61,29,0,2
2022,Sam Walsh,4,10/04/2022,Suns,Loss 62-92,28,0,1
2021,Sam Walsh,21,07/08/2021,Suns,Loss 57-76,23,0,0
2021,Sam Walsh,4,10/04/2021,Suns,Win 70-59,24,0,0
2023,Patrick Cripps,23,19/08/2023,Suns,Win 91-87,14,0,1
2023,Patrick Cripps,14,18/06/2023,Suns,Win 120-61,27,3,0
2022,Patrick Cripps,4,10/04/2022,Suns,Loss 62-92,7,1,0
2021,Patrick Cripps,21,07/08/2021,Suns,Loss 57-76,22,0,0
2021,Patrick Cripps,4,10/04/2021,Suns,Win 70-59,21,1,1
2023,Blake Acres,23,19/08/2023,Suns,Win 91-87,23,0,0
2023,Blake Acres,14,18/06/2023,Suns,Win 120-61,17,0,0
2022,Blake Acres,9,15/05/2022,Suns,Loss 33-69,22,0,0
2021,Blake Acres,13,12/06/2021,Suns,Win 76-49,27,0,0
2023,Charlie Curnow,23,19/08/2023,Suns,Win 91-87,18,5,1
2023,Charlie Curnow,14,18/06/2023,Suns,Win 120-61,15,2,2
2022,Charlie Curnow,4,10/04/2022,Suns,Loss 62-92,11,1,2
2021,Charlie Curnow,21,07/08/2021,Suns,Loss 57-76,12,1,2
2023,Matthew Kennedy,14,18/06/2023,Suns,Win 120-61,27,1,0
2022,Matthew Kennedy,4,10/04/2022,Suns,Loss 62-92,15,0,0
2021,Matthew Kennedy,21,07/08/2021,Suns,Loss 57-76,23,0,0
2021,Matthew Kennedy,4,10/04/2021,Suns,Win 70-59,4,0,0
2023,George Hewett,23,19/08/2023,Suns,Win 91-87,23,0,0
2022,George Hewett,4,10/04/2022,Suns,Loss 62-92,29,1,0
2021,George Hewett,23,21/08/2021,Suns,Win 136-49,23,0,0
2021,George Hewett,6,24/04/2021,Suns,Loss 60-100,3,0,0
2023,Adam Saad,23,19/08/2023,Suns,Win 91-87,22,0,0
2023,Adam Saad,14,18/06/2023,Suns,Win 120-61,18,0,0
2022,Adam Saad,4,10/04/2022,Suns,Loss 62-92,23,0,0
2021,Adam Saad,21,07/08/2021,Suns,Loss 57-76,14,0,0
2021,Adam Saad,4,10/04/2021,Suns,Win 70-59,21,0,1
2023,Mitch McGovern,14,18/06/2023,Suns,Win 120-61,16,0,0
2023,Jacob Weitering,23,19/08/2023,Suns,Win 91-87,16,0,0
2023,Jacob Weitering,14,18/06/2023,Suns,Win 120-61,16,0,0
2022,Jacob Weitering,4,10/04/2022,Suns,Loss 62-92,10,0,0
2021,Jacob Weitering,21,07/08/2021,Suns,Loss 57-76,16,0,0
2021,Jacob Weitering,4,10/04/2021,Suns,Win 70-59,21,0,0
2023,Brodie Kemp,23,19/08/2023,Suns,Win 91-87,18,0,0
2023,Brodie Kemp,14,18/06/2023,Suns,Win 120-61,20,0,0
2023,Harry McKay,23,19/08/2023,Suns,Win 91-87,10,1,1
2023,Harry McKay,14,18/06/2023,Suns,Win 120-61,10,3,0
2022,Harry McKay,4,10/04/2022,Suns,Loss 62-92,7,2,3
2021,Harry McKay,21,07/08/2021,Suns,Loss 57-76,13,1,0
2021,Harry McKay,4,10/04/2021,Suns,Win 70-59,9,2,2
2023,Tom De Koning,23,19/08/2023,Suns,Win 91-87,6,0,0
2023,Tom De Koning,14,18/06/2023,Suns,Win 120-61,11,2,1
2022,Tom De Koning,4,10/04/2022,Suns,Loss 62-92,10,1,0
2021,Tom De Koning,21,07/08/2021,Suns,Loss 57-76,8,0,1
2022,Jack Silvagni,4,10/04/2022,Suns,Loss 62-92,18,0,1
2021,Jack Silvagni,21,07/08/2021,Suns,Loss 57-76,9,1,1
2021,Jack Silvagni,4,10/04/2021,Suns,Win 70-59,6,0,0
2023,Matthew Cottrell,23,19/08/2023,Suns,Win 91-87,11,1,0
2023,Matthew Cottrell,14,18/06/2023,Suns,Win 120-61,18,2,0
2021,Matthew Cottrell,4,10/04/2021,Suns,Win 70-59,19,1,0
2023,Lachie Fogarty,14,18/06/2023,Suns,Win 120-61,10,1,0
2022,Lachie Fogarty,4,10/04/2022,Suns,Loss 62-92,10,0,0
2021,Lachie Fogarty,4,10/04/2021,Suns,Win 70-59,11,0,0
2023,David Cuningham,23,19/08/2023,Suns,Win 91-87,12,0,0
2023,David Cuningham,14,18/06/2023,Suns,Win 120-61,11,0,0
2023,Marc Pittonet,23,19/08/2023,Suns,Win 91-87,10,0,0
2023,Marc Pittonet,14,18/06/2023,Suns,Win 120-61,8,0,0
2021,Marc Pittonet,4,10/04/2021,Suns,Win 70-59,10,0,1
2023,Oliver Hollands,23,19/08/2023,Suns,Win 91-87,11,0,0
2022,Lewis Young,4,10/04/2022,Suns,Loss 62-92,11,0,0
2021,Lewis Young,5,17/04/2021,Suns,Win 118-56,12,0,0
2023,Caleb Marchbank,23,19/08/2023,Suns,Win 91-87,15,0,0
2023,Jack Martin,23,19/08/2023,Suns,Win 91-87,14,2,2
2023,Jack Martin,14,18/06/2023,Suns,Win 120-61,8,0,0
2022,Jack Martin,4,10/04/2022,Suns,Loss 62-92,11,0,2
2021,Jack Martin,21,07/08/2021,Suns,Loss 57-76,11,1,0
2023,Matthew Owies,23,19/08/2023,Suns,Win 91-87,10,2,2
2023,Matthew Owies,14,18/06/2023,Suns,Win 120-61,9,2,0
2022,Matthew Owies,4,10/04/2022,Suns,Loss 62-92,11,1,1
2023,Jesse Motlop,23,19/08/2023,Suns,Win 91-87,17,2,2
2023,Jordan Boyd,14,18/06/2023,Suns,Win 120-61,11,0,1
2022,Jordan Boyd,4,10/04/2022,Suns,Loss 62-92,12,0,0
2023,Alex Cincotta,23,19/08/2023,Suns,Win 91-87,9,0,0
2023,Alex Cincotta,14,18/06/2023,Suns,Win 120-61,11,0,1
2022,Zac Williams,4,10/04/2022,Suns,Loss 62-92,36,0,0
