Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,19,21/07/2023,Bulldogs,Loss 49-90,24,1,0
2022,Zach Merrett,7,01/05/2022,Bulldogs,Loss 71-103,36,0,0
2021,Zach Merrett,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,31,0,1
2021,Zach Merrett,21,08/08/2021,Bulldogs,Win 97-84,30,0,0
2023,Darcy Parish,19,21/07/2023,Bulldogs,Loss 49-90,24,0,0
2022,Darcy Parish,7,01/05/2022,Bulldogs,Loss 71-103,32,0,0
2021,Darcy Parish,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,35,1,1
2021,Darcy Parish,21,08/08/2021,Bulldogs,Win 97-84,28,1,0
2022,Will Setterfield,2,24/03/2022,Bulldogs,Win 102-90,23,0,0
2023,Mason Redman,19,21/07/2023,Bulldogs,Loss 49-90,28,0,0
2022,Mason Redman,7,01/05/2022,Bulldogs,Loss 71-103,29,0,1
2021,Mason Redman,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,18,0,0
2021,Mason Redman,21,08/08/2021,Bulldogs,Win 97-84,11,0,0
2023,Nic Martin,19,21/07/2023,Bulldogs,Loss 49-90,19,0,0
2022,Nic Martin,7,01/05/2022,Bulldogs,Loss 71-103,25,0,1
2023,Andrew McGrath,19,21/07/2023,Bulldogs,Loss 49-90,26,0,0
2022,Andrew McGrath,7,01/05/2022,Bulldogs,Loss 71-103,21,0,1
2021,Andrew McGrath,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,15,0,0
2023,Dyson Heppell,19,21/07/2023,Bulldogs,Loss 49-90,22,0,0
2022,Dyson Heppell,7,01/05/2022,Bulldogs,Loss 71-103,29,0,0
2021,Dyson Heppell,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,24,0,0
2023,Jordan Ridley,19,21/07/2023,Bulldogs,Loss 49-90,29,0,0
2022,Jordan Ridley,7,01/05/2022,Bulldogs,Loss 71-103,20,0,0
2021,Jordan Ridley,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,17,0,0
2021,Jordan Ridley,21,08/08/2021,Bulldogs,Win 97-84,17,0,0
2023,Ben Hobbs,19,21/07/2023,Bulldogs,Loss 49-90,12,0,0
2022,Ben Hobbs,7,01/05/2022,Bulldogs,Loss 71-103,10,0,0
2023,Jye Caldwell,19,21/07/2023,Bulldogs,Loss 49-90,13,0,0
2022,Jye Caldwell,7,01/05/2022,Bulldogs,Loss 71-103,20,0,1
2021,Jye Caldwell,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,14,0,0
2023,Jade Gresham,2,25/03/2023,Bulldogs,Win 92-41,18,2,0
2022,Jade Gresham,18,15/07/2022,Bulldogs,Loss 56-84,24,0,2
2023,Todd Goldstein,14,18/06/2023,Bulldogs,Loss 84-105,15,0,1
2022,Todd Goldstein,5,15/04/2022,Bulldogs,Loss 71-139,4,0,0
2021,Todd Goldstein,16,04/07/2021,Bulldogs,Loss 79-108,14,2,1
2021,Todd Goldstein,3,02/04/2021,Bulldogs,Loss 39-167,15,0,0
2023,Kyle Langford,19,21/07/2023,Bulldogs,Loss 49-90,14,2,2
2023,Nick Hind,19,21/07/2023,Bulldogs,Loss 49-90,8,0,0
2021,Nick Hind,21,08/08/2021,Bulldogs,Win 97-84,23,0,0
2022,Dylan Shiel,7,01/05/2022,Bulldogs,Loss 71-103,11,0,0
2021,Dylan Shiel,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,24,0,0
2021,Dylan Shiel,21,08/08/2021,Bulldogs,Win 97-84,19,0,0
2023,Jayden Laverde,19,21/07/2023,Bulldogs,Loss 49-90,27,0,0
2022,Jayden Laverde,7,01/05/2022,Bulldogs,Loss 71-103,12,0,0
2021,Jayden Laverde,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,12,0,0
2021,Jayden Laverde,21,08/08/2021,Bulldogs,Win 97-84,15,0,0
2023,Archie Perkins,19,21/07/2023,Bulldogs,Loss 49-90,8,0,0
2022,Archie Perkins,7,01/05/2022,Bulldogs,Loss 71-103,12,0,0
2021,Archie Perkins,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,6,0,0
2022,Sam Draper,7,01/05/2022,Bulldogs,Loss 71-103,16,1,2
2021,Sam Draper,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,18,0,2
2021,Sam Draper,21,08/08/2021,Bulldogs,Win 97-84,11,1,0
2023,Xavier Duursma,5,15/04/2023,Bulldogs,Win 70-56,11,1,0
2022,Xavier Duursma,8,06/05/2022,Bulldogs,Win 86-69,12,0,0
2021,Xavier Duursma,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,16,0,0
2021,Xavier Duursma,23,20/08/2021,Bulldogs,Win 66-64,18,0,0
2023,Sam Durham,19,21/07/2023,Bulldogs,Loss 49-90,15,0,0
2022,Sam Durham,7,01/05/2022,Bulldogs,Loss 71-103,17,0,0
2021,Sam Durham,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,17,0,0
2021,Sam Durham,21,08/08/2021,Bulldogs,Win 97-84,15,0,0
2023,Jake Stringer,19,21/07/2023,Bulldogs,Loss 49-90,8,0,1
2022,Jake Stringer,7,01/05/2022,Bulldogs,Loss 71-103,11,1,1
2021,Jake Stringer,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,9,2,1
2021,Jake Stringer,21,08/08/2021,Bulldogs,Win 97-84,13,0,0
2023,Jake Kelly,19,21/07/2023,Bulldogs,Loss 49-90,21,0,0
2022,Jake Kelly,7,01/05/2022,Bulldogs,Loss 71-103,15,0,0
2021,Jake Kelly,20,31/07/2021,Bulldogs,Loss 56-105,13,0,0
2023,Peter Wright,19,21/07/2023,Bulldogs,Loss 49-90,13,3,1
2022,Peter Wright,7,01/05/2022,Bulldogs,Loss 71-103,12,4,1
2021,Peter Wright,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,7,0,0
2021,Peter Wright,21,08/08/2021,Bulldogs,Win 97-84,10,7,0
2023,Nick Bryan,19,21/07/2023,Bulldogs,Loss 49-90,4,0,0
2023,Ben McKay,14,18/06/2023,Bulldogs,Loss 84-105,19,0,0
2022,Ben McKay,5,15/04/2022,Bulldogs,Loss 71-139,10,0,0
2021,Ben McKay,16,04/07/2021,Bulldogs,Loss 79-108,11,0,0
2021,Ben McKay,3,02/04/2021,Bulldogs,Loss 39-167,7,0,0
2023,Matt Guelfi,19,21/07/2023,Bulldogs,Loss 49-90,10,1,1
2022,Matt Guelfi,7,01/05/2022,Bulldogs,Loss 71-103,17,1,0
2021,Matt Guelfi,Elimination Final,29/08/2021,Bulldogs,Loss 36-85,18,0,0
2021,Matt Guelfi,21,08/08/2021,Bulldogs,Win 97-84,7,1,0
2022,Sam Weideman,19,23/07/2022,Bulldogs,Loss 100-110,10,3,0
2021,Sam Weideman,11,28/05/2021,Bulldogs,Win 87-59,6,2,1
2023,Nik Cox,19,21/07/2023,Bulldogs,Loss 49-90,13,0,1
2022,Nik Cox,7,01/05/2022,Bulldogs,Loss 71-103,7,0,0
2021,Nik Cox,21,08/08/2021,Bulldogs,Win 97-84,9,0,0
2022,Kaine Baldwin,7,01/05/2022,Bulldogs,Loss 71-103,5,1,0
2022,Zach Reid,7,01/05/2022,Bulldogs,Loss 71-103,8,0,0
