Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Josh Dunkley,Grand Final,30/09/2023,Magpies,Loss 86-90,21,0,1
2023,Josh Dunkley,23,18/08/2023,Magpies,Win 124-100,25,0,1
2023,Josh Dunkley,4,06/04/2023,Magpies,Win 116-83,25,0,0
2022,Josh Dunkley,9,13/05/2022,Magpies,Win 99-51,24,3,0
2021,Josh Dunkley,1,19/03/2021,Magpies,Win 69-53,30,0,1
2023,Lachie Neale,Grand Final,30/09/2023,Magpies,Loss 86-90,21,0,1
2023,Lachie Neale,23,18/08/2023,Magpies,Win 124-100,31,0,0
2023,Lachie Neale,4,06/04/2023,Magpies,Win 116-83,22,0,1
2022,Lachie Neale,5,14/04/2022,Magpies,Win 98-91,33,1,1
2021,Lachie Neale,22,14/08/2021,Magpies,Win 142-57,31,1,3
2021,Lachie Neale,3,01/04/2021,Magpies,Win 73-72,21,1,0
2023,Hugh McCluggage,Grand Final,30/09/2023,Magpies,Loss 86-90,21,2,0
2023,Hugh McCluggage,23,18/08/2023,Magpies,Win 124-100,20,0,1
2023,Hugh McCluggage,4,06/04/2023,Magpies,Win 116-83,22,0,0
2022,Hugh McCluggage,5,14/04/2022,Magpies,Win 98-91,27,0,1
2021,Hugh McCluggage,22,14/08/2021,Magpies,Win 142-57,30,1,0
2021,Hugh McCluggage,3,01/04/2021,Magpies,Win 73-72,28,1,1
2023,Dayne Zorko,Grand Final,30/09/2023,Magpies,Loss 86-90,17,0,0
2023,Dayne Zorko,23,18/08/2023,Magpies,Win 124-100,23,0,0
2023,Dayne Zorko,4,06/04/2023,Magpies,Win 116-83,16,1,0
2022,Dayne Zorko,5,14/04/2022,Magpies,Win 98-91,28,0,1
2021,Dayne Zorko,22,14/08/2021,Magpies,Win 142-57,27,0,1
2021,Dayne Zorko,3,01/04/2021,Magpies,Win 73-72,24,0,1
2023,Will Ashcroft,4,06/04/2023,Magpies,Win 116-83,26,0,0
2023,Oscar McInerney,Grand Final,30/09/2023,Magpies,Loss 86-90,13,0,0
2023,Oscar McInerney,23,18/08/2023,Magpies,Win 124-100,16,0,2
2023,Oscar McInerney,4,06/04/2023,Magpies,Win 116-83,18,0,0
2022,Oscar McInerney,5,14/04/2022,Magpies,Win 98-91,11,0,0
2021,Oscar McInerney,22,14/08/2021,Magpies,Win 142-57,16,0,0
2023,Joe Daniher,Grand Final,30/09/2023,Magpies,Loss 86-90,16,3,1
