Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,22,12/08/2023,Lions,Loss 93-99,24,0,0
2023,Jordan Dawson,11,28/05/2023,Lions,Win 95-78,32,0,0
2022,Jordan Dawson,9,14/05/2022,Lions,Loss 66-102,24,0,0
2021,Jordan Dawson,1,20/03/2021,Lions,Win 125-94,21,0,0
2023,Rory Laird,22,12/08/2023,Lions,Loss 93-99,34,0,2
2023,Rory Laird,11,28/05/2023,Lions,Win 95-78,27,0,0
2022,Rory Laird,9,14/05/2022,Lions,Loss 66-102,33,0,0
2021,Rory Laird,16,03/07/2021,Lions,Loss 59-111,37,0,0
2023,Matt Crouch,22,12/08/2023,Lions,Loss 93-99,33,0,0
2023,Reilly O'Brien,22,12/08/2023,Lions,Loss 93-99,9,0,0
2023,Reilly O'Brien,11,28/05/2023,Lions,Win 95-78,15,0,0
2021,Reilly O'Brien,16,03/07/2021,Lions,Loss 59-111,16,0,0
2023,Brodie Smith,22,12/08/2023,Lions,Loss 93-99,16,0,0
2022,Brodie Smith,9,14/05/2022,Lions,Loss 66-102,18,0,0
2021,Brodie Smith,16,03/07/2021,Lions,Loss 59-111,22,0,0
2023,Taylor Walker,22,12/08/2023,Lions,Loss 93-99,19,2,3
2023,Taylor Walker,11,28/05/2023,Lions,Win 95-78,9,3,0
2022,Taylor Walker,9,14/05/2022,Lions,Loss 66-102,12,1,4
2021,Taylor Walker,16,03/07/2021,Lions,Loss 59-111,6,1,0
2023,Ben Keays,22,12/08/2023,Lions,Loss 93-99,19,2,1
2023,Ben Keays,11,28/05/2023,Lions,Win 95-78,28,1,2
2022,Ben Keays,9,14/05/2022,Lions,Loss 66-102,27,0,0
2021,Ben Keays,16,03/07/2021,Lions,Loss 59-111,28,0,0
2023,Mitchell Hinge,22,12/08/2023,Lions,Loss 93-99,22,0,1
2022,Mitchell Hinge,9,14/05/2022,Lions,Loss 66-102,12,0,0
2023,Rory Sloane,22,12/08/2023,Lions,Loss 93-99,13,0,1
2023,Rory Sloane,11,28/05/2023,Lions,Win 95-78,14,0,0
2021,Rory Sloane,16,03/07/2021,Lions,Loss 59-111,18,1,0
2023,Izak Rankine,11,28/05/2023,Lions,Win 95-78,23,2,3
2022,Izak Rankine,19,23/07/2022,Lions,Loss 93-110,10,1,0
2022,Izak Rankine,6,24/04/2022,Lions,Loss 80-132,16,0,1
2021,Izak Rankine,19,24/07/2021,Lions,Loss 71-120,7,0,0
2021,Izak Rankine,9,15/05/2021,Lions,Loss 51-124,5,0,0
2023,Josh Rachele,22,12/08/2023,Lions,Loss 93-99,7,1,1
2023,Josh Rachele,11,28/05/2023,Lions,Win 95-78,15,1,0
2022,Josh Rachele,9,14/05/2022,Lions,Loss 66-102,8,1,1
2023,Wayne Milera,22,12/08/2023,Lions,Loss 93-99,28,0,0
2023,Wayne Milera,11,28/05/2023,Lions,Win 95-78,22,0,0
2023,Lachlan Sholl,11,28/05/2023,Lions,Win 95-78,20,0,0
2022,Lachlan Sholl,9,14/05/2022,Lions,Loss 66-102,21,0,0
2021,Lachlan Sholl,16,03/07/2021,Lions,Loss 59-111,28,0,0
2023,Jake Soligo,22,12/08/2023,Lions,Loss 93-99,20,0,1
2023,Jake Soligo,11,28/05/2023,Lions,Win 95-78,18,1,0
2022,Jake Soligo,9,14/05/2022,Lions,Loss 66-102,12,0,0
2023,Chayce Jones,11,28/05/2023,Lions,Win 95-78,17,0,0
2022,Chayce Jones,9,14/05/2022,Lions,Loss 66-102,11,0,0
2021,Chayce Jones,16,03/07/2021,Lions,Loss 59-111,11,0,0
2023,Lachlan Murphy,22,12/08/2023,Lions,Loss 93-99,12,0,0
2023,Lachlan Murphy,11,28/05/2023,Lions,Win 95-78,15,0,1
2023,Luke Nankervis,22,12/08/2023,Lions,Loss 93-99,14,0,0
2023,Darcy Fogarty,22,12/08/2023,Lions,Loss 93-99,10,0,1
2023,Darcy Fogarty,11,28/05/2023,Lions,Win 95-78,10,1,1
2022,Darcy Fogarty,9,14/05/2022,Lions,Loss 66-102,9,0,0
2023,Josh Worrell,22,12/08/2023,Lions,Loss 93-99,13,0,0
2023,Josh Worrell,11,28/05/2023,Lions,Win 95-78,19,0,0
2023,Luke Pedlar,22,12/08/2023,Lions,Loss 93-99,10,2,0
2023,Luke Pedlar,11,28/05/2023,Lions,Win 95-78,9,2,0
2021,Luke Pedlar,16,03/07/2021,Lions,Loss 59-111,13,0,0
2023,Riley Thilthorpe,22,12/08/2023,Lions,Loss 93-99,7,1,0
2023,Riley Thilthorpe,11,28/05/2023,Lions,Win 95-78,11,2,0
2021,Riley Thilthorpe,16,03/07/2021,Lions,Loss 59-111,9,1,1
2023,Max Michalanney,22,12/08/2023,Lions,Loss 93-99,11,0,0
2023,Max Michalanney,11,28/05/2023,Lions,Win 95-78,11,0,0
2023,Mark Keane,22,12/08/2023,Lions,Loss 93-99,12,0,0
2023,Harry Schoenberg,22,12/08/2023,Lions,Loss 93-99,21,1,0
2021,Harry Schoenberg,16,03/07/2021,Lions,Loss 59-111,16,1,0
2022,Sam Berry,9,14/05/2022,Lions,Loss 66-102,14,0,0
2021,Sam Berry,16,03/07/2021,Lions,Loss 59-111,14,0,0
2022,Elliott Himmelberg,9,14/05/2022,Lions,Loss 66-102,15,0,2
2023,Ned McHenry,11,28/05/2023,Lions,Win 95-78,15,1,0
2022,Ned McHenry,9,14/05/2022,Lions,Loss 66-102,14,2,0
2021,Ned McHenry,16,03/07/2021,Lions,Loss 59-111,12,0,0
2023,Patrick Parnell,11,28/05/2023,Lions,Win 95-78,0,0,0
2023,Nick Murray,11,28/05/2023,Lions,Win 95-78,11,0,0
2022,Nick Murray,9,14/05/2022,Lions,Loss 66-102,9,0,0
2021,Nick Murray,16,03/07/2021,Lions,Loss 59-111,5,0,0
2023,James Borlase,22,12/08/2023,Lions,Loss 93-99,3,0,0
2023,Jordon Butts,11,28/05/2023,Lions,Win 95-78,6,0,0
2021,Jordon Butts,16,03/07/2021,Lions,Loss 59-111,12,0,0
2022,Chris Burgess,6,24/04/2022,Lions,Loss 80-132,5,0,0
2021,Chris Burgess,19,24/07/2021,Lions,Loss 71-120,7,0,1
2021,Chris Burgess,9,15/05/2021,Lions,Loss 51-124,6,0,0
2022,Will Hamill,9,14/05/2022,Lions,Loss 66-102,13,0,0
2022,Kieran Strachan,9,14/05/2022,Lions,Loss 66-102,6,0,0
