Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,1,19/03/2023,Hawks,Win 124-65,29,0,1
2022,Zach Merrett,8,07/05/2022,Hawks,Win 108-81,28,1,0
2021,Zach Merrett,14,20/06/2021,Hawks,Win 86-73,27,0,0
2021,Zach Merrett,1,20/03/2021,Hawks,Loss 91-92,31,1,0
2023,Darcy Parish,1,19/03/2023,Hawks,Win 124-65,37,0,0
2022,Darcy Parish,8,07/05/2022,Hawks,Win 108-81,32,1,1
2021,Darcy Parish,14,20/06/2021,Hawks,Win 86-73,24,1,0
2021,Darcy Parish,1,20/03/2021,Hawks,Loss 91-92,18,1,1
2023,Will Setterfield,1,19/03/2023,Hawks,Win 124-65,25,1,0
2022,Will Setterfield,3,03/04/2022,Hawks,Win 74-73,18,0,0
2021,Will Setterfield,10,22/05/2021,Hawks,Win 86-63,21,0,2
2023,Mason Redman,1,19/03/2023,Hawks,Win 124-65,24,2,0
2022,Mason Redman,8,07/05/2022,Hawks,Win 108-81,27,0,0
2021,Mason Redman,14,20/06/2021,Hawks,Win 86-73,17,0,0
2021,Mason Redman,1,20/03/2021,Hawks,Loss 91-92,15,0,1
2023,Nic Martin,1,19/03/2023,Hawks,Win 124-65,21,0,0
2022,Nic Martin,8,07/05/2022,Hawks,Win 108-81,22,2,2
2023,Andrew McGrath,1,19/03/2023,Hawks,Win 124-65,25,0,0
2022,Andrew McGrath,8,07/05/2022,Hawks,Win 108-81,16,0,1
2021,Andrew McGrath,1,20/03/2021,Hawks,Loss 91-92,33,1,1
2023,Dyson Heppell,1,19/03/2023,Hawks,Win 124-65,16,1,0
2022,Dyson Heppell,8,07/05/2022,Hawks,Win 108-81,25,0,0
2021,Dyson Heppell,14,20/06/2021,Hawks,Win 86-73,24,0,1
2021,Dyson Heppell,1,20/03/2021,Hawks,Loss 91-92,25,0,0
2023,Jordan Ridley,1,19/03/2023,Hawks,Win 124-65,20,1,0
2021,Jordan Ridley,14,20/06/2021,Hawks,Win 86-73,25,0,0
2021,Jordan Ridley,1,20/03/2021,Hawks,Loss 91-92,21,0,0
2022,Ben Hobbs,8,07/05/2022,Hawks,Win 108-81,19,1,2
2023,Jye Caldwell,1,19/03/2023,Hawks,Win 124-65,16,1,0
2022,Jye Caldwell,8,07/05/2022,Hawks,Win 108-81,20,1,1
2021,Jye Caldwell,1,20/03/2021,Hawks,Loss 91-92,22,0,1
2023,Jade Gresham,20,30/07/2023,Hawks,Win 122-93,19,1,0
2023,Jade Gresham,11,27/05/2023,Hawks,Loss 78-88,15,0,1
2022,Jade Gresham,4,10/04/2022,Hawks,Win 142-73,20,4,0
2023,Todd Goldstein,3,01/04/2023,Hawks,Loss 61-80,18,0,0
2022,Todd Goldstein,19,23/07/2022,Hawks,Loss 75-121,11,0,0
2022,Todd Goldstein,1,20/03/2022,Hawks,Loss 58-78,13,2,0
2021,Todd Goldstein,9,15/05/2021,Hawks,Win 87-80,19,1,0
2023,Kyle Langford,1,19/03/2023,Hawks,Win 124-65,22,0,1
2021,Kyle Langford,14,20/06/2021,Hawks,Win 86-73,19,1,0
2021,Kyle Langford,1,20/03/2021,Hawks,Loss 91-92,19,0,0
2022,Nick Hind,8,07/05/2022,Hawks,Win 108-81,23,0,0
2021,Nick Hind,14,20/06/2021,Hawks,Win 86-73,25,1,0
2021,Nick Hind,1,20/03/2021,Hawks,Loss 91-92,25,0,0
2023,Dylan Shiel,1,19/03/2023,Hawks,Win 124-65,23,0,0
2022,Dylan Shiel,8,07/05/2022,Hawks,Win 108-81,15,0,1
2021,Dylan Shiel,1,20/03/2021,Hawks,Loss 91-92,17,2,0
2023,Jayden Laverde,1,19/03/2023,Hawks,Win 124-65,22,0,0
2022,Jayden Laverde,8,07/05/2022,Hawks,Win 108-81,13,0,0
2021,Jayden Laverde,14,20/06/2021,Hawks,Win 86-73,7,0,0
2021,Jayden Laverde,1,20/03/2021,Hawks,Loss 91-92,12,0,0
2023,Archie Perkins,1,19/03/2023,Hawks,Win 124-65,20,3,3
2022,Archie Perkins,8,07/05/2022,Hawks,Win 108-81,15,1,0
2021,Archie Perkins,14,20/06/2021,Hawks,Win 86-73,7,0,0
2023,Sam Draper,1,19/03/2023,Hawks,Win 124-65,8,2,0
2022,Sam Draper,8,07/05/2022,Hawks,Win 108-81,4,0,0
2021,Sam Draper,14,20/06/2021,Hawks,Win 86-73,15,0,0
2021,Sam Draper,1,20/03/2021,Hawks,Loss 91-92,10,1,1
2022,Xavier Duursma,2,26/03/2022,Hawks,Loss 56-120,17,0,0
2023,Sam Durham,1,19/03/2023,Hawks,Win 124-65,19,1,0
2021,Jake Stringer,14,20/06/2021,Hawks,Win 86-73,29,4,1
2023,Jake Kelly,1,19/03/2023,Hawks,Win 124-65,16,0,0
2021,Jake Kelly,19,24/07/2021,Hawks,Win 102-83,13,0,0
2021,Jake Kelly,6,25/04/2021,Hawks,Loss 99-102,12,0,0
2022,Peter Wright,8,07/05/2022,Hawks,Win 108-81,16,6,0
2021,Peter Wright,14,20/06/2021,Hawks,Win 86-73,5,0,0
2021,Peter Wright,1,20/03/2021,Hawks,Loss 91-92,16,1,0
2022,Nick Bryan,8,07/05/2022,Hawks,Win 108-81,6,0,1
2023,Ben McKay,18,16/07/2023,Hawks,Loss 40-88,11,0,0
2022,Ben McKay,19,23/07/2022,Hawks,Loss 75-121,17,0,0
2022,Ben McKay,1,20/03/2022,Hawks,Loss 58-78,0,0,0
2021,Ben McKay,9,15/05/2021,Hawks,Win 87-80,10,0,0
2021,Matt Guelfi,14,20/06/2021,Hawks,Win 86-73,13,1,0
2023,Sam Weideman,1,19/03/2023,Hawks,Win 124-65,11,2,1
2022,Sam Weideman,7,30/04/2022,Hawks,Win 91-81,8,1,0
2021,Nik Cox,14,20/06/2021,Hawks,Win 86-73,15,0,0
2021,Nik Cox,1,20/03/2021,Hawks,Loss 91-92,9,0,0
2023,Jye Menzie,1,19/03/2023,Hawks,Win 124-65,12,2,1
2023,Harrison Jones,1,19/03/2023,Hawks,Win 124-65,12,1,1
2021,Harrison Jones,14,20/06/2021,Hawks,Win 86-73,14,2,1
2021,Harrison Jones,1,20/03/2021,Hawks,Loss 91-92,13,0,3
2022,Kaine Baldwin,8,07/05/2022,Hawks,Win 108-81,8,1,1
2023,Alwyn Davey Jnr,1,19/03/2023,Hawks,Win 124-65,9,1,0
2022,Zach Reid,8,07/05/2022,Hawks,Win 108-81,9,0,0
