Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,James Sicily,1,19/03/2023,Bombers,Loss 65-124,30,0,1
2022,James Sicily,8,07/05/2022,Bombers,Loss 81-108,22,0,1
2023,Will Day,1,19/03/2023,Bombers,Loss 65-124,22,0,0
2022,Will Day,8,07/05/2022,Bombers,Loss 81-108,23,0,0
2021,Will Day,14,20/06/2021,Bombers,Loss 73-86,18,0,0
2021,Will Day,1,20/03/2021,Bombers,Win 92-91,28,0,0
2023,Jai Newcombe,1,19/03/2023,Bombers,Loss 65-124,19,0,0
2022,Jai Newcombe,8,07/05/2022,Bombers,Loss 81-108,28,0,0
2021,Jai Newcombe,14,20/06/2021,Bombers,Loss 73-86,6,0,0
2023,Dylan Moore,1,19/03/2023,Bombers,Loss 65-124,20,0,0
2022,Dylan Moore,8,07/05/2022,Bombers,Loss 81-108,20,1,1
2021,Dylan Moore,14,20/06/2021,Bombers,Loss 73-86,9,1,0
2021,Dylan Moore,1,20/03/2021,Bombers,Win 92-91,19,3,0
2023,Karl Amon,1,19/03/2023,Bombers,Loss 65-124,20,1,0
2022,Karl Amon,22,14/08/2022,Bombers,Win 146-62,19,1,1
2022,Karl Amon,11,29/05/2022,Bombers,Win 66-50,25,0,0
2021,Karl Amon,2,27/03/2021,Bombers,Win 119-65,20,1,1
2023,James Worpel,1,19/03/2023,Bombers,Loss 65-124,29,0,2
2022,James Worpel,8,07/05/2022,Bombers,Loss 81-108,15,0,1
2021,James Worpel,1,20/03/2021,Bombers,Win 92-91,17,0,0
2023,Conor Nash,1,19/03/2023,Bombers,Loss 65-124,12,0,0
2023,Blake Hardwick,1,19/03/2023,Bombers,Loss 65-124,17,2,0
2022,Blake Hardwick,8,07/05/2022,Bombers,Loss 81-108,10,0,0
2021,Blake Hardwick,14,20/06/2021,Bombers,Loss 73-86,21,0,0
2021,Blake Hardwick,1,20/03/2021,Bombers,Win 92-91,21,0,0
2023,Jarman Impey,1,19/03/2023,Bombers,Loss 65-124,18,0,0
2022,Jarman Impey,8,07/05/2022,Bombers,Loss 81-108,23,0,0
2021,Jarman Impey,14,20/06/2021,Bombers,Loss 73-86,25,0,0
2021,Jarman Impey,1,20/03/2021,Bombers,Win 92-91,20,0,0
2022,Harry Morrison,8,07/05/2022,Bombers,Loss 81-108,23,1,1
2021,Harry Morrison,1,20/03/2021,Bombers,Win 92-91,20,2,0
2023,Josh Ward,1,19/03/2023,Bombers,Loss 65-124,26,0,1
2022,Josh Ward,8,07/05/2022,Bombers,Loss 81-108,14,0,0
2023,Connor Macdonald,1,19/03/2023,Bombers,Loss 65-124,20,0,0
2022,Connor Macdonald,8,07/05/2022,Bombers,Loss 81-108,10,1,1
2022,Jack Scrimshaw,8,07/05/2022,Bombers,Loss 81-108,25,0,0
2021,Jack Scrimshaw,14,20/06/2021,Bombers,Loss 73-86,23,0,1
2023,Ned Reeves,1,19/03/2023,Bombers,Loss 65-124,6,0,0
2023,Chad Wingard,1,19/03/2023,Bombers,Loss 65-124,13,1,2
2021,Chad Wingard,14,20/06/2021,Bombers,Loss 73-86,22,1,2
2023,Luke Breust,1,19/03/2023,Bombers,Loss 65-124,11,3,1
2022,Luke Breust,8,07/05/2022,Bombers,Loss 81-108,8,1,0
2021,Luke Breust,14,20/06/2021,Bombers,Loss 73-86,14,3,1
2021,Luke Breust,1,20/03/2021,Bombers,Win 92-91,18,1,2
2023,Lloyd Meek,1,19/03/2023,Bombers,Loss 65-124,9,0,0
2023,Changkuoth Jiath,1,19/03/2023,Bombers,Loss 65-124,19,1,0
2021,Changkuoth Jiath,14,20/06/2021,Bombers,Loss 73-86,19,0,0
2021,Changkuoth Jiath,1,20/03/2021,Bombers,Win 92-91,22,0,1
2023,Jack Gunston,9,13/05/2023,Bombers,Win 87-45,7,0,0
2022,Jack Gunston,8,07/05/2022,Bombers,Loss 81-108,11,2,4
2023,Sam Frost,1,19/03/2023,Bombers,Loss 65-124,14,0,0
2022,Sam Frost,8,07/05/2022,Bombers,Loss 81-108,10,0,0
2021,Sam Frost,14,20/06/2021,Bombers,Loss 73-86,11,0,0
2021,Sam Frost,1,20/03/2021,Bombers,Win 92-91,17,0,0
2022,Mabior Chol,18,17/07/2022,Bombers,Loss 55-103,8,2,2
2021,Mabior Chol,12,05/06/2021,Bombers,Win 123-84,19,0,1
2023,Cam Mackenzie,1,19/03/2023,Bombers,Loss 65-124,18,0,0
2023,Jack Ginnivan,24,25/08/2023,Bombers,Win 101-31,17,3,0
2023,Jack Ginnivan,6,25/04/2023,Bombers,Win 90-77,12,2,2
2022,Jack Ginnivan,19,24/07/2022,Bombers,Win 80-76,5,0,0
2022,Jack Ginnivan,6,25/04/2022,Bombers,Win 93-82,12,5,0
2021,Jack Ginnivan,23,22/08/2021,Bombers,Loss 64-102,12,0,2
2023,Finn Maginness,1,19/03/2023,Bombers,Loss 65-124,12,0,0
2022,Finn Maginness,8,07/05/2022,Bombers,Loss 81-108,18,1,1
2022,Denver Grainger-Barras,8,07/05/2022,Bombers,Loss 81-108,6,0,0
2023,James Blanck,1,19/03/2023,Bombers,Loss 65-124,7,0,0
