Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Clayton Oliver,7,29/04/2023,Kangaroos,Win 139-49,37,0,0
2022,Clayton Oliver,10,21/05/2022,Kangaroos,Win 100-53,45,0,0
2021,Clayton Oliver,7,02/05/2021,Kangaroos,Win 103-73,25,1,0
2023,Christian Petracca,21,06/08/2023,Kangaroos,Win 103-71,27,2,3
2023,Christian Petracca,7,29/04/2023,Kangaroos,Win 139-49,35,3,1
2022,Christian Petracca,10,21/05/2022,Kangaroos,Win 100-53,30,0,1
2021,Christian Petracca,7,02/05/2021,Kangaroos,Win 103-73,23,0,1
2023,Jack Viney,21,06/08/2023,Kangaroos,Win 103-71,26,0,0
2023,Jack Viney,7,29/04/2023,Kangaroos,Win 139-49,22,1,0
2023,Max Gawn,21,06/08/2023,Kangaroos,Win 103-71,17,0,0
2023,Max Gawn,7,29/04/2023,Kangaroos,Win 139-49,14,0,1
2022,Max Gawn,10,21/05/2022,Kangaroos,Win 100-53,15,1,2
2021,Max Gawn,7,02/05/2021,Kangaroos,Win 103-73,13,0,1
2023,Lachie Hunter,21,06/08/2023,Kangaroos,Win 103-71,33,0,0
2023,Lachie Hunter,7,29/04/2023,Kangaroos,Win 139-49,20,0,0
2022,Lachie Hunter,5,15/04/2022,Kangaroos,Win 139-71,21,1,0
2021,Lachie Hunter,16,04/07/2021,Kangaroos,Win 108-79,19,0,0
2021,Lachie Hunter,3,02/04/2021,Kangaroos,Win 167-39,18,0,0
2023,Christian Salem,21,06/08/2023,Kangaroos,Win 103-71,23,0,0
2021,Christian Salem,7,02/05/2021,Kangaroos,Win 103-73,29,0,0
2023,Trent Rivers,21,06/08/2023,Kangaroos,Win 103-71,19,0,0
2023,Trent Rivers,7,29/04/2023,Kangaroos,Win 139-49,20,1,0
2022,Trent Rivers,10,21/05/2022,Kangaroos,Win 100-53,9,1,0
2021,Trent Rivers,7,02/05/2021,Kangaroos,Win 103-73,14,0,0
2023,Alex Neal-Bullen,21,06/08/2023,Kangaroos,Win 103-71,17,3,1
2023,Alex Neal-Bullen,7,29/04/2023,Kangaroos,Win 139-49,19,1,0
2022,Alex Neal-Bullen,10,21/05/2022,Kangaroos,Win 100-53,12,0,1
2021,Alex Neal-Bullen,7,02/05/2021,Kangaroos,Win 103-73,10,0,0
2023,Ed Langdon,21,06/08/2023,Kangaroos,Win 103-71,17,0,0
2023,Ed Langdon,7,29/04/2023,Kangaroos,Win 139-49,20,0,0
2022,Ed Langdon,10,21/05/2022,Kangaroos,Win 100-53,6,1,0
2021,Ed Langdon,7,02/05/2021,Kangaroos,Win 103-73,25,1,0
2023,Steven May,21,06/08/2023,Kangaroos,Win 103-71,14,0,0
2023,Steven May,7,29/04/2023,Kangaroos,Win 139-49,14,0,0
2022,Steven May,10,21/05/2022,Kangaroos,Win 100-53,14,0,0
2021,Steven May,7,02/05/2021,Kangaroos,Win 103-73,25,0,0
2023,Tom Sparrow,21,06/08/2023,Kangaroos,Win 103-71,19,0,1
2023,Tom Sparrow,7,29/04/2023,Kangaroos,Win 139-49,23,1,0
2022,Tom Sparrow,10,21/05/2022,Kangaroos,Win 100-53,20,1,0
2023,Kysaiah Pickett,21,06/08/2023,Kangaroos,Win 103-71,14,3,0
2023,Kysaiah Pickett,7,29/04/2023,Kangaroos,Win 139-49,16,3,0
2022,Kysaiah Pickett,10,21/05/2022,Kangaroos,Win 100-53,7,2,0
2021,Kysaiah Pickett,7,02/05/2021,Kangaroos,Win 103-73,17,3,2
2023,Bayley Fritsch,7,29/04/2023,Kangaroos,Win 139-49,13,4,0
2022,Bayley Fritsch,10,21/05/2022,Kangaroos,Win 100-53,12,3,2
2021,Bayley Fritsch,7,02/05/2021,Kangaroos,Win 103-73,14,6,1
2023,Jake Bowey,21,06/08/2023,Kangaroos,Win 103-71,17,0,0
2023,Jake Bowey,7,29/04/2023,Kangaroos,Win 139-49,18,1,0
2022,Jake Bowey,10,21/05/2022,Kangaroos,Win 100-53,12,0,0
2023,Jack Billings,19,23/07/2023,Kangaroos,Win 69-61,12,0,2
2021,Jack Billings,11,29/05/2021,Kangaroos,Win 88-68,19,2,1
2022,Shane McAdam,22,13/08/2022,Kangaroos,Win 103-74,11,2,0
2022,Shane McAdam,15,26/06/2022,Kangaroos,Win 115-58,8,1,1
2021,Shane McAdam,23,22/08/2021,Kangaroos,Win 98-54,14,3,0
2021,Shane McAdam,4,11/04/2021,Kangaroos,Win 109-68,7,3,0
2023,Kade Chandler,21,06/08/2023,Kangaroos,Win 103-71,16,3,0
2023,Kade Chandler,7,29/04/2023,Kangaroos,Win 139-49,21,3,0
2023,Jake Lever,21,06/08/2023,Kangaroos,Win 103-71,13,0,0
2023,Jake Lever,7,29/04/2023,Kangaroos,Win 139-49,11,0,0
2022,Jake Lever,10,21/05/2022,Kangaroos,Win 100-53,16,0,0
2021,Jake Lever,7,02/05/2021,Kangaroos,Win 103-73,17,0,0
2021,Adam Tomlinson,7,02/05/2021,Kangaroos,Win 103-73,0,0,0
2022,Tom McDonald,10,21/05/2022,Kangaroos,Win 100-53,11,3,2
2021,Tom McDonald,7,02/05/2021,Kangaroos,Win 103-73,15,0,0
2023,Harrison Petty,21,06/08/2023,Kangaroos,Win 103-71,6,2,0
2022,Harrison Petty,10,21/05/2022,Kangaroos,Win 100-53,6,0,0
