Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Clayton Oliver,1,18/03/2023,Bulldogs,Win 115-65,33,0,0
2022,Clayton Oliver,19,23/07/2022,Bulldogs,Loss 100-110,28,0,0
2022,Clayton Oliver,1,16/03/2022,Bulldogs,Win 97-71,32,0,0
2021,Clayton Oliver,Grand Final,25/09/2021,Bulldogs,Win 140-66,33,1,1
2021,Clayton Oliver,19,24/07/2021,Bulldogs,Loss 65-85,38,0,1
2021,Clayton Oliver,11,28/05/2021,Bulldogs,Win 87-59,33,0,0
2023,Christian Petracca,1,18/03/2023,Bulldogs,Win 115-65,30,0,2
2022,Christian Petracca,19,23/07/2022,Bulldogs,Loss 100-110,24,0,2
2022,Christian Petracca,1,16/03/2022,Bulldogs,Win 97-71,38,2,1
2021,Christian Petracca,Grand Final,25/09/2021,Bulldogs,Win 140-66,39,2,1
2021,Christian Petracca,19,24/07/2021,Bulldogs,Loss 65-85,31,1,0
2021,Christian Petracca,11,28/05/2021,Bulldogs,Win 87-59,24,1,0
2022,Jack Viney,19,23/07/2022,Bulldogs,Loss 100-110,24,0,0
2022,Jack Viney,1,16/03/2022,Bulldogs,Win 97-71,23,1,0
2021,Jack Viney,Grand Final,25/09/2021,Bulldogs,Win 140-66,25,0,0
2021,Jack Viney,19,24/07/2021,Bulldogs,Loss 65-85,19,1,1
2023,Max Gawn,1,18/03/2023,Bulldogs,Win 115-65,21,2,0
2022,Max Gawn,19,23/07/2022,Bulldogs,Loss 100-110,25,0,1
2022,Max Gawn,1,16/03/2022,Bulldogs,Win 97-71,14,1,0
2021,Max Gawn,Grand Final,25/09/2021,Bulldogs,Win 140-66,21,0,2
2021,Max Gawn,19,24/07/2021,Bulldogs,Loss 65-85,18,0,0
2021,Max Gawn,11,28/05/2021,Bulldogs,Win 87-59,21,1,1
2023,Lachie Hunter,1,18/03/2023,Bulldogs,Win 115-65,12,0,0
2022,Christian Salem,19,23/07/2022,Bulldogs,Loss 100-110,19,0,0
2022,Christian Salem,1,16/03/2022,Bulldogs,Win 97-71,3,0,0
2021,Christian Salem,Grand Final,25/09/2021,Bulldogs,Win 140-66,27,1,0
2021,Christian Salem,19,24/07/2021,Bulldogs,Loss 65-85,20,0,0
2021,Christian Salem,11,28/05/2021,Bulldogs,Win 87-59,18,0,0
2023,Trent Rivers,1,18/03/2023,Bulldogs,Win 115-65,24,0,0
2022,Trent Rivers,19,23/07/2022,Bulldogs,Loss 100-110,10,0,0
2021,Trent Rivers,Grand Final,25/09/2021,Bulldogs,Win 140-66,11,0,0
2021,Trent Rivers,19,24/07/2021,Bulldogs,Loss 65-85,14,0,0
2021,Trent Rivers,11,28/05/2021,Bulldogs,Win 87-59,19,0,0
2023,Alex Neal-Bullen,1,18/03/2023,Bulldogs,Win 115-65,17,1,0
2022,Alex Neal-Bullen,19,23/07/2022,Bulldogs,Loss 100-110,11,1,0
