Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Josh Dunkley,Qualifying Final,09/09/2023,Power,Win 123-75,21,0,0
2023,Josh Dunkley,1,18/03/2023,Power,Loss 72-126,19,0,0
2022,Josh Dunkley,8,06/05/2022,Power,Loss 69-86,15,1,0
2021,Josh Dunkley,Preliminary Final,11/09/2021,Power,Win 116-45,22,0,0
2021,Josh Dunkley,23,20/08/2021,Power,Loss 64-66,17,1,0
2023,Lachie Neale,Qualifying Final,09/09/2023,Power,Win 123-75,19,0,0
2023,Lachie Neale,1,18/03/2023,Power,Loss 72-126,20,0,0
2022,Lachie Neale,1,19/03/2022,Power,Win 80-69,31,0,0
2023,Hugh McCluggage,Qualifying Final,09/09/2023,Power,Win 123-75,26,1,0
2023,Hugh McCluggage,1,18/03/2023,Power,Loss 72-126,13,0,0
2022,Hugh McCluggage,1,19/03/2022,Power,Win 80-69,14,0,1
2021,Hugh McCluggage,7,01/05/2021,Power,Win 93-44,30,1,3
2023,Dayne Zorko,Qualifying Final,09/09/2023,Power,Win 123-75,15,1,0
2022,Dayne Zorko,1,19/03/2022,Power,Win 80-69,13,0,0
2021,Dayne Zorko,7,01/05/2021,Power,Win 93-44,19,1,0
2023,Will Ashcroft,1,18/03/2023,Power,Loss 72-126,13,1,0
2023,Oscar McInerney,Qualifying Final,09/09/2023,Power,Win 123-75,11,0,0
2023,Oscar McInerney,1,18/03/2023,Power,Loss 72-126,11,1,0
2022,Oscar McInerney,1,19/03/2022,Power,Win 80-69,13,1,1
2021,Oscar McInerney,7,01/05/2021,Power,Win 93-44,11,0,1
2023,Joe Daniher,Qualifying Final,09/09/2023,Power,Win 123-75,16,5,1
2023,Joe Daniher,1,18/03/2023,Power,Loss 72-126,10,1,0
2022,Joe Daniher,1,19/03/2022,Power,Win 80-69,11,4,3
2021,Joe Daniher,7,01/05/2021,Power,Win 93-44,17,2,0
2023,Jarrod Berry,Qualifying Final,09/09/2023,Power,Win 123-75,15,0,0
2023,Jarrod Berry,1,18/03/2023,Power,Loss 72-126,15,0,0
2022,Jarrod Berry,1,19/03/2022,Power,Win 80-69,18,0,0
2023,Zac Bailey,Qualifying Final,09/09/2023,Power,Win 123-75,10,1,1
