Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,Qualifying Final,09/09/2023,Lions,Loss 75-123,28,1,0
2023,Connor Rozee,1,18/03/2023,Lions,Win 126-72,23,1,0
2022,Connor Rozee,1,19/03/2022,Lions,Loss 69-80,5,1,1
2021,Connor Rozee,7,01/05/2021,Lions,Loss 44-93,23,0,0
2023,Zak Butters,Qualifying Final,09/09/2023,Lions,Loss 75-123,29,0,0
2023,Zak Butters,1,18/03/2023,Lions,Win 126-72,24,0,0
2022,Zak Butters,1,19/03/2022,Lions,Loss 69-80,27,0,0
2023,Dan Houston,Qualifying Final,09/09/2023,Lions,Loss 75-123,27,0,0
2023,Dan Houston,1,18/03/2023,Lions,Win 126-72,19,0,0
2022,Dan Houston,1,19/03/2022,Lions,Loss 69-80,36,2,2
2021,Dan Houston,7,01/05/2021,Lions,Loss 44-93,17,0,1
2023,Ollie Wines,Qualifying Final,09/09/2023,Lions,Loss 75-123,14,0,0
2023,Ollie Wines,1,18/03/2023,Lions,Win 126-72,29,1,1
2022,Ollie Wines,1,19/03/2022,Lions,Loss 69-80,29,0,1
2021,Ollie Wines,7,01/05/2021,Lions,Loss 44-93,37,1,1
2023,Willem Drew,Qualifying Final,09/09/2023,Lions,Loss 75-123,20,0,0
2023,Willem Drew,1,18/03/2023,Lions,Win 126-72,20,0,0
2022,Willem Drew,1,19/03/2022,Lions,Loss 69-80,15,1,0
2021,Willem Drew,7,01/05/2021,Lions,Loss 44-93,32,1,1
2023,Jeremy Finlayson,Qualifying Final,09/09/2023,Lions,Loss 75-123,6,0,1
2022,Jeremy Finlayson,1,19/03/2022,Lions,Loss 69-80,11,0,1
2021,Jeremy Finlayson,11,29/05/2021,Lions,Loss 65-129,8,1,1
2023,Charlie Dixon,1,18/03/2023,Lions,Win 126-72,14,3,3
2021,Charlie Dixon,7,01/05/2021,Lions,Loss 44-93,12,0,2
2023,Jason Horne-Francis,Qualifying Final,09/09/2023,Lions,Loss 75-123,14,0,0
2023,Jason Horne-Francis,1,18/03/2023,Lions,Win 126-72,25,1,1
2022,Jason Horne-Francis,3,02/04/2022,Lions,Loss 48-156,21,0,0
2023,Kane Farrell,Qualifying Final,09/09/2023,Lions,Loss 75-123,13,0,0
2023,Kane Farrell,1,18/03/2023,Lions,Win 126-72,21,0,0
2023,Ryan Burton,Qualifying Final,09/09/2023,Lions,Loss 75-123,13,0,0
2023,Ryan Burton,1,18/03/2023,Lions,Win 126-72,24,0,0
2022,Ryan Burton,1,19/03/2022,Lions,Loss 69-80,15,0,0
2021,Ryan Burton,7,01/05/2021,Lions,Loss 44-93,9,0,0
2023,Travis Boak,Qualifying Final,09/09/2023,Lions,Loss 75-123,5,0,0
2022,Travis Boak,1,19/03/2022,Lions,Loss 69-80,32,1,0
2023,Mitch Georgiades,1,18/03/2023,Lions,Win 126-72,13,1,3
2022,Mitch Georgiades,1,19/03/2022,Lions,Loss 69-80,7,1,1
2021,Mitch Georgiades,7,01/05/2021,Lions,Loss 44-93,8,0,0
2023,Sam Powell-Pepper,Qualifying Final,09/09/2023,Lions,Loss 75-123,19,2,2
2023,Sam Powell-Pepper,1,18/03/2023,Lions,Win 126-72,21,1,2
2022,Sam Powell-Pepper,1,19/03/2022,Lions,Loss 69-80,18,1,1
2021,Sam Powell-Pepper,7,01/05/2021,Lions,Loss 44-93,17,0,0
2023,Darcy Byrne-Jones,Qualifying Final,09/09/2023,Lions,Loss 75-123,8,1,0
2023,Darcy Byrne-Jones,1,18/03/2023,Lions,Win 126-72,27,0,0
2022,Darcy Byrne-Jones,1,19/03/2022,Lions,Loss 69-80,26,0,0
2021,Darcy Byrne-Jones,7,01/05/2021,Lions,Loss 44-93,11,0,0
2023,Todd Marshall,Qualifying Final,09/09/2023,Lions,Loss 75-123,8,2,1
2023,Todd Marshall,1,18/03/2023,Lions,Win 126-72,11,4,1
2022,Todd Marshall,1,19/03/2022,Lions,Loss 69-80,4,1,0
2021,Todd Marshall,7,01/05/2021,Lions,Loss 44-93,7,0,0
2023,Miles Bergman,Qualifying Final,09/09/2023,Lions,Loss 75-123,13,0,0
2023,Miles Bergman,1,18/03/2023,Lions,Win 126-72,23,0,2
2021,Miles Bergman,7,01/05/2021,Lions,Loss 44-93,19,1,1
2023,Dylan Williams,Qualifying Final,09/09/2023,Lions,Loss 75-123,6,0,0
2023,Willie Rioli,Qualifying Final,09/09/2023,Lions,Loss 75-123,10,1,0
2023,Willie Rioli,1,18/03/2023,Lions,Win 126-72,16,3,0
2023,Brandon Zerk-Thatcher,9,13/05/2023,Lions,Loss 45-87,16,0,0
2022,Brandon Zerk-Thatcher,17,10/07/2022,Lions,Win 100-90,21,0,0
2023,Aliir Aliir,Qualifying Final,09/09/2023,Lions,Loss 75-123,12,0,0
2023,Aliir Aliir,1,18/03/2023,Lions,Win 126-72,15,0,0
2022,Aliir Aliir,1,19/03/2022,Lions,Loss 69-80,13,0,0
2021,Aliir Aliir,7,01/05/2021,Lions,Loss 44-93,18,0,0
2022,Quinton Narkle,4,08/04/2022,Lions,Win 80-70,15,1,0
2023,Lachie Jones,Qualifying Final,09/09/2023,Lions,Loss 75-123,14,0,0
2023,Lachie Jones,1,18/03/2023,Lions,Win 126-72,12,3,0
2022,Lachie Jones,1,19/03/2022,Lions,Loss 69-80,12,0,0
2023,Trent McKenzie,Qualifying Final,09/09/2023,Lions,Loss 75-123,5,0,0
2023,Trent McKenzie,1,18/03/2023,Lions,Win 126-72,10,0,0
2022,Trent McKenzie,1,19/03/2022,Lions,Loss 69-80,12,0,0
2023,Jed McEntee,Qualifying Final,09/09/2023,Lions,Loss 75-123,11,0,1
2021,Esava Ratugolea,15,24/06/2021,Lions,Loss 50-94,8,0,0
2023,Francis Evans,1,18/03/2023,Lions,Win 126-72,2,0,0
2021,Francis Evans,2,26/03/2021,Lions,Win 81-80,7,2,1
2022,Jackson Mead,1,19/03/2022,Lions,Loss 69-80,10,0,0
2023,Ollie Lord,Qualifying Final,09/09/2023,Lions,Loss 75-123,7,4,1
2021,Tom Clurey,7,01/05/2021,Lions,Loss 44-93,13,0,0
2022,Jordon Sweet,16,30/06/2022,Lions,Loss 67-108,11,0,0
