Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,18,15/07/2023,Power,Win 122-72,26,0,0
2022,Sam Docherty,5,17/04/2022,Power,Win 94-91,21,0,0
2021,Sam Docherty,5,17/04/2021,Power,Loss 68-96,25,0,0
2023,Nic Newman,18,15/07/2023,Power,Win 122-72,23,1,0
2022,Nic Newman,5,17/04/2022,Power,Win 94-91,12,0,0
2021,Nic Newman,22,14/08/2021,Power,Loss 45-140,17,0,0
2023,Adam Cerra,18,15/07/2023,Power,Win 122-72,17,0,0
2022,Adam Cerra,5,17/04/2022,Power,Win 94-91,32,0,0
2021,Adam Cerra,11,30/05/2021,Power,Loss 69-115,27,0,1
2023,Sam Walsh,18,15/07/2023,Power,Win 122-72,23,0,0
2022,Sam Walsh,5,17/04/2022,Power,Win 94-91,38,0,0
2021,Sam Walsh,22,14/08/2021,Power,Loss 45-140,30,0,0
2021,Sam Walsh,5,17/04/2021,Power,Loss 68-96,29,1,0
2023,Patrick Cripps,18,15/07/2023,Power,Win 122-72,24,1,3
2021,Patrick Cripps,5,17/04/2021,Power,Loss 68-96,27,0,1
2023,Blake Acres,18,15/07/2023,Power,Win 122-72,24,0,0
2021,Blake Acres,11,30/05/2021,Power,Loss 69-115,16,0,0
2023,Charlie Curnow,18,15/07/2023,Power,Win 122-72,15,3,3
2022,Charlie Curnow,5,17/04/2022,Power,Win 94-91,15,5,1
2021,Charlie Curnow,22,14/08/2021,Power,Loss 45-140,14,0,2
2022,Matthew Kennedy,5,17/04/2022,Power,Win 94-91,20,0,0
2021,Matthew Kennedy,22,14/08/2021,Power,Loss 45-140,28,1,1
2021,Matthew Kennedy,5,17/04/2021,Power,Loss 68-96,12,0,0
2023,George Hewett,18,15/07/2023,Power,Win 122-72,19,0,0
2022,George Hewett,5,17/04/2022,Power,Win 94-91,33,0,0
2021,George Hewett,15,26/06/2021,Power,Loss 71-81,21,0,0
2023,Adam Saad,18,15/07/2023,Power,Win 122-72,13,0,0
2022,Adam Saad,5,17/04/2022,Power,Win 94-91,20,0,0
2021,Adam Saad,22,14/08/2021,Power,Loss 45-140,18,0,0
2021,Adam Saad,5,17/04/2021,Power,Loss 68-96,18,0,0
2023,Mitch McGovern,18,15/07/2023,Power,Win 122-72,21,0,1
2021,Mitch McGovern,22,14/08/2021,Power,Loss 45-140,12,1,2
2021,Mitch McGovern,5,17/04/2021,Power,Loss 68-96,13,1,1
2023,Jacob Weitering,18,15/07/2023,Power,Win 122-72,10,0,0
2022,Jacob Weitering,5,17/04/2022,Power,Win 94-91,13,0,0
2021,Jacob Weitering,22,14/08/2021,Power,Loss 45-140,10,0,0
2021,Jacob Weitering,5,17/04/2021,Power,Loss 68-96,14,0,0
2023,Brodie Kemp,18,15/07/2023,Power,Win 122-72,10,0,0
2021,Brodie Kemp,22,14/08/2021,Power,Loss 45-140,5,0,0
2023,Harry McKay,18,15/07/2023,Power,Win 122-72,2,0,1
2022,Harry McKay,5,17/04/2022,Power,Win 94-91,18,3,1
2021,Harry McKay,5,17/04/2021,Power,Loss 68-96,5,1,2
2023,Tom De Koning,18,15/07/2023,Power,Win 122-72,13,0,0
2021,Tom De Koning,22,14/08/2021,Power,Loss 45-140,15,0,1
2023,Jack Silvagni,18,15/07/2023,Power,Win 122-72,19,4,1
2022,Jack Silvagni,5,17/04/2022,Power,Win 94-91,13,1,2
2023,Matthew Cottrell,18,15/07/2023,Power,Win 122-72,10,2,0
2022,Matthew Cottrell,5,17/04/2022,Power,Win 94-91,22,0,0
2021,Matthew Cottrell,5,17/04/2021,Power,Loss 68-96,12,1,0
2023,Lachie Fogarty,18,15/07/2023,Power,Win 122-72,11,1,1
2021,Lachie Fogarty,5,17/04/2021,Power,Loss 68-96,16,1,0
2023,David Cuningham,18,15/07/2023,Power,Win 122-72,14,1,0
2022,Marc Pittonet,5,17/04/2022,Power,Win 94-91,13,0,0
2021,Marc Pittonet,5,17/04/2021,Power,Loss 68-96,10,1,0
2022,Lewis Young,5,17/04/2022,Power,Win 94-91,14,0,0
2021,Lewis Young,23,20/08/2021,Power,Loss 64-66,14,0,0
2023,Jack Martin,18,15/07/2023,Power,Win 122-72,9,1,1
2022,Jack Martin,5,17/04/2022,Power,Win 94-91,17,2,0
2022,Matthew Owies,5,17/04/2022,Power,Win 94-91,6,0,0
2023,Jesse Motlop,18,15/07/2023,Power,Win 122-72,10,4,0
2022,Corey Durdin,5,17/04/2022,Power,Win 94-91,8,1,0
2021,Corey Durdin,22,14/08/2021,Power,Loss 45-140,5,0,0
2023,Jordan Boyd,18,15/07/2023,Power,Win 122-72,12,0,1
2023,Alex Cincotta,18,15/07/2023,Power,Win 122-72,13,0,0
2022,Zac Williams,5,17/04/2022,Power,Win 94-91,24,0,0
2021,Zac Williams,5,17/04/2021,Power,Loss 68-96,22,0,2
