Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,10,20/05/2023,Kangaroos,Win 93-90,24,1,0
2022,Errol Gulden,21,07/08/2022,Kangaroos,Win 126-88,17,1,0
2022,Errol Gulden,4,09/04/2022,Kangaroos,Win 86-75,15,0,0
2021,Errol Gulden,22,14/08/2021,Kangaroos,Win 91-77,14,1,0
2023,Chad Warner,10,20/05/2023,Kangaroos,Win 93-90,31,1,0
2022,Chad Warner,21,07/08/2022,Kangaroos,Win 126-88,20,3,2
2022,Chad Warner,4,09/04/2022,Kangaroos,Win 86-75,19,1,2
2023,Luke Parker,10,20/05/2023,Kangaroos,Win 93-90,28,1,0
2022,Luke Parker,21,07/08/2022,Kangaroos,Win 126-88,29,0,0
2022,Luke Parker,4,09/04/2022,Kangaroos,Win 86-75,18,0,0
2021,Luke Parker,22,14/08/2021,Kangaroos,Win 91-77,25,1,0
2023,Jake Lloyd,10,20/05/2023,Kangaroos,Win 93-90,19,0,0
2022,Jake Lloyd,21,07/08/2022,Kangaroos,Win 126-88,20,0,0
2022,Jake Lloyd,4,09/04/2022,Kangaroos,Win 86-75,24,0,0
2022,Callum Mills,21,07/08/2022,Kangaroos,Win 126-88,23,0,1
2022,Callum Mills,4,09/04/2022,Kangaroos,Win 86-75,28,0,0
2023,Isaac Heeney,10,20/05/2023,Kangaroos,Win 93-90,15,1,1
2022,Isaac Heeney,21,07/08/2022,Kangaroos,Win 126-88,21,2,1
2022,Isaac Heeney,4,09/04/2022,Kangaroos,Win 86-75,17,2,0
2021,Isaac Heeney,22,14/08/2021,Kangaroos,Win 91-77,14,1,2
2023,James Rowbottom,10,20/05/2023,Kangaroos,Win 93-90,15,0,0
2022,James Rowbottom,21,07/08/2022,Kangaroos,Win 126-88,22,0,1
2022,James Rowbottom,4,09/04/2022,Kangaroos,Win 86-75,17,0,0
2021,James Rowbottom,22,14/08/2021,Kangaroos,Win 91-77,17,0,0
2023,Taylor Adams,11,28/05/2023,Kangaroos,Win 105-70,15,1,0
2022,Taylor Adams,17,09/07/2022,Kangaroos,Win 88-81,28,0,0
2023,Peter Ladhams,10,20/05/2023,Kangaroos,Win 93-90,6,2,0
2022,Peter Ladhams,4,09/04/2022,Kangaroos,Win 86-75,12,0,0
2021,Peter Ladhams,1,21/03/2021,Kangaroos,Win 117-65,15,0,0
2023,Brodie Grundy,7,29/04/2023,Kangaroos,Win 139-49,18,2,0
2021,Brodie Grundy,8,08/05/2021,Kangaroos,Win 94-76,25,0,1
2023,Nick Blakey,10,20/05/2023,Kangaroos,Win 93-90,19,0,0
2022,Nick Blakey,21,07/08/2022,Kangaroos,Win 126-88,21,0,1
2022,Nick Blakey,4,09/04/2022,Kangaroos,Win 86-75,15,0,0
2021,Nick Blakey,22,14/08/2021,Kangaroos,Win 91-77,20,0,0
2023,Oliver Florent,10,20/05/2023,Kangaroos,Win 93-90,22,0,0
2022,Oliver Florent,21,07/08/2022,Kangaroos,Win 126-88,17,0,0
