Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,13,11/06/2023,Blues,Win 86-52,18,1,1
2022,Zach Merrett,13,10/06/2022,Blues,Loss 54-80,26,0,1
2021,Zach Merrett,7,02/05/2021,Blues,Loss 107-123,25,0,0
2022,Darcy Parish,13,10/06/2022,Blues,Loss 54-80,10,0,0
2021,Darcy Parish,7,02/05/2021,Blues,Loss 107-123,26,0,0
2023,Mason Redman,13,11/06/2023,Blues,Win 86-52,23,0,0
2022,Mason Redman,13,10/06/2022,Blues,Loss 54-80,17,0,1
2021,Mason Redman,7,02/05/2021,Blues,Loss 107-123,10,0,0
2023,Nic Martin,13,11/06/2023,Blues,Win 86-52,30,0,1
2022,Nic Martin,13,10/06/2022,Blues,Loss 54-80,13,0,0
2023,Andrew McGrath,13,11/06/2023,Blues,Win 86-52,21,0,0
2021,Andrew McGrath,7,02/05/2021,Blues,Loss 107-123,29,0,0
2023,Dyson Heppell,13,11/06/2023,Blues,Win 86-52,23,0,0
2022,Dyson Heppell,13,10/06/2022,Blues,Loss 54-80,24,1,1
2021,Dyson Heppell,7,02/05/2021,Blues,Loss 107-123,23,0,0
2023,Jordan Ridley,13,11/06/2023,Blues,Win 86-52,20,0,0
2022,Jordan Ridley,13,10/06/2022,Blues,Loss 54-80,14,0,0
2021,Jordan Ridley,7,02/05/2021,Blues,Loss 107-123,18,0,0
2023,Ben Hobbs,13,11/06/2023,Blues,Win 86-52,24,0,0
2022,Ben Hobbs,13,10/06/2022,Blues,Loss 54-80,17,1,0
2023,Jye Caldwell,13,11/06/2023,Blues,Win 86-52,25,1,0
2022,Jye Caldwell,13,10/06/2022,Blues,Loss 54-80,18,0,0
2023,Jade Gresham,21,06/08/2023,Blues,Loss 54-73,17,0,1
2023,Jade Gresham,6,23/04/2023,Blues,Win 82-60,20,1,1
2022,Jade Gresham,16,01/07/2022,Blues,Win 93-78,29,0,2
2023,Todd Goldstein,4,07/04/2023,Blues,Loss 84-107,16,0,0
2022,Todd Goldstein,7,30/04/2022,Blues,Loss 64-114,18,0,0
2021,Todd Goldstein,19,24/07/2021,Blues,Win 116-77,15,1,0
2023,Kyle Langford,13,11/06/2023,Blues,Win 86-52,11,1,1
2021,Kyle Langford,7,02/05/2021,Blues,Loss 107-123,19,0,1
2023,Nick Hind,13,11/06/2023,Blues,Win 86-52,21,0,0
2022,Nick Hind,13,10/06/2022,Blues,Loss 54-80,22,0,0
2021,Nick Hind,7,02/05/2021,Blues,Loss 107-123,21,0,1
2022,Dylan Shiel,13,10/06/2022,Blues,Loss 54-80,27,1,0
2023,Jayden Laverde,13,11/06/2023,Blues,Win 86-52,12,0,0
2022,Jayden Laverde,13,10/06/2022,Blues,Loss 54-80,10,0,0
2021,Jayden Laverde,7,02/05/2021,Blues,Loss 107-123,17,0,0
2023,Archie Perkins,13,11/06/2023,Blues,Win 86-52,18,0,0
2022,Archie Perkins,13,10/06/2022,Blues,Loss 54-80,18,0,1
2021,Archie Perkins,7,02/05/2021,Blues,Loss 107-123,18,0,2
2023,Sam Draper,13,11/06/2023,Blues,Win 86-52,7,0,0
2022,Sam Draper,13,10/06/2022,Blues,Loss 54-80,11,2,0
2023,Xavier Duursma,18,15/07/2023,Blues,Loss 72-122,22,0,0
2021,Xavier Duursma,22,14/08/2021,Blues,Win 140-45,16,0,2
2023,Sam Durham,13,11/06/2023,Blues,Win 86-52,17,0,0
2022,Sam Durham,13,10/06/2022,Blues,Loss 54-80,8,0,0
2023,Jake Stringer,13,11/06/2023,Blues,Win 86-52,18,0,2
2022,Jake Stringer,13,10/06/2022,Blues,Loss 54-80,9,0,1
2021,Jake Stringer,7,02/05/2021,Blues,Loss 107-123,18,3,2
2022,Jake Kelly,13,10/06/2022,Blues,Loss 54-80,14,0,0
2021,Jake Kelly,15,27/06/2021,Blues,Loss 73-83,20,0,0
2023,Peter Wright,13,11/06/2023,Blues,Win 86-52,8,5,0
2022,Peter Wright,13,10/06/2022,Blues,Loss 54-80,13,0,2
2021,Peter Wright,7,02/05/2021,Blues,Loss 107-123,15,0,1
2021,Nick Bryan,7,02/05/2021,Blues,Loss 107-123,12,0,0
2021,Ben McKay,19,24/07/2021,Blues,Win 116-77,9,0,0
2023,Matt Guelfi,13,11/06/2023,Blues,Win 86-52,14,1,0
2022,Matt Guelfi,13,10/06/2022,Blues,Loss 54-80,11,0,1
2021,Matt Guelfi,7,02/05/2021,Blues,Loss 107-123,13,0,0
2023,Sam Weideman,13,11/06/2023,Blues,Win 86-52,14,0,2
2021,Sam Weideman,9,16/05/2021,Blues,Win 94-68,13,0,1
2021,Nik Cox,7,02/05/2021,Blues,Loss 107-123,14,0,0
2023,Jye Menzie,13,11/06/2023,Blues,Win 86-52,12,2,0
2022,Harrison Jones,13,10/06/2022,Blues,Loss 54-80,10,2,1
2021,Harrison Jones,7,02/05/2021,Blues,Loss 107-123,10,3,0
2022,Zach Reid,13,10/06/2022,Blues,Loss 54-80,4,0,0
