Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,13,11/06/2023,Bombers,Loss 52-86,27,0,1
2022,Sam Docherty,13,10/06/2022,Bombers,Win 80-54,33,0,0
2021,Sam Docherty,7,02/05/2021,Bombers,Win 123-107,19,0,0
2022,Nic Newman,13,10/06/2022,Bombers,Win 80-54,29,0,0
2023,Adam Cerra,13,11/06/2023,Bombers,Loss 52-86,31,0,0
2022,Adam Cerra,13,10/06/2022,Bombers,Win 80-54,2,0,0
2021,Adam Cerra,9,16/05/2021,Bombers,Loss 61-68,28,1,0
2023,Sam Walsh,13,11/06/2023,Bombers,Loss 52-86,35,0,0
2022,Sam Walsh,13,10/06/2022,Bombers,Win 80-54,29,0,0
2021,Sam Walsh,7,02/05/2021,Bombers,Win 123-107,33,1,1
2023,Patrick Cripps,13,11/06/2023,Bombers,Loss 52-86,19,0,0
2022,Patrick Cripps,13,10/06/2022,Bombers,Win 80-54,28,1,0
2021,Patrick Cripps,7,02/05/2021,Bombers,Win 123-107,24,1,1
2023,Blake Acres,13,11/06/2023,Bombers,Loss 52-86,21,0,0
2022,Blake Acres,5,17/04/2022,Bombers,Win 107-59,21,0,0
2021,Blake Acres,9,16/05/2021,Bombers,Loss 61-68,18,0,0
2023,Charlie Curnow,13,11/06/2023,Bombers,Loss 52-86,17,2,4
2022,Charlie Curnow,13,10/06/2022,Bombers,Win 80-54,11,2,1
2023,Matthew Kennedy,13,11/06/2023,Bombers,Loss 52-86,21,0,0
2022,Matthew Kennedy,13,10/06/2022,Bombers,Win 80-54,24,0,0
2022,George Hewett,13,10/06/2022,Bombers,Win 80-54,28,0,0
2021,George Hewett,20,01/08/2021,Bombers,Win 109-102,22,0,0
2021,George Hewett,4,08/04/2021,Bombers,Win 83-80,11,0,0
2023,Adam Saad,13,11/06/2023,Bombers,Loss 52-86,22,0,0
2022,Adam Saad,13,10/06/2022,Bombers,Win 80-54,19,0,0
2021,Adam Saad,7,02/05/2021,Bombers,Win 123-107,21,1,0
2023,Mitch McGovern,13,11/06/2023,Bombers,Loss 52-86,16,0,0
2021,Mitch McGovern,7,02/05/2021,Bombers,Win 123-107,9,1,0
2023,Jacob Weitering,13,11/06/2023,Bombers,Loss 52-86,15,0,0
2021,Jacob Weitering,7,02/05/2021,Bombers,Win 123-107,19,0,0
2023,Brodie Kemp,13,11/06/2023,Bombers,Loss 52-86,17,0,0
2023,Harry McKay,13,11/06/2023,Bombers,Loss 52-86,14,1,0
2022,Harry McKay,13,10/06/2022,Bombers,Win 80-54,15,3,1
2021,Harry McKay,7,02/05/2021,Bombers,Win 123-107,12,4,2
2023,Tom De Koning,13,11/06/2023,Bombers,Loss 52-86,12,0,0
2022,Tom De Koning,13,10/06/2022,Bombers,Win 80-54,10,0,0
2023,Jack Silvagni,13,11/06/2023,Bombers,Loss 52-86,14,0,1
2022,Jack Silvagni,13,10/06/2022,Bombers,Win 80-54,16,1,1
2023,Matthew Cottrell,13,11/06/2023,Bombers,Loss 52-86,15,0,0
2022,Matthew Cottrell,13,10/06/2022,Bombers,Win 80-54,16,1,0
2021,Matthew Cottrell,7,02/05/2021,Bombers,Win 123-107,16,0,0
2021,Lachie Fogarty,7,02/05/2021,Bombers,Win 123-107,14,2,0
2021,David Cuningham,7,02/05/2021,Bombers,Win 123-107,25,2,1
2021,Marc Pittonet,7,02/05/2021,Bombers,Win 123-107,15,0,0
2023,Lewis Young,13,11/06/2023,Bombers,Loss 52-86,8,0,0
2022,Lewis Young,13,10/06/2022,Bombers,Win 80-54,18,0,0
2021,Lewis Young,Elimination Final,29/08/2021,Bombers,Win 85-36,8,0,0
2022,Caleb Marchbank,13,10/06/2022,Bombers,Win 80-54,8,0,0
2023,Jack Martin,13,11/06/2023,Bombers,Loss 52-86,8,1,2
2022,Jack Martin,13,10/06/2022,Bombers,Win 80-54,9,1,0
2023,Elijah Hollands,2,26/03/2023,Bombers,Loss 80-108,10,1,0
2023,Matthew Owies,13,11/06/2023,Bombers,Loss 52-86,10,1,1
2022,Matthew Owies,13,10/06/2022,Bombers,Win 80-54,7,2,0
2021,Matthew Owies,7,02/05/2021,Bombers,Win 123-107,7,3,0
2023,Jesse Motlop,13,11/06/2023,Bombers,Loss 52-86,14,0,2
2022,Corey Durdin,13,10/06/2022,Bombers,Win 80-54,6,0,2
2023,Jordan Boyd,13,11/06/2023,Bombers,Loss 52-86,14,0,0
2022,Jordan Boyd,13,10/06/2022,Bombers,Win 80-54,6,0,0
2023,Alex Cincotta,13,11/06/2023,Bombers,Loss 52-86,18,1,0
2021,Orazio Fantasia,2,27/03/2021,Bombers,Win 119-65,17,2,3
