Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,16,01/07/2023,Kangaroos,Win 138-72,28,0,0
2022,Jordan Dawson,22,13/08/2022,Kangaroos,Win 103-74,33,0,1
2022,Jordan Dawson,15,26/06/2022,Kangaroos,Win 115-58,29,0,0
2021,Jordan Dawson,22,14/08/2021,Kangaroos,Win 91-77,19,1,0
2023,Rory Laird,16,01/07/2023,Kangaroos,Win 138-72,24,0,0
2022,Rory Laird,22,13/08/2022,Kangaroos,Win 103-74,25,0,2
2022,Rory Laird,15,26/06/2022,Kangaroos,Win 115-58,34,0,0
2021,Rory Laird,23,22/08/2021,Kangaroos,Win 98-54,40,0,0
2021,Rory Laird,4,11/04/2021,Kangaroos,Win 109-68,31,0,0
2023,Reilly O'Brien,16,01/07/2023,Kangaroos,Win 138-72,15,2,1
2022,Reilly O'Brien,22,13/08/2022,Kangaroos,Win 103-74,9,0,0
2022,Reilly O'Brien,15,26/06/2022,Kangaroos,Win 115-58,12,1,0
2021,Reilly O'Brien,4,11/04/2021,Kangaroos,Win 109-68,24,1,0
2023,Brodie Smith,16,01/07/2023,Kangaroos,Win 138-72,24,0,0
2022,Brodie Smith,22,13/08/2022,Kangaroos,Win 103-74,19,0,3
2022,Brodie Smith,15,26/06/2022,Kangaroos,Win 115-58,21,1,0
2021,Brodie Smith,23,22/08/2021,Kangaroos,Win 98-54,25,0,1
2021,Brodie Smith,4,11/04/2021,Kangaroos,Win 109-68,22,0,1
2023,Taylor Walker,16,01/07/2023,Kangaroos,Win 138-72,16,3,3
2022,Taylor Walker,22,13/08/2022,Kangaroos,Win 103-74,16,3,0
2022,Taylor Walker,15,26/06/2022,Kangaroos,Win 115-58,12,6,2
2021,Taylor Walker,4,11/04/2021,Kangaroos,Win 109-68,17,3,2
2023,Ben Keays,16,01/07/2023,Kangaroos,Win 138-72,29,2,2
2022,Ben Keays,22,13/08/2022,Kangaroos,Win 103-74,19,0,1
2022,Ben Keays,15,26/06/2022,Kangaroos,Win 115-58,30,1,0
2021,Ben Keays,23,22/08/2021,Kangaroos,Win 98-54,38,2,0
2021,Ben Keays,4,11/04/2021,Kangaroos,Win 109-68,24,0,0
2023,Mitchell Hinge,16,01/07/2023,Kangaroos,Win 138-72,26,0,1
2022,Mitchell Hinge,22,13/08/2022,Kangaroos,Win 103-74,15,0,1
2022,Mitchell Hinge,15,26/06/2022,Kangaroos,Win 115-58,13,0,0
2023,Rory Sloane,16,01/07/2023,Kangaroos,Win 138-72,30,0,0
2021,Rory Sloane,23,22/08/2021,Kangaroos,Win 98-54,27,0,0
2023,Izak Rankine,16,01/07/2023,Kangaroos,Win 138-72,17,5,0
2022,Izak Rankine,12,04/06/2022,Kangaroos,Win 109-47,16,2,3
2021,Izak Rankine,15,26/06/2021,Kangaroos,Loss 63-72,7,0,1
2021,Izak Rankine,2,27/03/2021,Kangaroos,Win 98-39,16,3,2
2023,Josh Rachele,16,01/07/2023,Kangaroos,Win 138-72,23,0,2
2022,Josh Rachele,15,26/06/2022,Kangaroos,Win 115-58,6,0,1
2023,Wayne Milera,16,01/07/2023,Kangaroos,Win 138-72,18,0,0
2022,Wayne Milera,15,26/06/2022,Kangaroos,Win 115-58,11,0,0
2023,Lachlan Sholl,16,01/07/2023,Kangaroos,Win 138-72,21,0,2
2021,Lachlan Sholl,4,11/04/2021,Kangaroos,Win 109-68,31,1,2
2023,Jake Soligo,16,01/07/2023,Kangaroos,Win 138-72,16,0,0
2022,Jake Soligo,22,13/08/2022,Kangaroos,Win 103-74,22,0,0
2022,Jake Soligo,15,26/06/2022,Kangaroos,Win 115-58,12,1,0
2023,Chayce Jones,16,01/07/2023,Kangaroos,Win 138-72,16,0,0
2022,Chayce Jones,22,13/08/2022,Kangaroos,Win 103-74,15,0,0
