Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Stewart,24,26/08/2023,Bulldogs,Loss 79-104,29,0,0
2023,Tom Stewart,12,03/06/2023,Bulldogs,Win 97-75,27,1,0
2022,Tom Stewart,20,30/07/2022,Bulldogs,Win 94-66,22,0,0
2022,Tom Stewart,12,03/06/2022,Bulldogs,Win 83-70,9,0,0
2021,Tom Stewart,14,18/06/2021,Bulldogs,Win 83-78,27,0,0
2022,Mitch Duncan,20,30/07/2022,Bulldogs,Win 94-66,23,0,0
2022,Mitch Duncan,12,03/06/2022,Bulldogs,Win 83-70,29,1,1
2021,Mitch Duncan,14,18/06/2021,Bulldogs,Win 83-78,2,0,0
2022,Cameron Guthrie,20,30/07/2022,Bulldogs,Win 94-66,25,2,2
2022,Cameron Guthrie,12,03/06/2022,Bulldogs,Win 83-70,24,0,0
2021,Cameron Guthrie,14,18/06/2021,Bulldogs,Win 83-78,22,0,0
2023,Jeremy Cameron,12,03/06/2023,Bulldogs,Win 97-75,21,2,1
2022,Jeremy Cameron,20,30/07/2022,Bulldogs,Win 94-66,18,2,1
2022,Jeremy Cameron,12,03/06/2022,Bulldogs,Win 83-70,18,6,1
2021,Jeremy Cameron,14,18/06/2021,Bulldogs,Win 83-78,15,2,2
2023,Mark Blicavs,12,03/06/2023,Bulldogs,Win 97-75,17,1,1
2022,Mark Blicavs,20,30/07/2022,Bulldogs,Win 94-66,13,0,0
2022,Mark Blicavs,12,03/06/2022,Bulldogs,Win 83-70,12,0,0
2021,Mark Blicavs,14,18/06/2021,Bulldogs,Win 83-78,19,0,0
2023,Patrick Dangerfield,24,26/08/2023,Bulldogs,Loss 79-104,18,1,1
2022,Patrick Dangerfield,20,30/07/2022,Bulldogs,Win 94-66,26,1,0
2021,Patrick Dangerfield,14,18/06/2021,Bulldogs,Win 83-78,26,0,3
2023,Tom Atkins,24,26/08/2023,Bulldogs,Loss 79-104,19,1,0
2023,Tom Atkins,12,03/06/2023,Bulldogs,Win 97-75,19,0,0
2022,Tom Atkins,20,30/07/2022,Bulldogs,Win 94-66,15,0,0
2022,Tom Atkins,12,03/06/2022,Bulldogs,Win 83-70,20,1,0
2021,Tom Atkins,14,18/06/2021,Bulldogs,Win 83-78,19,0,0
2023,Max Holmes,24,26/08/2023,Bulldogs,Loss 79-104,22,0,1
2022,Max Holmes,20,30/07/2022,Bulldogs,Win 94-66,18,0,0
2023,Gryan Miers,24,26/08/2023,Bulldogs,Loss 79-104,19,1,0
2023,Gryan Miers,12,03/06/2023,Bulldogs,Win 97-75,20,1,0
2022,Gryan Miers,20,30/07/2022,Bulldogs,Win 94-66,14,1,1
2022,Gryan Miers,12,03/06/2022,Bulldogs,Win 83-70,15,0,0
2023,Rhys Stanley,24,26/08/2023,Bulldogs,Loss 79-104,13,0,1
2022,Rhys Stanley,12,03/06/2022,Bulldogs,Win 83-70,16,0,0
2023,Tanner Bruhn,12,03/06/2023,Bulldogs,Win 97-75,15,1,0
2022,Tanner Bruhn,22,13/08/2022,Bulldogs,Loss 57-62,12,0,2
2022,Tanner Bruhn,14,18/06/2022,Bulldogs,Loss 105-125,10,0,0
2021,Tanner Bruhn,6,23/04/2021,Bulldogs,Loss 65-104,5,0,1
2023,Zach Guthrie,24,26/08/2023,Bulldogs,Loss 79-104,17,0,0
2023,Zach Guthrie,12,03/06/2023,Bulldogs,Win 97-75,16,0,0
2022,Zach Guthrie,20,30/07/2022,Bulldogs,Win 94-66,21,0,0
2022,Zach Guthrie,12,03/06/2022,Bulldogs,Win 83-70,19,0,0
2023,Zach Tuohy,12,03/06/2023,Bulldogs,Win 97-75,20,1,0
2022,Zach Tuohy,12,03/06/2022,Bulldogs,Win 83-70,19,0,0
2021,Zach Tuohy,14,18/06/2021,Bulldogs,Win 83-78,27,0,0
2023,Tom Hawkins,12,03/06/2023,Bulldogs,Win 97-75,10,2,2
2022,Tom Hawkins,20,30/07/2022,Bulldogs,Win 94-66,10,2,3
2022,Tom Hawkins,12,03/06/2022,Bulldogs,Win 83-70,15,2,2
2021,Tom Hawkins,14,18/06/2021,Bulldogs,Win 83-78,13,1,0
2023,Mark O'Connor,24,26/08/2023,Bulldogs,Loss 79-104,20,0,0
2023,Mark O'Connor,12,03/06/2023,Bulldogs,Win 97-75,10,0,0
2022,Mark O'Connor,20,30/07/2022,Bulldogs,Win 94-66,10,0,0
2022,Mark O'Connor,12,03/06/2022,Bulldogs,Win 83-70,10,0,0
2021,Mark O'Connor,14,18/06/2021,Bulldogs,Win 83-78,11,0,0
2023,Jack Bowes,24,26/08/2023,Bulldogs,Loss 79-104,25,0,0
