Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim English,24,26/08/2023,Cats,Win 104-79,18,2,0
2023,Tim English,12,03/06/2023,Cats,Loss 75-97,27,0,1
2022,Tim English,20,30/07/2022,Cats,Loss 66-94,11,1,0
2022,Tim English,12,03/06/2022,Cats,Loss 70-83,20,1,1
2021,Tim English,14,18/06/2021,Cats,Loss 78-83,8,0,0
2023,Marcus Bontempelli,24,26/08/2023,Cats,Win 104-79,31,0,0
2023,Marcus Bontempelli,12,03/06/2023,Cats,Loss 75-97,23,0,2
2022,Marcus Bontempelli,20,30/07/2022,Cats,Loss 66-94,23,0,0
2022,Marcus Bontempelli,12,03/06/2022,Cats,Loss 70-83,23,1,0
2021,Marcus Bontempelli,14,18/06/2021,Cats,Loss 78-83,30,1,2
2023,Adam Treloar,24,26/08/2023,Cats,Win 104-79,33,2,0
2023,Adam Treloar,12,03/06/2023,Cats,Loss 75-97,31,1,0
2022,Adam Treloar,12,03/06/2022,Cats,Loss 70-83,27,0,0
2023,Tom Liberatore,24,26/08/2023,Cats,Win 104-79,32,1,0
2023,Tom Liberatore,12,03/06/2023,Cats,Loss 75-97,30,0,0
2022,Tom Liberatore,20,30/07/2022,Cats,Loss 66-94,28,0,0
2022,Tom Liberatore,12,03/06/2022,Cats,Loss 70-83,30,2,1
2021,Tom Liberatore,14,18/06/2021,Cats,Loss 78-83,30,1,0
2023,Jack Macrae,12,03/06/2023,Cats,Loss 75-97,29,1,0
2022,Jack Macrae,20,30/07/2022,Cats,Loss 66-94,21,0,0
2022,Jack Macrae,12,03/06/2022,Cats,Loss 70-83,31,0,0
2021,Jack Macrae,14,18/06/2021,Cats,Loss 78-83,35,0,0
2023,Caleb Daniel,24,26/08/2023,Cats,Win 104-79,20,0,0
2023,Caleb Daniel,12,03/06/2023,Cats,Loss 75-97,35,1,0
2022,Caleb Daniel,20,30/07/2022,Cats,Loss 66-94,25,0,0
2022,Caleb Daniel,12,03/06/2022,Cats,Loss 70-83,30,0,0
2021,Caleb Daniel,14,18/06/2021,Cats,Loss 78-83,27,1,0
2023,Bailey Dale,24,26/08/2023,Cats,Win 104-79,20,0,0
2023,Bailey Dale,12,03/06/2023,Cats,Loss 75-97,31,0,0
2022,Bailey Dale,20,30/07/2022,Cats,Loss 66-94,25,0,0
2022,Bailey Dale,12,03/06/2022,Cats,Loss 70-83,31,1,0
2021,Bailey Dale,14,18/06/2021,Cats,Loss 78-83,14,0,0
2023,Bailey Smith,12,03/06/2023,Cats,Loss 75-97,24,1,1
2022,Bailey Smith,20,30/07/2022,Cats,Loss 66-94,21,0,0
2022,Bailey Smith,12,03/06/2022,Cats,Loss 70-83,19,0,0
2021,Bailey Smith,14,18/06/2021,Cats,Loss 78-83,14,0,0
2023,Ed Richards,24,26/08/2023,Cats,Win 104-79,29,0,0
2023,Ed Richards,12,03/06/2023,Cats,Loss 75-97,14,1,0
2022,Ed Richards,20,30/07/2022,Cats,Loss 66-94,28,0,0
2022,Ed Richards,12,03/06/2022,Cats,Loss 70-83,18,0,0
2022,Jason Johannisen,20,30/07/2022,Cats,Loss 66-94,12,1,1
2021,Jason Johannisen,14,18/06/2021,Cats,Loss 78-83,6,1,0
2023,Bailey Williams,24,26/08/2023,Cats,Win 104-79,13,0,0
2023,Bailey Williams,12,03/06/2023,Cats,Loss 75-97,16,0,2
2022,Bailey Williams,20,30/07/2022,Cats,Loss 66-94,16,0,0
2022,Bailey Williams,12,03/06/2022,Cats,Loss 70-83,21,0,0
2021,Bailey Williams,14,18/06/2021,Cats,Loss 78-83,24,0,0
2023,Aaron Naughton,24,26/08/2023,Cats,Win 104-79,11,3,2
2023,Aaron Naughton,12,03/06/2023,Cats,Loss 75-97,7,1,1
2022,Aaron Naughton,20,30/07/2022,Cats,Loss 66-94,8,0,2
2022,Aaron Naughton,12,03/06/2022,Cats,Loss 70-83,10,1,1
2021,Aaron Naughton,14,18/06/2021,Cats,Loss 78-83,4,0,1
2023,Oskar Baker,24,26/08/2023,Cats,Win 104-79,16,0,3
2023,Oskar Baker,12,03/06/2023,Cats,Loss 75-97,22,0,1
2023,Jamarra Ugle-Hagan,24,26/08/2023,Cats,Win 104-79,11,1,0
2023,Jamarra Ugle-Hagan,12,03/06/2023,Cats,Loss 75-97,14,1,3
2022,Jamarra Ugle-Hagan,20,30/07/2022,Cats,Loss 66-94,9,2,1
2023,Rory Lobb,24,26/08/2023,Cats,Win 104-79,16,3,0
2023,Rory Lobb,12,03/06/2023,Cats,Loss 75-97,6,1,1
2022,Rory Lobb,7,30/04/2022,Cats,Win 69-66,15,2,1
2021,Rory Lobb,18,15/07/2021,Cats,Loss 31-100,6,0,1
2023,Cody Weightman,24,26/08/2023,Cats,Win 104-79,13,2,0
2023,Cody Weightman,12,03/06/2023,Cats,Loss 75-97,13,1,0
2022,Cody Weightman,20,30/07/2022,Cats,Loss 66-94,13,3,1
2022,Cody Weightman,12,03/06/2022,Cats,Loss 70-83,10,2,2
2021,Cody Weightman,14,18/06/2021,Cats,Loss 78-83,14,1,1
2023,Caleb Poulter,24,26/08/2023,Cats,Win 104-79,17,1,0
2021,Caleb Poulter,11,29/05/2021,Cats,Loss 51-61,15,0,0
2023,Laitham Vandermeer,24,26/08/2023,Cats,Win 104-79,10,1,0
2023,Rhylee West,24,26/08/2023,Cats,Win 104-79,24,0,1
2022,Rhylee West,20,30/07/2022,Cats,Loss 66-94,10,0,0
2022,Rhylee West,12,03/06/2022,Cats,Loss 70-83,13,0,0
2023,Alex Keath,24,26/08/2023,Cats,Win 104-79,12,0,0
2022,Alex Keath,12,03/06/2022,Cats,Loss 70-83,15,0,0
2021,Alex Keath,14,18/06/2021,Cats,Loss 78-83,9,0,0
2023,Taylor Duryea,12,03/06/2023,Cats,Loss 75-97,16,0,0
2022,Taylor Duryea,12,03/06/2022,Cats,Loss 70-83,8,0,0
2021,Taylor Duryea,14,18/06/2021,Cats,Loss 78-83,22,0,0
2023,Anthony Scott,24,26/08/2023,Cats,Win 104-79,13,0,0
2023,Anthony Scott,12,03/06/2023,Cats,Loss 75-97,10,0,0
2022,Anthony Scott,12,03/06/2022,Cats,Loss 70-83,12,0,0
2021,Anthony Scott,14,18/06/2021,Cats,Loss 78-83,10,2,2
2022,James Harmes,17,07/07/2022,Cats,Loss 63-91,17,0,1
2021,James Harmes,Preliminary Final,10/09/2021,Cats,Win 125-42,15,1,1
2021,James Harmes,23,21/08/2021,Cats,Win 81-77,26,0,0
2023,Liam Jones,24,26/08/2023,Cats,Win 104-79,14,0,0
2023,Liam Jones,12,03/06/2023,Cats,Loss 75-97,3,0,0
2023,Ryan Gardner,12,03/06/2023,Cats,Loss 75-97,16,0,0
2022,Ryan Gardner,20,30/07/2022,Cats,Loss 66-94,11,0,0
2022,Ryan Gardner,12,03/06/2022,Cats,Loss 70-83,11,0,0
2021,Ryan Gardner,14,18/06/2021,Cats,Loss 78-83,12,0,0
2022,Riley Garcia,20,30/07/2022,Cats,Loss 66-94,12,0,0
2023,Arthur Jones,12,03/06/2023,Cats,Loss 75-97,7,0,0
2023,James O'Donnell,24,26/08/2023,Cats,Win 104-79,14,0,0
2023,James O'Donnell,12,03/06/2023,Cats,Loss 75-97,6,1,1
