Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Nick Daicos,16,01/07/2023,Suns,Win 120-42,36,1,2
2022,Nick Daicos,16,02/07/2022,Suns,Win 67-62,37,0,1
2022,Nick Daicos,7,01/05/2022,Suns,Win 115-90,19,0,0
2023,Josh Daicos,16,01/07/2023,Suns,Win 120-42,27,0,1
2022,Josh Daicos,16,02/07/2022,Suns,Win 67-62,19,3,0
2022,Josh Daicos,7,01/05/2022,Suns,Win 115-90,20,2,0
2021,Josh Daicos,7,01/05/2021,Suns,Loss 55-79,27,1,1
2023,Tom Mitchell,16,01/07/2023,Suns,Win 120-42,30,0,0
2022,Tom Mitchell,21,06/08/2022,Suns,Win 70-63,25,0,0
2022,Tom Mitchell,11,28/05/2022,Suns,Loss 54-121,29,0,1
2021,Tom Mitchell,11,29/05/2021,Suns,Loss 76-113,22,0,0
2023,Scott Pendlebury,16,01/07/2023,Suns,Win 120-42,27,0,1
2022,Scott Pendlebury,16,02/07/2022,Suns,Win 67-62,17,0,0
2022,Scott Pendlebury,7,01/05/2022,Suns,Win 115-90,25,0,0
2021,Scott Pendlebury,7,01/05/2021,Suns,Loss 55-79,26,0,0
2022,Jordan De Goey,16,02/07/2022,Suns,Win 67-62,11,0,0
2022,Jordan De Goey,7,01/05/2022,Suns,Win 115-90,11,1,2
2021,Jordan De Goey,7,01/05/2021,Suns,Loss 55-79,16,0,1
2023,Darcy Cameron,16,01/07/2023,Suns,Win 120-42,14,1,0
2022,Darcy Cameron,16,02/07/2022,Suns,Win 67-62,15,0,1
2022,Darcy Cameron,7,01/05/2022,Suns,Win 115-90,16,2,1
2021,Darcy Cameron,7,01/05/2021,Suns,Loss 55-79,15,0,2
2023,Jack Crisp,16,01/07/2023,Suns,Win 120-42,19,1,0
2022,Jack Crisp,16,02/07/2022,Suns,Win 67-62,18,0,0
2022,Jack Crisp,7,01/05/2022,Suns,Win 115-90,28,1,2
2021,Jack Crisp,7,01/05/2021,Suns,Loss 55-79,17,0,0
2023,John Noble,16,01/07/2023,Suns,Win 120-42,30,1,0
2022,John Noble,16,02/07/2022,Suns,Win 67-62,23,0,0
2022,John Noble,7,01/05/2022,Suns,Win 115-90,21,0,0
2021,John Noble,7,01/05/2021,Suns,Loss 55-79,20,1,0
2022,Steele Sidebottom,16,02/07/2022,Suns,Win 67-62,27,0,0
2022,Steele Sidebottom,7,01/05/2022,Suns,Win 115-90,20,0,0
2021,Steele Sidebottom,7,01/05/2021,Suns,Loss 55-79,21,0,1
2023,Lachie Schultz,5,14/04/2023,Suns,Win 100-90,20,3,2
2022,Lachie Schultz,9,15/05/2022,Suns,Loss 33-69,13,0,3
2021,Lachie Schultz,13,12/06/2021,Suns,Win 76-49,11,1,0
2023,Brayden Maynard,16,01/07/2023,Suns,Win 120-42,16,0,0
2022,Brayden Maynard,16,02/07/2022,Suns,Win 67-62,18,0,0
2022,Brayden Maynard,7,01/05/2022,Suns,Win 115-90,14,0,0
2021,Brayden Maynard,7,01/05/2021,Suns,Loss 55-79,16,0,0
2023,Patrick Lipinski,16,01/07/2023,Suns,Win 120-42,23,1,0
2022,Patrick Lipinski,16,02/07/2022,Suns,Win 67-62,20,0,0
2022,Patrick Lipinski,7,01/05/2022,Suns,Win 115-90,30,0,0
2021,Patrick Lipinski,5,17/04/2021,Suns,Win 118-56,15,0,0
2023,Isaac Quaynor,16,01/07/2023,Suns,Win 120-42,24,0,0
2022,Isaac Quaynor,16,02/07/2022,Suns,Win 67-62,15,0,0
2022,Isaac Quaynor,7,01/05/2022,Suns,Win 115-90,14,0,0
2021,Isaac Quaynor,7,01/05/2021,Suns,Loss 55-79,21,0,1
2023,Jamie Elliott,16,01/07/2023,Suns,Win 120-42,11,5,0
2022,Jamie Elliott,16,02/07/2022,Suns,Win 67-62,13,0,2
2023,Darcy Moore,16,01/07/2023,Suns,Win 120-42,20,0,0
2022,Darcy Moore,16,02/07/2022,Suns,Win 67-62,13,0,0
2022,Darcy Moore,7,01/05/2022,Suns,Win 115-90,13,0,0
2021,Darcy Moore,7,01/05/2021,Suns,Loss 55-79,5,0,1
2023,Jeremy Howe,16,01/07/2023,Suns,Win 120-42,8,0,0
2022,Jeremy Howe,7,01/05/2022,Suns,Win 115-90,10,0,0
2023,Brody Mihocek,16,01/07/2023,Suns,Win 120-42,10,0,2
2022,Brody Mihocek,16,02/07/2022,Suns,Win 67-62,13,1,1
2022,Brody Mihocek,7,01/05/2022,Suns,Win 115-90,13,4,1
2021,Brody Mihocek,7,01/05/2021,Suns,Loss 55-79,24,4,2
2023,Mason Cox,16,01/07/2023,Suns,Win 120-42,4,1,1
2022,Mason Cox,16,02/07/2022,Suns,Win 67-62,9,0,0
2023,Will Hoskin-Elliott,16,01/07/2023,Suns,Win 120-42,19,1,1
