Year,Player Name,Round,Date,Opponent,Result,D,G,B
2022,Clayton Oliver,5,16/04/2022,Giants,Win 120-53,31,0,0
2021,Clayton Oliver,16,03/07/2021,Giants,Loss 55-64,28,0,0
2021,Clayton Oliver,3,04/04/2021,Giants,Win 102-68,23,0,2
2023,Christian Petracca,16,02/07/2023,Giants,Loss 45-47,34,0,4
2022,Christian Petracca,5,16/04/2022,Giants,Win 120-53,30,2,1
2021,Christian Petracca,16,03/07/2021,Giants,Loss 55-64,30,0,2
2021,Christian Petracca,3,04/04/2021,Giants,Win 102-68,29,1,0
2023,Jack Viney,16,02/07/2023,Giants,Loss 45-47,41,0,1
2022,Jack Viney,5,16/04/2022,Giants,Win 120-53,27,1,0
2021,Jack Viney,16,03/07/2021,Giants,Loss 55-64,16,0,1
2021,Jack Viney,3,04/04/2021,Giants,Win 102-68,24,0,1
2023,Max Gawn,16,02/07/2023,Giants,Loss 45-47,20,0,0
2022,Max Gawn,5,16/04/2022,Giants,Win 120-53,21,2,0
2021,Max Gawn,16,03/07/2021,Giants,Loss 55-64,18,0,2
2021,Max Gawn,3,04/04/2021,Giants,Win 102-68,24,2,2
2023,Lachie Hunter,16,02/07/2023,Giants,Loss 45-47,30,0,2
2022,Lachie Hunter,22,13/08/2022,Giants,Win 62-57,17,0,0
2021,Lachie Hunter,6,23/04/2021,Giants,Win 104-65,19,1,1
2023,Christian Salem,16,02/07/2023,Giants,Loss 45-47,24,0,0
2021,Christian Salem,16,03/07/2021,Giants,Loss 55-64,31,1,0
2021,Christian Salem,3,04/04/2021,Giants,Win 102-68,22,0,0
2023,Trent Rivers,16,02/07/2023,Giants,Loss 45-47,17,0,0
2022,Trent Rivers,5,16/04/2022,Giants,Win 120-53,18,0,0
2021,Trent Rivers,16,03/07/2021,Giants,Loss 55-64,22,0,0
2021,Trent Rivers,3,04/04/2021,Giants,Win 102-68,16,0,0
2023,Alex Neal-Bullen,16,02/07/2023,Giants,Loss 45-47,19,0,1
2022,Alex Neal-Bullen,5,16/04/2022,Giants,Win 120-53,13,1,1
2021,Alex Neal-Bullen,16,03/07/2021,Giants,Loss 55-64,16,1,1
2021,Alex Neal-Bullen,3,04/04/2021,Giants,Win 102-68,11,1,1
2023,Ed Langdon,16,02/07/2023,Giants,Loss 45-47,24,1,0
2022,Ed Langdon,5,16/04/2022,Giants,Win 120-53,25,0,1
2021,Ed Langdon,16,03/07/2021,Giants,Loss 55-64,25,0,1
2021,Ed Langdon,3,04/04/2021,Giants,Win 102-68,27,0,0
2023,Steven May,16,02/07/2023,Giants,Loss 45-47,22,0,0
2022,Steven May,5,16/04/2022,Giants,Win 120-53,24,0,0
2021,Steven May,16,03/07/2021,Giants,Loss 55-64,21,0,0
2021,Steven May,3,04/04/2021,Giants,Win 102-68,20,0,0
2023,Tom Sparrow,16,02/07/2023,Giants,Loss 45-47,26,0,2
2022,Tom Sparrow,5,16/04/2022,Giants,Win 120-53,17,0,0
2021,Tom Sparrow,16,03/07/2021,Giants,Loss 55-64,9,1,0
2021,Tom Sparrow,3,04/04/2021,Giants,Win 102-68,4,0,0
2023,Kysaiah Pickett,16,02/07/2023,Giants,Loss 45-47,19,1,2
2022,Kysaiah Pickett,5,16/04/2022,Giants,Win 120-53,10,3,1
2021,Kysaiah Pickett,16,03/07/2021,Giants,Loss 55-64,4,1,0
2021,Kysaiah Pickett,3,04/04/2021,Giants,Win 102-68,13,4,1
2023,Bayley Fritsch,16,02/07/2023,Giants,Loss 45-47,1,0,1
2022,Bayley Fritsch,5,16/04/2022,Giants,Win 120-53,11,4,0
2021,Bayley Fritsch,16,03/07/2021,Giants,Loss 55-64,12,3,1
2021,Bayley Fritsch,3,04/04/2021,Giants,Win 102-68,6,3,1
2023,Jake Bowey,16,02/07/2023,Giants,Loss 45-47,19,1,0
2022,Jake Bowey,5,16/04/2022,Giants,Win 120-53,21,1,0
2021,Jack Billings,1,21/03/2021,Giants,Win 86-78,30,1,0
2023,Shane McAdam,18,15/07/2023,Giants,Loss 57-71,7,1,0
2023,Shane McAdam,1,19/03/2023,Giants,Loss 90-106,7,1,1
2022,Shane McAdam,7,30/04/2022,Giants,Loss 54-113,7,0,1
2021,Shane McAdam,7,01/05/2021,Giants,Loss 39-106,7,0,2
2023,Kade Chandler,16,02/07/2023,Giants,Loss 45-47,12,0,0
2023,Jake Lever,16,02/07/2023,Giants,Loss 45-47,19,0,0
