Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Nick Daicos,8,07/05/2023,Swans,Win 77-48,25,0,0
2022,Nick Daicos,Preliminary Final,17/09/2022,Swans,Loss 94-95,23,1,0
2022,Nick Daicos,22,14/08/2022,Swans,Loss 50-77,20,1,1
2023,Josh Daicos,8,07/05/2023,Swans,Win 77-48,23,0,2
2022,Josh Daicos,Preliminary Final,17/09/2022,Swans,Loss 94-95,14,1,2
2022,Josh Daicos,22,14/08/2022,Swans,Loss 50-77,25,1,1
2021,Josh Daicos,9,15/05/2021,Swans,Loss 42-72,28,0,0
2023,Tom Mitchell,8,07/05/2023,Swans,Win 77-48,22,0,0
2022,Tom Mitchell,6,25/04/2022,Swans,Loss 68-109,26,0,1
2021,Tom Mitchell,13,11/06/2021,Swans,Win 89-51,34,1,0
2023,Scott Pendlebury,8,07/05/2023,Swans,Win 77-48,31,0,0
2022,Scott Pendlebury,Preliminary Final,17/09/2022,Swans,Loss 94-95,29,0,0
2022,Scott Pendlebury,22,14/08/2022,Swans,Loss 50-77,26,0,0
2021,Scott Pendlebury,9,15/05/2021,Swans,Loss 42-72,23,0,1
2023,Jordan De Goey,8,07/05/2023,Swans,Win 77-48,17,1,0
2022,Jordan De Goey,Preliminary Final,17/09/2022,Swans,Loss 94-95,12,0,0
2021,Jordan De Goey,9,15/05/2021,Swans,Loss 42-72,15,2,2
2022,Darcy Cameron,Preliminary Final,17/09/2022,Swans,Loss 94-95,17,1,1
2022,Darcy Cameron,22,14/08/2022,Swans,Loss 50-77,15,1,0
2021,Darcy Cameron,9,15/05/2021,Swans,Loss 42-72,13,1,0
2023,Jack Crisp,8,07/05/2023,Swans,Win 77-48,20,0,2
2022,Jack Crisp,Preliminary Final,17/09/2022,Swans,Loss 94-95,29,1,0
2022,Jack Crisp,22,14/08/2022,Swans,Loss 50-77,19,0,0
2021,Jack Crisp,9,15/05/2021,Swans,Loss 42-72,24,0,0
2023,John Noble,8,07/05/2023,Swans,Win 77-48,21,0,0
2022,John Noble,Preliminary Final,17/09/2022,Swans,Loss 94-95,14,0,0
2022,John Noble,22,14/08/2022,Swans,Loss 50-77,20,0,0
2021,John Noble,9,15/05/2021,Swans,Loss 42-72,15,0,0
2023,Steele Sidebottom,8,07/05/2023,Swans,Win 77-48,21,0,0
2022,Steele Sidebottom,Preliminary Final,17/09/2022,Swans,Loss 94-95,19,1,1
2022,Steele Sidebottom,22,14/08/2022,Swans,Loss 50-77,15,0,0
2021,Steele Sidebottom,9,15/05/2021,Swans,Loss 42-72,25,0,0
2023,Lachie Schultz,19,22/07/2023,Swans,Loss 76-105,11,4,0
2023,Lachie Schultz,9,13/05/2023,Swans,Win 103-86,14,4,1
2022,Lachie Schultz,18,16/07/2022,Swans,Loss 65-82,9,2,0
2021,Lachie Schultz,19,25/07/2021,Swans,Loss 58-98,7,1,2
2021,Lachie Schultz,10,22/05/2021,Swans,Win 86-84,16,2,3
2023,Brayden Maynard,8,07/05/2023,Swans,Win 77-48,13,0,0
2022,Brayden Maynard,Preliminary Final,17/09/2022,Swans,Loss 94-95,12,0,0
2022,Brayden Maynard,22,14/08/2022,Swans,Loss 50-77,18,0,0
2021,Brayden Maynard,9,15/05/2021,Swans,Loss 42-72,29,0,0
2022,Patrick Lipinski,Preliminary Final,17/09/2022,Swans,Loss 94-95,19,0,0
2022,Patrick Lipinski,22,14/08/2022,Swans,Loss 50-77,15,0,0
2023,Isaac Quaynor,8,07/05/2023,Swans,Win 77-48,22,0,0
2022,Isaac Quaynor,Preliminary Final,17/09/2022,Swans,Loss 94-95,18,0,0
2022,Isaac Quaynor,22,14/08/2022,Swans,Loss 50-77,9,0,0
2021,Isaac Quaynor,9,15/05/2021,Swans,Loss 42-72,12,0,0
2023,Jamie Elliott,8,07/05/2023,Swans,Win 77-48,15,1,0
2022,Jamie Elliott,Preliminary Final,17/09/2022,Swans,Loss 94-95,7,2,2
2022,Jamie Elliott,22,14/08/2022,Swans,Loss 50-77,6,0,0
2023,Darcy Moore,8,07/05/2023,Swans,Win 77-48,20,0,1
2022,Darcy Moore,Preliminary Final,17/09/2022,Swans,Loss 94-95,20,0,0
2022,Darcy Moore,22,14/08/2022,Swans,Loss 50-77,10,0,0
2021,Darcy Moore,9,15/05/2021,Swans,Loss 42-72,17,0,0
2022,Jeremy Howe,Preliminary Final,17/09/2022,Swans,Loss 94-95,12,0,0
2022,Jeremy Howe,22,14/08/2022,Swans,Loss 50-77,20,0,0
2023,Brody Mihocek,8,07/05/2023,Swans,Win 77-48,10,5,1
2022,Brody Mihocek,Preliminary Final,17/09/2022,Swans,Loss 94-95,8,1,0
2022,Brody Mihocek,22,14/08/2022,Swans,Loss 50-77,6,1,0
2021,Brody Mihocek,9,15/05/2021,Swans,Loss 42-72,6,0,1
2023,Mason Cox,8,07/05/2023,Swans,Win 77-48,7,0,1
2022,Mason Cox,Preliminary Final,17/09/2022,Swans,Loss 94-95,5,0,0
2022,Mason Cox,22,14/08/2022,Swans,Loss 50-77,11,1,0
2023,Will Hoskin-Elliott,8,07/05/2023,Swans,Win 77-48,17,1,0
2022,Will Hoskin-Elliott,Preliminary Final,17/09/2022,Swans,Loss 94-95,11,2,0
2022,Will Hoskin-Elliott,22,14/08/2022,Swans,Loss 50-77,9,0,0
2021,Will Hoskin-Elliott,9,15/05/2021,Swans,Loss 42-72,23,1,0
2022,Daniel McStay,7,01/05/2022,Swans,Win 113-89,16,3,0
2023,Beau McCreery,8,07/05/2023,Swans,Win 77-48,2,0,0
2022,Beau McCreery,Preliminary Final,17/09/2022,Swans,Loss 94-95,9,2,0
2022,Beau McCreery,22,14/08/2022,Swans,Loss 50-77,10,0,1
2021,Beau McCreery,9,15/05/2021,Swans,Loss 42-72,9,1,2
2023,Billy Frampton,8,07/05/2023,Swans,Win 77-48,13,1,1
2021,Billy Frampton,2,27/03/2021,Swans,Loss 88-121,7,0,0
2023,Bobby Hill,8,07/05/2023,Swans,Win 77-48,3,0,0
2022,Bobby Hill,1,19/03/2022,Swans,Loss 92-112,8,2,2
2021,Bobby Hill,5,17/04/2021,Swans,Win 71-69,11,0,2
2023,Oleg Markov,8,07/05/2023,Swans,Win 77-48,8,0,0
2021,Oleg Markov,6,24/04/2021,Swans,Win 100-60,15,0,0
2023,Ash Johnson,8,07/05/2023,Swans,Win 77-48,6,1,0
2022,Ash Johnson,Preliminary Final,17/09/2022,Swans,Loss 94-95,2,0,0
2022,Ash Johnson,22,14/08/2022,Swans,Loss 50-77,8,1,1
2023,Nathan Murphy,8,07/05/2023,Swans,Win 77-48,10,0,0
2022,Nathan Murphy,Preliminary Final,17/09/2022,Swans,Loss 94-95,4,0,0
2022,Nathan Murphy,22,14/08/2022,Swans,Loss 50-77,14,0,0
2022,Nathan Kreuger,Preliminary Final,17/09/2022,Swans,Loss 94-95,4,0,1
2022,Josh Carmichael,22,14/08/2022,Swans,Loss 50-77,11,0,1
