Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,8,07/05/2023,Magpies,Loss 48-77,37,0,1
2022,Errol Gulden,Preliminary Final,17/09/2022,Magpies,Win 95-94,20,0,2
2022,Errol Gulden,22,14/08/2022,Magpies,Win 77-50,18,1,0
2023,Chad Warner,8,07/05/2023,Magpies,Loss 48-77,28,0,0
2022,Chad Warner,Preliminary Final,17/09/2022,Magpies,Win 95-94,22,1,1
2022,Chad Warner,22,14/08/2022,Magpies,Win 77-50,25,0,1
2021,Chad Warner,9,15/05/2021,Magpies,Win 72-42,19,1,0
2023,Luke Parker,8,07/05/2023,Magpies,Loss 48-77,34,0,0
2022,Luke Parker,Preliminary Final,17/09/2022,Magpies,Win 95-94,23,1,0
2022,Luke Parker,22,14/08/2022,Magpies,Win 77-50,26,0,0
2021,Luke Parker,9,15/05/2021,Magpies,Win 72-42,25,0,0
2023,Jake Lloyd,8,07/05/2023,Magpies,Loss 48-77,24,0,0
2022,Jake Lloyd,Preliminary Final,17/09/2022,Magpies,Win 95-94,21,0,0
2022,Jake Lloyd,22,14/08/2022,Magpies,Win 77-50,18,0,0
2021,Jake Lloyd,9,15/05/2021,Magpies,Win 72-42,28,0,0
2023,Callum Mills,8,07/05/2023,Magpies,Loss 48-77,31,0,0
2022,Callum Mills,Preliminary Final,17/09/2022,Magpies,Win 95-94,27,0,0
2022,Callum Mills,22,14/08/2022,Magpies,Win 77-50,29,0,1
2021,Callum Mills,9,15/05/2021,Magpies,Win 72-42,28,0,0
2023,Isaac Heeney,8,07/05/2023,Magpies,Loss 48-77,16,0,1
2022,Isaac Heeney,Preliminary Final,17/09/2022,Magpies,Win 95-94,16,1,1
2022,Isaac Heeney,22,14/08/2022,Magpies,Win 77-50,17,2,3
2021,Isaac Heeney,9,15/05/2021,Magpies,Win 72-42,22,3,2
2023,James Rowbottom,8,07/05/2023,Magpies,Loss 48-77,19,0,0
2022,James Rowbottom,Preliminary Final,17/09/2022,Magpies,Win 95-94,18,1,1
2022,James Rowbottom,22,14/08/2022,Magpies,Win 77-50,24,1,0
2021,James Rowbottom,9,15/05/2021,Magpies,Win 72-42,18,0,0
2023,Peter Ladhams,8,07/05/2023,Magpies,Loss 48-77,11,0,1
2021,Peter Ladhams,19,23/07/2021,Magpies,Win 97-69,17,2,0
2021,Peter Ladhams,10,23/05/2021,Magpies,Win 59-58,21,0,0
2023,Brodie Grundy,13,12/06/2023,Magpies,Win 66-62,13,1,1
2023,Nick Blakey,8,07/05/2023,Magpies,Loss 48-77,24,0,0
2022,Nick Blakey,Preliminary Final,17/09/2022,Magpies,Win 95-94,19,0,0
2022,Nick Blakey,22,14/08/2022,Magpies,Win 77-50,14,0,0
2021,Nick Blakey,9,15/05/2021,Magpies,Win 72-42,10,1,0
2023,Oliver Florent,8,07/05/2023,Magpies,Loss 48-77,29,0,0
2022,Oliver Florent,Preliminary Final,17/09/2022,Magpies,Win 95-94,18,0,0
2022,Oliver Florent,22,14/08/2022,Magpies,Win 77-50,17,0,0
2021,Oliver Florent,9,15/05/2021,Magpies,Win 72-42,15,0,1
2023,Justin McInerney,8,07/05/2023,Magpies,Loss 48-77,23,0,0
2022,Justin McInerney,Preliminary Final,17/09/2022,Magpies,Win 95-94,13,1,0
2022,Justin McInerney,22,14/08/2022,Magpies,Win 77-50,18,0,0
2021,Justin McInerney,9,15/05/2021,Magpies,Win 72-42,24,0,1
2023,Tom Papley,8,07/05/2023,Magpies,Loss 48-77,10,1,2
2022,Tom Papley,Preliminary Final,17/09/2022,Magpies,Win 95-94,16,3,2
2022,Tom Papley,22,14/08/2022,Magpies,Win 77-50,14,2,1
2021,Tom Papley,9,15/05/2021,Magpies,Win 72-42,13,2,1
2023,Hayden McLean,8,07/05/2023,Magpies,Loss 48-77,19,1,0
2021,Hayden McLean,9,15/05/2021,Magpies,Win 72-42,18,1,2
2023,Braeden Campbell,8,07/05/2023,Magpies,Loss 48-77,12,0,0
2022,Braeden Campbell,Preliminary Final,17/09/2022,Magpies,Win 95-94,7,0,0
2023,Will Hayward,8,07/05/2023,Magpies,Loss 48-77,14,1,1
2022,Will Hayward,Preliminary Final,17/09/2022,Magpies,Win 95-94,9,0,0
2022,Will Hayward,22,14/08/2022,Magpies,Win 77-50,16,1,1
2021,Will Hayward,9,15/05/2021,Magpies,Win 72-42,13,0,0
