Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Josh Dunkley,3,30/03/2023,Bulldogs,Loss 53-67,24,0,0
2023,Lachie Neale,3,30/03/2023,Bulldogs,Loss 53-67,31,1,1
2022,Lachie Neale,16,30/06/2022,Bulldogs,Win 108-67,33,1,0
2021,Lachie Neale,Semi Final,04/09/2021,Bulldogs,Loss 78-79,28,0,1
2021,Lachie Neale,4,10/04/2021,Bulldogs,Loss 54-73,27,0,0
2023,Hugh McCluggage,3,30/03/2023,Bulldogs,Loss 53-67,19,0,0
2022,Hugh McCluggage,16,30/06/2022,Bulldogs,Win 108-67,26,1,1
2021,Hugh McCluggage,Semi Final,04/09/2021,Bulldogs,Loss 78-79,28,1,2
2021,Hugh McCluggage,4,10/04/2021,Bulldogs,Loss 54-73,25,1,0
2023,Dayne Zorko,3,30/03/2023,Bulldogs,Loss 53-67,19,0,0
2022,Dayne Zorko,16,30/06/2022,Bulldogs,Win 108-67,1,0,0
2021,Dayne Zorko,Semi Final,04/09/2021,Bulldogs,Loss 78-79,24,0,0
2021,Dayne Zorko,4,10/04/2021,Bulldogs,Loss 54-73,23,0,0
2023,Will Ashcroft,3,30/03/2023,Bulldogs,Loss 53-67,23,0,0
2023,Oscar McInerney,3,30/03/2023,Bulldogs,Loss 53-67,12,0,1
2022,Oscar McInerney,16,30/06/2022,Bulldogs,Win 108-67,10,0,1
2021,Oscar McInerney,Semi Final,04/09/2021,Bulldogs,Loss 78-79,17,0,0
2021,Oscar McInerney,4,10/04/2021,Bulldogs,Loss 54-73,14,0,0
2023,Joe Daniher,3,30/03/2023,Bulldogs,Loss 53-67,7,0,4
2022,Joe Daniher,16,30/06/2022,Bulldogs,Win 108-67,12,2,3
2021,Joe Daniher,Semi Final,04/09/2021,Bulldogs,Loss 78-79,6,1,0
2021,Joe Daniher,4,10/04/2021,Bulldogs,Loss 54-73,8,1,0
2023,Jarrod Berry,3,30/03/2023,Bulldogs,Loss 53-67,18,0,0
2022,Jarrod Berry,16,30/06/2022,Bulldogs,Win 108-67,23,2,1
2021,Jarrod Berry,Semi Final,04/09/2021,Bulldogs,Loss 78-79,10,0,0
2021,Jarrod Berry,4,10/04/2021,Bulldogs,Loss 54-73,17,0,0
2023,Zac Bailey,3,30/03/2023,Bulldogs,Loss 53-67,13,0,0
2022,Zac Bailey,16,30/06/2022,Bulldogs,Win 108-67,10,1,1
2021,Zac Bailey,Semi Final,04/09/2021,Bulldogs,Loss 78-79,17,2,2
2021,Zac Bailey,4,10/04/2021,Bulldogs,Loss 54-73,13,1,0
2023,Keidean Coleman,3,30/03/2023,Bulldogs,Loss 53-67,13,0,0
2022,Keidean Coleman,16,30/06/2022,Bulldogs,Win 108-67,24,0,1
2021,Keidean Coleman,Semi Final,04/09/2021,Bulldogs,Loss 78-79,15,0,0
2023,Harris Andrews,3,30/03/2023,Bulldogs,Loss 53-67,21,0,0
2022,Harris Andrews,16,30/06/2022,Bulldogs,Win 108-67,16,0,0
2021,Harris Andrews,Semi Final,04/09/2021,Bulldogs,Loss 78-79,17,0,1
2021,Harris Andrews,4,10/04/2021,Bulldogs,Loss 54-73,23,1,0
2023,Conor McKenna,3,30/03/2023,Bulldogs,Loss 53-67,19,0,0
2022,Conor McKenna,7,17/07/2022,Bulldogs,Loss 51-93,19,0,0
2021,Conor McKenna,7,17/07/2021,Bulldogs,Loss 51-93,19,0,0
2023,Cam Rayner,3,30/03/2023,Bulldogs,Loss 53-67,15,1,0
2022,Cam Rayner,16,30/06/2022,Bulldogs,Win 108-67,9,1,1
2023,Charlie Cameron,3,30/03/2023,Bulldogs,Loss 53-67,8,1,1
2022,Charlie Cameron,16,30/06/2022,Bulldogs,Win 108-67,12,4,0
2021,Charlie Cameron,Semi Final,04/09/2021,Bulldogs,Loss 78-79,13,3,1
2021,Charlie Cameron,4,10/04/2021,Bulldogs,Loss 54-73,12,0,2
2021,Ryan Lester,Semi Final,04/09/2021,Bulldogs,Loss 78-79,6,1,0
2021,Ryan Lester,4,10/04/2021,Bulldogs,Loss 54-73,14,0,0
2023,Darcy Wilmot,3,30/03/2023,Bulldogs,Loss 53-67,15,0,0
2023,Eric Hipwood,3,30/03/2023,Bulldogs,Loss 53-67,6,1,1
2022,Eric Hipwood,16,30/06/2022,Bulldogs,Win 108-67,10,1,1
2021,Eric Hipwood,4,10/04/2021,Bulldogs,Loss 54-73,14,2,1
2022,Tom Doedee,6,23/04/2022,Bulldogs,Win 63-62,14,0,0
2021,Tom Doedee,20,31/07/2021,Bulldogs,Loss 56-105,20,0,0
2023,Lincoln McCarthy,3,30/03/2023,Bulldogs,Loss 53-67,8,0,0
2022,Lincoln McCarthy,16,30/06/2022,Bulldogs,Win 108-67,13,2,0
2021,Lincoln McCarthy,Semi Final,04/09/2021,Bulldogs,Loss 78-79,15,1,1
2021,Lincoln McCarthy,4,10/04/2021,Bulldogs,Loss 54-73,12,0,1
2022,Callum Ah Chee,16,30/06/2022,Bulldogs,Win 108-67,20,0,0
2022,Jarryd Lyons,16,30/06/2022,Bulldogs,Win 108-67,24,0,0
2021,Jarryd Lyons,Semi Final,04/09/2021,Bulldogs,Loss 78-79,27,0,0
2021,Jarryd Lyons,4,10/04/2021,Bulldogs,Loss 54-73,24,1,0
2023,Brandon Starcevich,3,30/03/2023,Bulldogs,Loss 53-67,20,0,0
2022,Brandon Starcevich,16,30/06/2022,Bulldogs,Win 108-67,16,0,0
2021,Brandon Starcevich,Semi Final,04/09/2021,Bulldogs,Loss 78-79,14,0,0
2021,Brandon Starcevich,4,10/04/2021,Bulldogs,Loss 54-73,14,0,0
2023,Jack Payne,3,30/03/2023,Bulldogs,Loss 53-67,13,0,0
2022,Jack Payne,16,30/06/2022,Bulldogs,Win 108-67,11,0,0
2021,Jack Payne,Semi Final,04/09/2021,Bulldogs,Loss 78-79,3,0,0
2023,Darcy Fort,3,30/03/2023,Bulldogs,Loss 53-67,9,0,0
2022,Jaxon Prior,16,30/06/2022,Bulldogs,Win 108-67,17,0,0
2021,Darcy Gardiner,Semi Final,04/09/2021,Bulldogs,Loss 78-79,12,0,0
2021,Darcy Gardiner,4,10/04/2021,Bulldogs,Loss 54-73,22,0,0
2021,Deven Robertson,Semi Final,04/09/2021,Bulldogs,Loss 78-79,8,0,0
2021,Deven Robertson,4,10/04/2021,Bulldogs,Loss 54-73,8,0,1
2023,Noah Answerth,3,30/03/2023,Bulldogs,Loss 53-67,5,0,0
2022,Noah Answerth,16,30/06/2022,Bulldogs,Win 108-67,13,0,0
2023,Darragh Joyce,3,30/03/2023,Bulldogs,Loss 53-67,8,0,0
2022,James Tunstill,16,30/06/2022,Bulldogs,Win 108-67,11,1,0
