Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Green,Elimination Final,09/09/2023,Saints,Win 101-77,35,0,0
2023,Tom Green,10,21/05/2023,Saints,Loss 80-92,29,0,0
2022,Tom Green,6,22/04/2022,Saints,Loss 60-77,25,0,0
2021,Tom Green,1,21/03/2021,Saints,Loss 78-86,16,1,0
2023,Stephen Coniglio,10,21/05/2023,Saints,Loss 80-92,26,1,0
2022,Stephen Coniglio,6,22/04/2022,Saints,Loss 60-77,21,0,1
2021,Stephen Coniglio,1,21/03/2021,Saints,Loss 78-86,24,1,0
2023,Josh Kelly,Elimination Final,09/09/2023,Saints,Win 101-77,27,2,1
2023,Josh Kelly,10,21/05/2023,Saints,Loss 80-92,24,1,0
2022,Josh Kelly,6,22/04/2022,Saints,Loss 60-77,30,0,1
2021,Josh Kelly,1,21/03/2021,Saints,Loss 78-86,26,0,0
2023,Lachie Whitfield,Elimination Final,09/09/2023,Saints,Win 101-77,31,0,0
2023,Lachie Whitfield,10,21/05/2023,Saints,Loss 80-92,32,0,0
2022,Lachie Whitfield,6,22/04/2022,Saints,Loss 60-77,20,0,1
2023,Kieren Briggs,Elimination Final,09/09/2023,Saints,Win 101-77,17,0,1
2023,Kieren Briggs,10,21/05/2023,Saints,Loss 80-92,16,1,1
2023,Toby Greene,Elimination Final,09/09/2023,Saints,Win 101-77,19,1,2
2023,Toby Greene,10,21/05/2023,Saints,Loss 80-92,16,2,1
2022,Toby Greene,6,22/04/2022,Saints,Loss 60-77,14,1,2
2021,Toby Greene,1,21/03/2021,Saints,Loss 78-86,19,1,3
2023,Lachie Ash,Elimination Final,09/09/2023,Saints,Win 101-77,31,0,0
2023,Lachie Ash,10,21/05/2023,Saints,Loss 80-92,20,0,0
2022,Lachie Ash,6,22/04/2022,Saints,Loss 60-77,13,0,0
2021,Lachie Ash,1,21/03/2021,Saints,Loss 78-86,21,0,0
2023,Finn Callaghan,Elimination Final,09/09/2023,Saints,Win 101-77,18,1,0
2023,Finn Callaghan,10,21/05/2023,Saints,Loss 80-92,20,0,0
2022,Finn Callaghan,6,22/04/2022,Saints,Loss 60-77,18,0,0
2023,Jesse Hogan,Elimination Final,09/09/2023,Saints,Win 101-77,11,2,0
2023,Jesse Hogan,10,21/05/2023,Saints,Loss 80-92,14,2,2
2023,Harry Himmelberg,Elimination Final,09/09/2023,Saints,Win 101-77,19,0,0
2023,Harry Himmelberg,10,21/05/2023,Saints,Loss 80-92,8,0,0
2022,Harry Himmelberg,6,22/04/2022,Saints,Loss 60-77,9,1,2
2021,Harry Himmelberg,1,21/03/2021,Saints,Loss 78-86,12,3,1
2023,Callan Ward,Elimination Final,09/09/2023,Saints,Win 101-77,16,0,0
2023,Callan Ward,10,21/05/2023,Saints,Loss 80-92,13,0,0
2022,Callan Ward,6,22/04/2022,Saints,Loss 60-77,21,2,1
2021,Callan Ward,1,21/03/2021,Saints,Loss 78-86,25,1,0
2023,Harry Perryman,Elimination Final,09/09/2023,Saints,Win 101-77,16,0,0
2023,Harry Perryman,10,21/05/2023,Saints,Loss 80-92,16,0,1
2022,Harry Perryman,6,22/04/2022,Saints,Loss 60-77,18,0,0
2021,Harry Perryman,1,21/03/2021,Saints,Loss 78-86,26,0,1
2023,Brent Daniels,Elimination Final,09/09/2023,Saints,Win 101-77,19,1,0
2023,Brent Daniels,10,21/05/2023,Saints,Loss 80-92,24,2,1
2023,Isaac Cumming,Elimination Final,09/09/2023,Saints,Win 101-77,10,0,0
2022,Isaac Cumming,6,22/04/2022,Saints,Loss 60-77,22,0,0
2021,Isaac Cumming,1,21/03/2021,Saints,Loss 78-86,22,0,0
2023,Connor Idun,Elimination Final,09/09/2023,Saints,Win 101-77,18,0,0
2023,Connor Idun,10,21/05/2023,Saints,Loss 80-92,16,0,0
2022,Connor Idun,6,22/04/2022,Saints,Loss 60-77,14,0,2
2021,Connor Idun,1,21/03/2021,Saints,Loss 78-86,9,0,0
2023,Nick Haynes,Elimination Final,09/09/2023,Saints,Win 101-77,4,0,0
2023,Nick Haynes,10,21/05/2023,Saints,Loss 80-92,2,0,0
2022,Nick Haynes,6,22/04/2022,Saints,Loss 60-77,21,0,0
2021,Nick Haynes,1,21/03/2021,Saints,Loss 78-86,19,0,0
2023,Toby Bedford,Elimination Final,09/09/2023,Saints,Win 101-77,16,2,2
2023,Toby Bedford,10,21/05/2023,Saints,Loss 80-92,9,1,0
2023,Xavier O'Halloran,Elimination Final,09/09/2023,Saints,Win 101-77,10,0,0
2023,Xavier O'Halloran,10,21/05/2023,Saints,Loss 80-92,13,1,0
2023,Jack Buckley,Elimination Final,09/09/2023,Saints,Win 101-77,14,0,0
2023,Jack Buckley,10,21/05/2023,Saints,Loss 80-92,12,0,0
2021,Jack Buckley,1,21/03/2021,Saints,Loss 78-86,10,0,1
2023,Sam Taylor,Elimination Final,09/09/2023,Saints,Win 101-77,13,0,0
2022,Sam Taylor,6,22/04/2022,Saints,Loss 60-77,12,0,0
2021,Sam Taylor,1,21/03/2021,Saints,Loss 78-86,14,0,0
2023,Jake Riccardi,Elimination Final,09/09/2023,Saints,Win 101-77,9,3,2
2023,Jake Riccardi,10,21/05/2023,Saints,Loss 80-92,8,0,0
2023,Callum M. Brown,Elimination Final,09/09/2023,Saints,Win 101-77,7,2,1
2023,James Peatling,10,21/05/2023,Saints,Loss 80-92,11,0,0
2023,Ryan Angwin,10,21/05/2023,Saints,Loss 80-92,8,0,0
2023,Lachlan Keeffe,Elimination Final,09/09/2023,Saints,Win 101-77,4,0,0
2022,Lachlan Keeffe,6,22/04/2022,Saints,Loss 60-77,5,0,0
2021,Lachlan Keeffe,1,21/03/2021,Saints,Loss 78-86,11,1,0
2022,Adam Kennedy,6,22/04/2022,Saints,Loss 60-77,24,0,0
2023,Aaron Cadman,10,21/05/2023,Saints,Loss 80-92,5,1,0
2022,Braydon Preuss,6,22/04/2022,Saints,Loss 60-77,13,1,1
