Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,24,27/08/2023,Demons,Loss 56-77,42,2,0
2023,Errol Gulden,3,02/04/2023,Demons,Loss 84-134,15,1,0
2022,Errol Gulden,Qualifying Final,02/09/2022,Demons,Win 91-69,16,0,0
2022,Errol Gulden,12,04/06/2022,Demons,Win 73-61,17,1,0
2021,Errol Gulden,8,08/05/2021,Demons,Loss 58-67,9,0,0
2023,Chad Warner,24,27/08/2023,Demons,Loss 56-77,22,1,0
2023,Chad Warner,3,02/04/2023,Demons,Loss 84-134,19,0,0
2022,Chad Warner,Qualifying Final,02/09/2022,Demons,Win 91-69,13,0,1
2022,Chad Warner,12,04/06/2022,Demons,Win 73-61,19,0,2
2021,Chad Warner,8,08/05/2021,Demons,Loss 58-67,15,0,0
2023,Luke Parker,24,27/08/2023,Demons,Loss 56-77,23,0,2
2023,Luke Parker,3,02/04/2023,Demons,Loss 84-134,17,0,0
2022,Luke Parker,Qualifying Final,02/09/2022,Demons,Win 91-69,25,1,0
2022,Luke Parker,12,04/06/2022,Demons,Win 73-61,17,0,0
2021,Luke Parker,8,08/05/2021,Demons,Loss 58-67,32,0,0
2023,Jake Lloyd,24,27/08/2023,Demons,Loss 56-77,21,0,0
2023,Jake Lloyd,3,02/04/2023,Demons,Loss 84-134,21,0,0
2022,Jake Lloyd,Qualifying Final,02/09/2022,Demons,Win 91-69,25,2,0
2022,Jake Lloyd,12,04/06/2022,Demons,Win 73-61,22,0,0
2021,Jake Lloyd,8,08/05/2021,Demons,Loss 58-67,28,1,0
2023,Callum Mills,24,27/08/2023,Demons,Loss 56-77,30,1,0
2023,Callum Mills,3,02/04/2023,Demons,Loss 84-134,25,0,0
2022,Callum Mills,Qualifying Final,02/09/2022,Demons,Win 91-69,23,1,0
2022,Callum Mills,12,04/06/2022,Demons,Win 73-61,26,0,0
2021,Callum Mills,8,08/05/2021,Demons,Loss 58-67,33,1,0
2023,Isaac Heeney,24,27/08/2023,Demons,Loss 56-77,13,0,2
2023,Isaac Heeney,3,02/04/2023,Demons,Loss 84-134,10,0,1
2022,Isaac Heeney,Qualifying Final,02/09/2022,Demons,Win 91-69,8,1,2
2022,Isaac Heeney,12,04/06/2022,Demons,Win 73-61,19,1,2
2023,James Rowbottom,24,27/08/2023,Demons,Loss 56-77,18,0,0
2023,James Rowbottom,3,02/04/2023,Demons,Loss 84-134,12,1,0
2022,James Rowbottom,Qualifying Final,02/09/2022,Demons,Win 91-69,24,1,0
2022,James Rowbottom,12,04/06/2022,Demons,Win 73-61,16,0,0
2021,James Rowbottom,8,08/05/2021,Demons,Loss 58-67,22,0,0
2023,Taylor Adams,Qualifying Final,07/09/2023,Demons,Win 60-53,15,0,0
2023,Taylor Adams,13,12/06/2023,Demons,Loss 62-66,27,0,0
2022,Taylor Adams,13,13/06/2022,Demons,Win 82-56,20,0,0
