Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Clayton Oliver,24,27/08/2023,Swans,Win 77-56,25,0,0
2023,Clayton Oliver,3,02/04/2023,Swans,Win 134-84,25,2,0
2022,Clayton Oliver,Qualifying Final,02/09/2022,Swans,Loss 69-91,29,2,0
2022,Clayton Oliver,12,04/06/2022,Swans,Loss 61-73,29,0,0
2021,Clayton Oliver,8,08/05/2021,Swans,Win 67-58,35,0,0
2023,Christian Petracca,24,27/08/2023,Swans,Win 77-56,29,1,1
2023,Christian Petracca,3,02/04/2023,Swans,Win 134-84,33,0,1
2022,Christian Petracca,Qualifying Final,02/09/2022,Swans,Loss 69-91,24,0,1
2022,Christian Petracca,12,04/06/2022,Swans,Loss 61-73,25,0,0
2021,Christian Petracca,8,08/05/2021,Swans,Win 67-58,28,1,1
2023,Jack Viney,24,27/08/2023,Swans,Win 77-56,29,0,0
2023,Jack Viney,3,02/04/2023,Swans,Win 134-84,19,0,0
2022,Jack Viney,Qualifying Final,02/09/2022,Swans,Loss 69-91,23,0,0
2022,Jack Viney,12,04/06/2022,Swans,Loss 61-73,32,0,0
2023,Max Gawn,24,27/08/2023,Swans,Win 77-56,15,0,0
2022,Max Gawn,Qualifying Final,02/09/2022,Swans,Loss 69-91,19,1,0
2022,Max Gawn,12,04/06/2022,Swans,Loss 61-73,28,3,1
2021,Max Gawn,8,08/05/2021,Swans,Win 67-58,16,0,1
2023,Angus Brayshaw,24,27/08/2023,Swans,Win 77-56,22,1,1
2023,Angus Brayshaw,3,02/04/2023,Swans,Win 134-84,19,0,0
2022,Angus Brayshaw,Qualifying Final,02/09/2022,Swans,Loss 69-91,20,0,0
2022,Angus Brayshaw,12,04/06/2022,Swans,Loss 61-73,24,0,1
2021,Angus Brayshaw,8,08/05/2021,Swans,Win 67-58,14,0,0
2023,Lachie Hunter,24,27/08/2023,Swans,Win 77-56,21,0,1
2023,Lachie Hunter,3,02/04/2023,Swans,Win 134-84,23,2,0
2022,Lachie Hunter,17,08/07/2022,Swans,Loss 67-120,18,0,0
2022,Lachie Hunter,3,31/03/2022,Swans,Win 71-60,28,0,1
2021,Lachie Hunter,17,11/07/2021,Swans,Loss 60-79,17,0,0
2023,Christian Salem,24,27/08/2023,Swans,Win 77-56,8,0,0
2022,Christian Salem,Qualifying Final,02/09/2022,Swans,Loss 69-91,12,0,0
2022,Christian Salem,12,04/06/2022,Swans,Loss 61-73,20,0,0
2021,Christian Salem,8,08/05/2021,Swans,Win 67-58,27,0,0
2023,Trent Rivers,24,27/08/2023,Swans,Win 77-56,16,0,1
2023,Trent Rivers,3,02/04/2023,Swans,Win 134-84,19,0,1
2022,Trent Rivers,Qualifying Final,02/09/2022,Swans,Loss 69-91,13,0,0
2021,Trent Rivers,8,08/05/2021,Swans,Win 67-58,17,0,0
2023,Alex Neal-Bullen,24,27/08/2023,Swans,Win 77-56,16,0,1
2023,Alex Neal-Bullen,3,02/04/2023,Swans,Win 134-84,15,1,1
2022,Alex Neal-Bullen,Qualifying Final,02/09/2022,Swans,Loss 69-91,14,0,2
2022,Alex Neal-Bullen,12,04/06/2022,Swans,Loss 61-73,20,0,1
2021,Alex Neal-Bullen,8,08/05/2021,Swans,Win 67-58,16,0,0
2023,Ed Langdon,24,27/08/2023,Swans,Win 77-56,19,0,0
2023,Ed Langdon,3,02/04/2023,Swans,Win 134-84,24,0,3
2022,Ed Langdon,Qualifying Final,02/09/2022,Swans,Loss 69-91,21,0,0
2022,Ed Langdon,12,04/06/2022,Swans,Loss 61-73,23,1,0
2021,Ed Langdon,8,08/05/2021,Swans,Win 67-58,24,0,0
2023,Steven May,24,27/08/2023,Swans,Win 77-56,21,0,1
2023,Steven May,3,02/04/2023,Swans,Win 134-84,20,0,0
2022,Steven May,Qualifying Final,02/09/2022,Swans,Loss 69-91,23,0,0
2021,Steven May,8,08/05/2021,Swans,Win 67-58,15,0,0
2023,Tom Sparrow,24,27/08/2023,Swans,Win 77-56,14,0,0
2023,Tom Sparrow,3,02/04/2023,Swans,Win 134-84,10,1,0
2022,Tom Sparrow,Qualifying Final,02/09/2022,Swans,Loss 69-91,14,1,1
2022,Tom Sparrow,12,04/06/2022,Swans,Loss 61-73,12,0,0
2023,Kysaiah Pickett,24,27/08/2023,Swans,Win 77-56,10,1,2
2022,Kysaiah Pickett,Qualifying Final,02/09/2022,Swans,Loss 69-91,4,1,1
2022,Kysaiah Pickett,12,04/06/2022,Swans,Loss 61-73,11,0,0
2021,Kysaiah Pickett,8,08/05/2021,Swans,Win 67-58,9,0,1
2023,Bayley Fritsch,24,27/08/2023,Swans,Win 77-56,16,5,0
2023,Bayley Fritsch,3,02/04/2023,Swans,Win 134-84,11,3,0
2022,Bayley Fritsch,Qualifying Final,02/09/2022,Swans,Loss 69-91,13,3,1
2022,Bayley Fritsch,12,04/06/2022,Swans,Loss 61-73,7,3,0
2021,Bayley Fritsch,8,08/05/2021,Swans,Win 67-58,9,0,1
2023,Jake Bowey,24,27/08/2023,Swans,Win 77-56,16,0,0
2023,Jake Bowey,3,02/04/2023,Swans,Win 134-84,16,0,0
2022,Jake Bowey,12,04/06/2022,Swans,Loss 61-73,14,0,0
2022,Jack Billings,15,25/06/2022,Swans,Loss 32-83,21,1,0
2021,Jack Billings,12,05/06/2021,Swans,Loss 83-92,13,1,0
2023,Shane McAdam,23,19/08/2023,Swans,Loss 73-74,12,1,0
2022,Shane McAdam,19,23/07/2022,Swans,Loss 85-118,3,0,0
2021,Shane McAdam,2,27/03/2021,Swans,Loss 88-121,11,4,2
2023,Kade Chandler,24,27/08/2023,Swans,Win 77-56,14,0,0
