Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,James Sicily,5,16/04/2023,Giants,Loss 75-77,20,1,1
2022,James Sicily,16,03/07/2022,Giants,Loss 50-72,25,0,1
2023,Will Day,17,08/07/2023,Giants,Loss 72-85,26,0,2
2022,Will Day,16,03/07/2022,Giants,Loss 50-72,16,1,0
2021,Will Day,15,27/06/2021,Giants,Win 90-72,29,0,0
2023,Jai Newcombe,17,08/07/2023,Giants,Loss 72-85,28,0,0
2023,Jai Newcombe,5,16/04/2023,Giants,Loss 75-77,31,1,0
2022,Jai Newcombe,16,03/07/2022,Giants,Loss 50-72,22,0,1
2021,Jai Newcombe,15,27/06/2021,Giants,Win 90-72,12,1,0
2023,Dylan Moore,17,08/07/2023,Giants,Loss 72-85,13,1,0
2023,Dylan Moore,5,16/04/2023,Giants,Loss 75-77,23,1,1
2022,Dylan Moore,16,03/07/2022,Giants,Loss 50-72,16,1,0
2021,Dylan Moore,15,27/06/2021,Giants,Win 90-72,20,4,1
2023,Karl Amon,17,08/07/2023,Giants,Loss 72-85,27,0,0
2023,Karl Amon,5,16/04/2023,Giants,Loss 75-77,20,2,0
2022,Karl Amon,17,09/07/2022,Giants,Win 84-29,22,0,0
2021,Karl Amon,20,01/08/2021,Giants,Win 100-73,31,1,0
2023,James Worpel,17,08/07/2023,Giants,Loss 72-85,24,1,1
2023,James Worpel,5,16/04/2023,Giants,Loss 75-77,35,0,0
2022,James Worpel,16,03/07/2022,Giants,Loss 50-72,4,0,0
2021,James Worpel,15,27/06/2021,Giants,Win 90-72,21,1,0
2023,Conor Nash,17,08/07/2023,Giants,Loss 72-85,27,0,1
2023,Conor Nash,5,16/04/2023,Giants,Loss 75-77,31,0,0
2022,Conor Nash,16,03/07/2022,Giants,Loss 50-72,17,0,0
2023,Blake Hardwick,17,08/07/2023,Giants,Loss 72-85,25,0,0
2023,Blake Hardwick,5,16/04/2023,Giants,Loss 75-77,18,0,0
2022,Blake Hardwick,16,03/07/2022,Giants,Loss 50-72,10,0,0
2021,Blake Hardwick,15,27/06/2021,Giants,Win 90-72,12,0,0
2023,Jarman Impey,17,08/07/2023,Giants,Loss 72-85,7,0,0
2023,Jarman Impey,5,16/04/2023,Giants,Loss 75-77,14,0,1
2022,Jarman Impey,16,03/07/2022,Giants,Loss 50-72,11,0,0
2023,Harry Morrison,17,08/07/2023,Giants,Loss 72-85,4,0,0
2023,Harry Morrison,5,16/04/2023,Giants,Loss 75-77,18,0,0
2022,Harry Morrison,16,03/07/2022,Giants,Loss 50-72,25,1,0
2023,Josh Ward,17,08/07/2023,Giants,Loss 72-85,20,2,0
2023,Josh Ward,5,16/04/2023,Giants,Loss 75-77,20,0,0
2023,Mitch Lewis,17,08/07/2023,Giants,Loss 72-85,11,0,1
2022,Mitch Lewis,16,03/07/2022,Giants,Loss 50-72,11,0,1
2023,Connor Macdonald,17,08/07/2023,Giants,Loss 72-85,23,1,1
2023,Connor Macdonald,5,16/04/2023,Giants,Loss 75-77,17,0,1
2022,Connor Macdonald,16,03/07/2022,Giants,Loss 50-72,15,1,0
2023,Jack Scrimshaw,17,08/07/2023,Giants,Loss 72-85,17,0,0
2022,Jack Scrimshaw,16,03/07/2022,Giants,Loss 50-72,18,0,0
2021,Jack Scrimshaw,15,27/06/2021,Giants,Win 90-72,28,0,0
2023,Josh Weddle,17,08/07/2023,Giants,Loss 72-85,20,0,0
2023,Seamus Mitchell,17,08/07/2023,Giants,Loss 72-85,20,0,0
2023,Seamus Mitchell,5,16/04/2023,Giants,Loss 75-77,17,0,0
2023,Ned Reeves,17,08/07/2023,Giants,Loss 72-85,10,0,0
2023,Ned Reeves,5,16/04/2023,Giants,Loss 75-77,10,0,0
2022,Ned Reeves,16,03/07/2022,Giants,Loss 50-72,13,0,0
2023,Chad Wingard,17,08/07/2023,Giants,Loss 72-85,16,2,0
2023,Chad Wingard,5,16/04/2023,Giants,Loss 75-77,3,0,2
2021,Chad Wingard,15,27/06/2021,Giants,Win 90-72,8,1,0
2023,Luke Breust,5,16/04/2023,Giants,Loss 75-77,14,1,0
2022,Luke Breust,16,03/07/2022,Giants,Loss 50-72,14,1,0
2021,Luke Breust,15,27/06/2021,Giants,Win 90-72,10,1,1
2023,Lloyd Meek,5,16/04/2023,Giants,Loss 75-77,10,0,1
2022,Lloyd Meek,23,20/08/2022,Giants,Win 89-69,15,0,0
2021,Lloyd Meek,2,28/03/2021,Giants,Win 87-56,13,0,0
2023,Changkuoth Jiath,5,16/04/2023,Giants,Loss 75-77,11,0,0
2022,Changkuoth Jiath,16,03/07/2022,Giants,Loss 50-72,16,0,0
2021,Changkuoth Jiath,15,27/06/2021,Giants,Win 90-72,22,0,0
