Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Green,17,08/07/2023,Hawks,Win 85-72,17,1,0
2023,Tom Green,5,16/04/2023,Hawks,Win 77-75,32,0,0
2022,Tom Green,16,03/07/2022,Hawks,Win 72-50,23,0,0
2023,Stephen Coniglio,17,08/07/2023,Hawks,Win 85-72,30,3,0
2023,Stephen Coniglio,5,16/04/2023,Hawks,Win 77-75,33,0,0
2022,Stephen Coniglio,16,03/07/2022,Hawks,Win 72-50,31,0,0
2023,Josh Kelly,17,08/07/2023,Hawks,Win 85-72,6,0,0
2023,Josh Kelly,5,16/04/2023,Hawks,Win 77-75,21,0,0
2022,Josh Kelly,16,03/07/2022,Hawks,Win 72-50,30,0,0
2021,Josh Kelly,15,27/06/2021,Hawks,Loss 72-90,25,0,2
2023,Lachie Whitfield,17,08/07/2023,Hawks,Win 85-72,21,0,0
2023,Lachie Whitfield,5,16/04/2023,Hawks,Win 77-75,23,0,0
2022,Lachie Whitfield,16,03/07/2022,Hawks,Win 72-50,32,0,0
2021,Lachie Whitfield,15,27/06/2021,Hawks,Loss 72-90,32,0,0
2023,Kieren Briggs,17,08/07/2023,Hawks,Win 85-72,17,0,1
2021,Kieren Briggs,15,27/06/2021,Hawks,Loss 72-90,14,1,0
2023,Toby Greene,17,08/07/2023,Hawks,Win 85-72,17,0,2
2023,Toby Greene,5,16/04/2023,Hawks,Win 77-75,24,3,2
2022,Toby Greene,16,03/07/2022,Hawks,Win 72-50,13,0,0
2021,Toby Greene,15,27/06/2021,Hawks,Loss 72-90,16,2,1
2023,Lachie Ash,17,08/07/2023,Hawks,Win 85-72,19,0,0
2023,Lachie Ash,5,16/04/2023,Hawks,Win 77-75,18,0,0
2022,Lachie Ash,16,03/07/2022,Hawks,Win 72-50,21,0,1
2023,Finn Callaghan,17,08/07/2023,Hawks,Win 85-72,19,0,0
2023,Finn Callaghan,5,16/04/2023,Hawks,Win 77-75,18,0,0
2023,Jesse Hogan,17,08/07/2023,Hawks,Win 85-72,15,4,1
2023,Jesse Hogan,5,16/04/2023,Hawks,Win 77-75,16,2,4
2022,Jesse Hogan,16,03/07/2022,Hawks,Win 72-50,22,2,2
2023,Harry Himmelberg,17,08/07/2023,Hawks,Win 85-72,22,0,0
2023,Harry Himmelberg,5,16/04/2023,Hawks,Win 77-75,12,2,3
2022,Harry Himmelberg,16,03/07/2022,Hawks,Win 72-50,18,0,0
2021,Harry Himmelberg,15,27/06/2021,Hawks,Loss 72-90,10,0,0
2023,Callan Ward,17,08/07/2023,Hawks,Win 85-72,19,0,1
2023,Callan Ward,5,16/04/2023,Hawks,Win 77-75,17,1,1
2022,Callan Ward,16,03/07/2022,Hawks,Win 72-50,22,1,0
2021,Callan Ward,15,27/06/2021,Hawks,Loss 72-90,20,2,0
2023,Harry Perryman,17,08/07/2023,Hawks,Win 85-72,19,0,0
2021,Harry Perryman,15,27/06/2021,Hawks,Loss 72-90,29,1,0
2021,Brent Daniels,15,27/06/2021,Hawks,Loss 72-90,10,0,0
2023,Isaac Cumming,17,08/07/2023,Hawks,Win 85-72,18,0,0
2023,Isaac Cumming,5,16/04/2023,Hawks,Win 77-75,25,0,0
2022,Isaac Cumming,16,03/07/2022,Hawks,Win 72-50,29,0,0
2021,Isaac Cumming,15,27/06/2021,Hawks,Loss 72-90,27,0,0
2023,Connor Idun,17,08/07/2023,Hawks,Win 85-72,18,0,0
2023,Connor Idun,5,16/04/2023,Hawks,Win 77-75,23,0,0
2022,Connor Idun,16,03/07/2022,Hawks,Win 72-50,9,0,0
2021,Connor Idun,15,27/06/2021,Hawks,Loss 72-90,10,0,0
2023,Nick Haynes,17,08/07/2023,Hawks,Win 85-72,7,0,0
2023,Nick Haynes,5,16/04/2023,Hawks,Win 77-75,15,0,0
2022,Nick Haynes,16,03/07/2022,Hawks,Win 72-50,13,0,0
2021,Nick Haynes,15,27/06/2021,Hawks,Loss 72-90,18,0,0
2023,Toby Bedford,17,08/07/2023,Hawks,Win 85-72,10,0,1
2022,Toby Bedford,7,30/04/2022,Hawks,Win 91-81,9,2,0
2023,Xavier O'Halloran,17,08/07/2023,Hawks,Win 85-72,6,0,0
2023,Xavier O'Halloran,5,16/04/2023,Hawks,Win 77-75,14,0,0
2022,Xavier O'Halloran,16,03/07/2022,Hawks,Win 72-50,7,0,0
2023,Jack Buckley,17,08/07/2023,Hawks,Win 85-72,16,0,0
2023,Jack Buckley,5,16/04/2023,Hawks,Win 77-75,16,0,0
2021,Jack Buckley,15,27/06/2021,Hawks,Loss 72-90,7,0,0
2023,Sam Taylor,17,08/07/2023,Hawks,Win 85-72,19,0,0
2023,Sam Taylor,5,16/04/2023,Hawks,Win 77-75,20,0,0
2022,Sam Taylor,16,03/07/2022,Hawks,Win 72-50,20,0,0
2023,Jake Riccardi,17,08/07/2023,Hawks,Win 85-72,14,3,3
2023,Callum M. Brown,17,08/07/2023,Hawks,Win 85-72,10,0,2
2022,Callum M. Brown,16,03/07/2022,Hawks,Win 72-50,13,4,1
2023,James Peatling,5,16/04/2023,Hawks,Win 77-75,7,0,0
2023,Cooper Hamilton,5,16/04/2023,Hawks,Win 77-75,16,0,0
2023,Lachlan Keeffe,17,08/07/2023,Hawks,Win 85-72,2,0,0
2023,Harry Rowston,5,16/04/2023,Hawks,Win 77-75 ,6,0,1
2022,Jacob Wehr,16,03/07/2022,Hawks,Win 72-50,15,2,0
2023,Adam Kennedy,5,16/04/2023,Hawks,Win 77-75,6,0,0
2022,Adam Kennedy,16,03/07/2022,Hawks,Win 72-50,12,0,0
2021,Adam Kennedy,15,27/06/2021,Hawks,Loss 72-90,17,0,1
2023,Aaron Cadman,5,16/04/2023,Hawks,Win 77-75,6,1,0
