Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Nick Daicos,15,25/06/2023,Crows,Win 82-80,37,1,0
2023,Nick Daicos,7,30/04/2023,Crows,Win 59-58,27,0,0
2022,Nick Daicos,18,16/07/2022,Crows,Win 91-86,40,3,0
2022,Nick Daicos,2,26/03/2022,Crows,Win 100-58,22,0,0
2023,Josh Daicos,15,25/06/2023,Crows,Win 82-80,33,1,0
2023,Josh Daicos,7,30/04/2023,Crows,Win 59-58,31,1,1
2022,Josh Daicos,18,16/07/2022,Crows,Win 91-86,24,0,1
2022,Josh Daicos,2,26/03/2022,Crows,Win 100-58,25,0,0
2021,Josh Daicos,12,05/06/2021,Crows,Win 78-73,18,1,0
2023,Tom Mitchell,15,25/06/2023,Crows,Win 82-80,27,1,1
2023,Tom Mitchell,7,30/04/2023,Crows,Win 59-58,29,0,0
2022,Tom Mitchell,17,10/07/2022,Crows,Win 86-54,28,0,0
2021,Tom Mitchell,19,24/07/2021,Crows,Loss 83-102,29,1,0
2021,Tom Mitchell,6,25/04/2021,Crows,Win 102-99,25,0,0
2023,Scott Pendlebury,15,25/06/2023,Crows,Win 82-80,24,0,0
2022,Scott Pendlebury,18,16/07/2022,Crows,Win 91-86,29,1,0
2022,Scott Pendlebury,2,26/03/2022,Crows,Win 100-58,28,0,0
2021,Scott Pendlebury,12,05/06/2021,Crows,Win 78-73,21,0,0
2023,Jordan De Goey,7,30/04/2023,Crows,Win 59-58,24,0,0
2022,Jordan De Goey,2,26/03/2022,Crows,Win 100-58,24,1,0
2021,Jordan De Goey,12,05/06/2021,Crows,Win 78-73,15,1,1
2023,Darcy Cameron,15,25/06/2023,Crows,Win 82-80,19,0,1
2022,Darcy Cameron,18,16/07/2022,Crows,Win 91-86,17,1,0
2022,Darcy Cameron,2,26/03/2022,Crows,Win 100-58,6,1,0
2021,Darcy Cameron,12,05/06/2021,Crows,Win 78-73,8,0,0
2023,Jack Crisp,15,25/06/2023,Crows,Win 82-80,14,0,2
2023,Jack Crisp,7,30/04/2023,Crows,Win 59-58,19,0,0
2022,Jack Crisp,18,16/07/2022,Crows,Win 91-86,18,0,0
2022,Jack Crisp,2,26/03/2022,Crows,Win 100-58,26,0,1
2021,Jack Crisp,12,05/06/2021,Crows,Win 78-73,31,0,0
2023,John Noble,15,25/06/2023,Crows,Win 82-80,14,0,0
2023,John Noble,7,30/04/2023,Crows,Win 59-58,23,1,0
2022,John Noble,18,16/07/2022,Crows,Win 91-86,13,0,0
2022,John Noble,2,26/03/2022,Crows,Win 100-58,17,0,0
2021,John Noble,12,05/06/2021,Crows,Win 78-73,15,0,0
2023,Steele Sidebottom,7,30/04/2023,Crows,Win 59-58,24,0,1
2022,Steele Sidebottom,18,16/07/2022,Crows,Win 91-86,20,1,0
2022,Steele Sidebottom,2,26/03/2022,Crows,Win 100-58,19,1,1
2021,Steele Sidebottom,12,05/06/2021,Crows,Win 78-73,22,1,1
2023,Lachie Schultz,4,08/04/2023,Crows,Loss 72-111,12,2,0
2022,Lachie Schultz,1,20/03/2022,Crows,Win 83-82,9,3,2
2021,Lachie Schultz,5,18/04/2021,Crows,Win 84-72,13,2,0
2023,Brayden Maynard,15,25/06/2023,Crows,Win 82-80,27,0,0
2023,Brayden Maynard,7,30/04/2023,Crows,Win 59-58,21,0,0
