Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,15,25/06/2023,Magpies,Loss 80-82,35,0,0
2023,Jordan Dawson,7,30/04/2023,Magpies,Loss 58-59,30,0,0
2022,Jordan Dawson,18,16/07/2022,Magpies,Loss 86-91,20,0,0
2022,Jordan Dawson,2,26/03/2022,Magpies,Loss 58-100,28,1,0
2021,Jordan Dawson,9,15/05/2021,Magpies,Win 72-42,15,0,0
2023,Rory Laird,15,25/06/2023,Magpies,Loss 80-82,31,0,0
2023,Rory Laird,7,30/04/2023,Magpies,Loss 58-59,29,0,0
2022,Rory Laird,18,16/07/2022,Magpies,Loss 86-91,31,0,1
2021,Rory Laird,12,05/06/2021,Magpies,Loss 73-78,40,0,0
2022,Matt Crouch,2,26/03/2022,Magpies,Loss 58-100,29,0,0
2023,Reilly O'Brien,15,25/06/2023,Magpies,Loss 80-82,12,0,0
2023,Reilly O'Brien,7,30/04/2023,Magpies,Loss 58-59,12,0,0
2022,Reilly O'Brien,18,16/07/2022,Magpies,Loss 86-91,13,0,0
2022,Reilly O'Brien,2,26/03/2022,Magpies,Loss 58-100,14,0,0
2021,Reilly O'Brien,12,05/06/2021,Magpies,Loss 73-78,19,0,0
2023,Brodie Smith,15,25/06/2023,Magpies,Loss 80-82,19,0,1
2023,Brodie Smith,7,30/04/2023,Magpies,Loss 58-59,19,0,0
2022,Brodie Smith,18,16/07/2022,Magpies,Loss 86-91,19,0,0
2022,Brodie Smith,2,26/03/2022,Magpies,Loss 58-100,30,1,0
2021,Brodie Smith,12,05/06/2021,Magpies,Loss 73-78,26,0,0
2023,Taylor Walker,15,25/06/2023,Magpies,Loss 80-82,13,5,1
2023,Taylor Walker,7,30/04/2023,Magpies,Loss 58-59,7,1,0
2022,Taylor Walker,18,16/07/2022,Magpies,Loss 86-91,13,5,1
2021,Taylor Walker,12,05/06/2021,Magpies,Loss 73-78,22,2,6
2023,Ben Keays,15,25/06/2023,Magpies,Loss 80-82,29,0,1
2023,Ben Keays,7,30/04/2023,Magpies,Loss 58-59,12,0,0
2022,Ben Keays,18,16/07/2022,Magpies,Loss 86-91,22,0,0
2022,Ben Keays,2,26/03/2022,Magpies,Loss 58-100,37,0,0
2021,Ben Keays,12,05/06/2021,Magpies,Loss 73-78,33,0,1
2023,Mitchell Hinge,15,25/06/2023,Magpies,Loss 80-82,23,0,0
2023,Mitchell Hinge,7,30/04/2023,Magpies,Loss 58-59,18,0,0
