Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Rowan Marshall,23,19/08/2023,Cats,Win 88-55,24,1,1
2022,Rowan Marshall,21,06/08/2022,Cats,Loss 65-110,21,0,0
2022,Rowan Marshall,9,14/05/2022,Cats,Win 90-80,12,1,1
2021,Rowan Marshall,22,14/08/2021,Cats,Loss 71-85,9,0,0
2021,Rowan Marshall,9,14/05/2021,Cats,Loss 47-68,10,0,1
2023,Brad Crouch,23,19/08/2023,Cats,Win 88-55,29,0,0
2022,Brad Crouch,21,06/08/2022,Cats,Loss 65-110,28,0,0
2022,Brad Crouch,9,14/05/2022,Cats,Win 90-80,36,0,1
2021,Brad Crouch,22,14/08/2021,Cats,Loss 71-85,24,2,0
2021,Brad Crouch,9,14/05/2021,Cats,Loss 47-68,28,0,1
2023,Jack Sinclair,23,19/08/2023,Cats,Win 88-55,38,0,0
2022,Jack Sinclair,21,06/08/2022,Cats,Loss 65-110,23,1,0
2022,Jack Sinclair,9,14/05/2022,Cats,Win 90-80,31,0,0
2021,Jack Sinclair,22,14/08/2021,Cats,Loss 71-85,20,0,0
2021,Jack Sinclair,9,14/05/2021,Cats,Loss 47-68,17,0,0
2023,Jack Steele,23,19/08/2023,Cats,Win 88-55,27,0,0
2022,Jack Steele,21,06/08/2022,Cats,Loss 65-110,20,1,0
2022,Jack Steele,9,14/05/2022,Cats,Win 90-80,22,0,0
2021,Jack Steele,22,14/08/2021,Cats,Loss 71-85,30,0,0
2021,Jack Steele,9,14/05/2021,Cats,Loss 47-68,23,1,0
2023,Mason Wood,23,19/08/2023,Cats,Win 88-55,23,0,1
2022,Mason Wood,21,06/08/2022,Cats,Loss 65-110,20,1,1
2022,Mason Wood,9,14/05/2022,Cats,Win 90-80,19,1,1
2023,Nasiah Wanganeen-Milera,23,19/08/2023,Cats,Win 88-55,22,0,0
2023,Callum Wilkie,23,19/08/2023,Cats,Win 88-55,21,0,0
2022,Callum Wilkie,21,06/08/2022,Cats,Loss 65-110,15,0,0
2022,Callum Wilkie,9,14/05/2022,Cats,Win 90-80,19,0,0
2021,Callum Wilkie,22,14/08/2021,Cats,Loss 71-85,9,0,0
2021,Callum Wilkie,9,14/05/2021,Cats,Loss 47-68,10,0,0
2023,Liam Henry,20,29/07/2023,Cats,Win 71-64,16,0,0
2021,Liam Henry,18,15/07/2021,Cats,Loss 31-100,7,0,0
2023,Bradley Hill,23,19/08/2023,Cats,Win 88-55,31,0,1
2022,Bradley Hill,21,06/08/2022,Cats,Loss 65-110,26,0,0
2022,Bradley Hill,9,14/05/2022,Cats,Win 90-80,20,0,0
2021,Bradley Hill,22,14/08/2021,Cats,Loss 71-85,9,0,0
2021,Bradley Hill,9,14/05/2021,Cats,Loss 47-68,18,0,0
2023,Mitch Owens,23,19/08/2023,Cats,Win 88-55,17,1,0
2022,Mitch Owens,21,06/08/2022,Cats,Loss 65-110,11,0,0
2023,Liam Stocker,23,19/08/2023,Cats,Win 88-55,20,0,0
2022,Liam Stocker,18,16/07/2022,Cats,Loss 55-85,15,0,0
2021,Liam Stocker,17,10/07/2021,Cats,Loss 44-70,13,0,0
2023,Sebastian Ross,23,19/08/2023,Cats,Win 88-55,7,0,0
2022,Sebastian Ross,21,06/08/2022,Cats,Loss 65-110,23,0,0
2022,Sebastian Ross,9,14/05/2022,Cats,Win 90-80,23,0,0
2021,Sebastian Ross,22,14/08/2021,Cats,Loss 71-85,16,0,0
2021,Sebastian Ross,9,14/05/2021,Cats,Loss 47-68,26,0,1
2023,Hunter Clark,23,19/08/2023,Cats,Win 88-55,18,0,0
2022,Hunter Clark,21,06/08/2022,Cats,Loss 65-110,18,0,0
