Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Andrew Brayshaw,22,12/08/2023,Eagles,Win 134-33,33,0,0
2023,Andrew Brayshaw,3,02/04/2023,Eagles,Win 108-67,28,1,0
2022,Andrew Brayshaw,22,13/08/2022,Eagles,Win 71-47,22,1,0
2022,Andrew Brayshaw,3,03/04/2022,Eagles,Win 102-47,26,0,2
2021,Andrew Brayshaw,7,02/05/2021,Eagles,Loss 73-132,32,0,0
2023,Caleb Serong,22,12/08/2023,Eagles,Win 134-33,30,0,0
2023,Caleb Serong,3,02/04/2023,Eagles,Win 108-67,35,0,0
2022,Caleb Serong,22,13/08/2022,Eagles,Win 71-47,25,1,1
2021,Caleb Serong,22,15/08/2021,Eagles,Win 79-64,31,2,0
2021,Caleb Serong,7,02/05/2021,Eagles,Loss 73-132,18,1,2
2023,Luke Ryan,22,12/08/2023,Eagles,Win 134-33,19,0,0
2023,Luke Ryan,3,02/04/2023,Eagles,Win 108-67,19,0,0
2022,Luke Ryan,22,13/08/2022,Eagles,Win 71-47,14,0,0
2022,Luke Ryan,3,03/04/2022,Eagles,Win 102-47,20,0,0
2021,Luke Ryan,22,15/08/2021,Eagles,Win 79-64,26,0,0
2023,Sean Darcy,3,02/04/2023,Eagles,Win 108-67,20,1,2
2022,Sean Darcy,22,13/08/2022,Eagles,Win 71-47,16,1,2
2021,Sean Darcy,22,15/08/2021,Eagles,Win 79-64,17,1,0
2021,Sean Darcy,7,02/05/2021,Eagles,Loss 73-132,15,0,0
2023,Hayden Young,22,12/08/2023,Eagles,Win 134-33,25,0,0
2023,Hayden Young,3,02/04/2023,Eagles,Win 108-67,18,1,0
2022,Hayden Young,22,13/08/2022,Eagles,Win 71-47,17,0,0
2022,Hayden Young,3,03/04/2022,Eagles,Win 102-47,16,0,0
2021,Hayden Young,22,15/08/2021,Eagles,Win 79-64,16,0,0
2023,Luke Jackson,22,12/08/2023,Eagles,Win 134-33,19,1,1
2023,Luke Jackson,3,02/04/2023,Eagles,Win 108-67,12,2,0
2022,Luke Jackson,9,15/05/2022,Eagles,Win 112-38,19,0,1
2021,Luke Jackson,21,09/08/2021,Eagles,Win 72-63,21,0,1
2023,Jordan Clark,22,12/08/2023,Eagles,Win 134-33,28,0,0
2023,Jordan Clark,3,02/04/2023,Eagles,Win 108-67,17,0,0
2022,Jordan Clark,22,13/08/2022,Eagles,Win 71-47,20,0,0
2022,Jordan Clark,3,03/04/2022,Eagles,Win 102-47,21,0,0
2021,Jordan Clark,6,24/04/2021,Eagles,Win 136-39,5,0,0
2023,Jaeger O'Meara,22,12/08/2023,Eagles,Win 134-33,14,1,0
2023,Jaeger O'Meara,3,02/04/2023,Eagles,Win 108-67,17,0,0
2022,Jaeger O'Meara,18,17/07/2022,Eagles,Win 102-77,18,0,0
2023,James Aish,22,12/08/2023,Eagles,Win 134-33,21,1,1
2023,James Aish,3,02/04/2023,Eagles,Win 108-67,31,0,0
2022,James Aish,22,13/08/2022,Eagles,Win 71-47,22,0,1
2022,James Aish,3,03/04/2022,Eagles,Win 102-47,20,0,0
2021,James Aish,22,15/08/2021,Eagles,Win 79-64,20,0,0
2021,James Aish,7,02/05/2021,Eagles,Loss 73-132,21,0,0
2023,Corey Wagner,22,12/08/2023,Eagles,Win 134-33,20,0,0
2023,Brennan Cox,22,12/08/2023,Eagles,Win 134-33,24,0,0
2023,Brennan Cox,3,02/04/2023,Eagles,Win 108-67,8,0,0
2022,Brennan Cox,22,13/08/2022,Eagles,Win 71-47,10,0,0
2022,Brennan Cox,3,03/04/2022,Eagles,Win 102-47,14,0,0
2021,Brennan Cox,7,02/05/2021,Eagles,Loss 73-132,16,0,0
2022,Will Brodie,22,13/08/2022,Eagles,Win 71-47,28,0,0
2022,Will Brodie,3,03/04/2022,Eagles,Win 102-47,23,0,0
2021,Will Brodie,1,21/03/2021,Eagles,Loss 58-83,18,0,1
2023,Sam Switkowski,22,12/08/2023,Eagles,Win 134-33,22,0,0
2023,Sam Switkowski,3,02/04/2023,Eagles,Win 108-67,21,2,0
2022,Sam Switkowski,22,13/08/2022,Eagles,Win 71-47,14,0,0
2022,Sam Switkowski,3,03/04/2022,Eagles,Win 102-47,19,1,0
2021,Sam Switkowski,22,15/08/2021,Eagles,Win 79-64,13,0,0
2023,Heath Chapman,3,02/04/2023,Eagles,Win 108-67,6,0,0
2022,Heath Chapman,22,13/08/2022,Eagles,Win 71-47,17,0,0
2022,Heath Chapman,3,03/04/2022,Eagles,Win 102-47,23,0,0
2021,Heath Chapman,7,02/05/2021,Eagles,Loss 73-132,11,0,0
2023,Michael Frederick,22,12/08/2023,Eagles,Win 134-33,9,1,0
2023,Michael Frederick,3,02/04/2023,Eagles,Win 108-67,17,2,1
2022,Michael Frederick,22,13/08/2022,Eagles,Win 71-47,10,2,2
2022,Michael Frederick,3,03/04/2022,Eagles,Win 102-47,13,2,1
2021,Michael Frederick,7,02/05/2021,Eagles,Loss 73-132,7,1,0
2023,Matthew Johnson,22,12/08/2023,Eagles,Win 134-33,21,1,1
2023,Matthew Johnson,3,02/04/2023,Eagles,Win 108-67,6,0,0
2023,Nathan O'Driscoll,3,02/04/2023,Eagles,Win 108-67,12,0,2
2022,Nathan O'Driscoll,22,13/08/2022,Eagles,Win 71-47,15,0,0
2022,Nathan O'Driscoll,3,03/04/2022,Eagles,Win 102-47,12,1,1
2023,Ethan Hughes,3,02/04/2023,Eagles,Win 108-67,12,0,0
2021,Ethan Hughes,7,02/05/2021,Eagles,Loss 73-132,7,0,0
2023,Josh Treacy,22,12/08/2023,Eagles,Win 134-33,10,0,0
2021,Josh Treacy,22,15/08/2021,Eagles,Win 79-64,5,1,0
2023,Neil Erasmus,22,12/08/2023,Eagles,Win 134-33,11,1,0
2022,Neil Erasmus,3,03/04/2022,Eagles,Win 102-47,18,0,1
2023,Michael Walters,22,12/08/2023,Eagles,Win 134-33,15,1,2
2023,Michael Walters,3,02/04/2023,Eagles,Win 108-67,8,4,1
2022,Michael Walters,22,13/08/2022,Eagles,Win 71-47,19,2,0
2022,Michael Walters,3,03/04/2022,Eagles,Win 102-47,17,1,2
2021,Michael Walters,7,02/05/2021,Eagles,Loss 73-132,21,1,0
2021,Nat Fyfe,7,02/05/2021,Eagles,Loss 73-132,27,0,0
2023,Jye Amiss,22,12/08/2023,Eagles,Win 134-33,12,4,3
2023,Jye Amiss,3,02/04/2023,Eagles,Win 108-67,9,2,1
2022,Bailey Banfield,22,13/08/2022,Eagles,Win 71-47,2,0,0
2022,Bailey Banfield,3,03/04/2022,Eagles,Win 102-47,7,1,1
2021,Bailey Banfield,22,15/08/2021,Eagles,Win 79-64,19,0,0
2023,Alex Pearce,22,12/08/2023,Eagles,Win 134-33,12,0,0
2023,Alex Pearce,3,02/04/2023,Eagles,Win 108-67,13,0,0
2022,Alex Pearce,22,13/08/2022,Eagles,Win 71-47,11,0,0
2022,Alex Pearce,3,03/04/2022,Eagles,Win 102-47,7,0,0
2021,Alex Pearce,22,15/08/2021,Eagles,Win 79-64,9,0,0
2023,Sam Sturt,22,12/08/2023,Eagles,Win 134-33,12,4,0
2023,Matt Taberner,3,02/04/2023,Eagles,Win 108-67,11,0,0
2022,Matt Taberner,3,03/04/2022,Eagles,Win 102-47,11,3,1
2021,Matt Taberner,22,15/08/2021,Eagles,Win 79-64,13,3,0
2021,Matt Taberner,7,02/05/2021,Eagles,Loss 73-132,10,3,1
2022,Brandon Walker,22,13/08/2022,Eagles,Win 71-47,22,0,0
2022,Brandon Walker,3,03/04/2022,Eagles,Win 102-47,15,0,0
2021,Brandon Walker,22,15/08/2021,Eagles,Win 79-64,13,0,1
2023,Karl Worner,22,12/08/2023,Eagles,Win 134-33,15,0,0
2023,Josh Corbett,22,12/08/2023,Eagles,Win 134-33,7,0,0
2022,Jeremy Sharp,20,31/07/2022,Eagles,Win 107-104,19,2,0
2022,Jeremy Sharp,1,20/03/2022,Eagles,Win 107-80,11,1,0
