Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Kelly,22,12/08/2023,Dockers,Loss 33-134,26,1,0
2023,Tim Kelly,3,02/04/2023,Dockers,Loss 67-108,33,0,2
2021,Tim Kelly,22,15/08/2021,Dockers,Loss 64-79,7,0,0
2021,Tim Kelly,7,02/05/2021,Dockers,Win 132-73,42,0,2
2023,Liam Duggan,22,12/08/2023,Dockers,Loss 33-134,25,0,0
2023,Liam Duggan,3,02/04/2023,Dockers,Loss 67-108,18,0,0
2022,Liam Duggan,22,13/08/2022,Dockers,Loss 47-71,30,0,1
2021,Liam Duggan,7,02/05/2021,Dockers,Win 132-73,19,0,0
2023,Dom Sheed,3,02/04/2023,Dockers,Loss 67-108,22,1,1
2021,Dom Sheed,22,15/08/2021,Dockers,Loss 64-79,16,0,0
2021,Dom Sheed,7,02/05/2021,Dockers,Win 132-73,30,0,0
2023,Alex Witherden,22,12/08/2023,Dockers,Loss 33-134,24,0,0
2023,Alex Witherden,3,02/04/2023,Dockers,Loss 67-108,7,0,0
2022,Alex Witherden,3,03/04/2022,Dockers,Loss 47-102,23,0,0
2021,Alex Witherden,22,15/08/2021,Dockers,Loss 64-79,25,1,0
2021,Alex Witherden,7,02/05/2021,Dockers,Win 132-73,17,0,0
2023,Jayden Hunt,22,12/08/2023,Dockers,Loss 33-134,18,0,1
2023,Jayden Hunt,3,02/04/2023,Dockers,Loss 67-108,22,1,0
2022,Jayden Hunt,20,29/07/2022,Dockers,Win 85-39,12,0,1
2022,Jayden Hunt,11,28/05/2022,Dockers,Loss 56-94,8,0,0
2021,Jayden Hunt,1,20/03/2021,Dockers,Win 80-58,10,0,0
2023,Bailey J. Williams,22,12/08/2023,Dockers,Loss 33-134,5,0,0
2023,Bailey J. Williams,3,02/04/2023,Dockers,Loss 67-108,13,0,0
2023,Jake Waterman,3,02/04/2023,Dockers,Loss 67-108,12,1,0
2022,Jake Waterman,22,13/08/2022,Dockers,Loss 47-71,4,2,1
2022,Jake Waterman,3,03/04/2022,Dockers,Loss 47-102,0,0,0
2021,Jake Waterman,7,02/05/2021,Dockers,Win 132-73,15,3,0
2021,Matt Flynn,2,28/03/2021,Dockers,Loss 56-87,12,0,0
2023,Liam Ryan,3,02/04/2023,Dockers,Loss 67-108,9,0,0
2022,Liam Ryan,22,13/08/2022,Dockers,Loss 47-71,12,0,1
2022,Liam Ryan,3,03/04/2022,Dockers,Loss 47-102,11,1,0
2021,Liam Ryan,22,15/08/2021,Dockers,Loss 64-79,13,3,1
2023,Andrew Gaff,22,12/08/2023,Dockers,Loss 33-134,19,1,0
2023,Andrew Gaff,3,02/04/2023,Dockers,Loss 67-108,28,0,0
2022,Andrew Gaff,22,13/08/2022,Dockers,Loss 47-71,22,0,0
2022,Andrew Gaff,3,03/04/2022,Dockers,Loss 47-102,25,0,0
2021,Andrew Gaff,22,15/08/2021,Dockers,Loss 64-79,32,0,0
2021,Andrew Gaff,7,02/05/2021,Dockers,Win 132-73,35,1,0
2023,Jeremy McGovern,22,12/08/2023,Dockers,Loss 33-134,18,0,0
2023,Jeremy McGovern,3,02/04/2023,Dockers,Loss 67-108,10,0,0
2022,Jeremy McGovern,3,03/04/2022,Dockers,Loss 47-102,21,0,0
2021,Jeremy McGovern,22,15/08/2021,Dockers,Loss 64-79,16,0,0
2023,Elliot Yeo,22,12/08/2023,Dockers,Loss 33-134,13,0,0
2021,Elliot Yeo,22,15/08/2021,Dockers,Loss 64-79,23,0,0
2023,Jamie Cripps,22,12/08/2023,Dockers,Loss 33-134,14,0,1
2023,Jamie Cripps,3,02/04/2023,Dockers,Loss 67-108,6,0,1
2022,Jamie Cripps,22,13/08/2022,Dockers,Loss 47-71,12,0,1
2021,Jamie Cripps,22,15/08/2021,Dockers,Loss 64-79,14,0,3
2021,Jamie Cripps,7,02/05/2021,Dockers,Win 132-73,19,2,2
2023,Jamaine Jones,22,12/08/2023,Dockers,Loss 33-134,15,0,0
2023,Jamaine Jones,3,02/04/2023,Dockers,Loss 67-108,14,0,0
2022,Jamaine Jones,22,13/08/2022,Dockers,Loss 47-71,8,0,0
2022,Jamaine Jones,3,03/04/2022,Dockers,Loss 47-102,9,0,0
2021,Jamaine Jones,7,02/05/2021,Dockers,Win 132-73,21,2,0
2023,Tom Cole,22,12/08/2023,Dockers,Loss 33-134,13,0,0
2023,Tom Cole,3,02/04/2023,Dockers,Loss 67-108,19,0,0
2021,Tom Cole,22,15/08/2021,Dockers,Loss 64-79,18,0,0
2021,Tom Cole,7,02/05/2021,Dockers,Win 132-73,17,0,0
2023,Oscar Allen,22,12/08/2023,Dockers,Loss 33-134,9,1,2
2023,Oscar Allen,3,02/04/2023,Dockers,Loss 67-108,12,3,3
2021,Oscar Allen,22,15/08/2021,Dockers,Loss 64-79,12,0,1
2021,Oscar Allen,7,02/05/2021,Dockers,Win 132-73,11,0,0
2022,Brady Hough,22,13/08/2022,Dockers,Loss 47-71,11,0,0
2022,Brady Hough,3,03/04/2022,Dockers,Loss 47-102,12,0,0
2023,Jack Darling,22,12/08/2023,Dockers,Loss 33-134,4,0,0
2023,Jack Darling,3,02/04/2023,Dockers,Loss 67-108,9,3,2
2022,Jack Darling,22,13/08/2022,Dockers,Loss 47-71,8,1,1
2022,Jack Darling,3,03/04/2022,Dockers,Loss 47-102,12,1,1
2021,Jack Darling,22,15/08/2021,Dockers,Loss 64-79,13,2,2
2021,Jack Darling,7,02/05/2021,Dockers,Win 132-73,17,3,2
2023,Reuben Ginbey,3,02/04/2023,Dockers,Loss 67-108,20,0,0
2023,Tom Barrass,3,02/04/2023,Dockers,Loss 67-108,21,0,0
2022,Tom Barrass,22,13/08/2022,Dockers,Loss 47-71,20,0,0
2021,Tom Barrass,22,15/08/2021,Dockers,Loss 64-79,14,0,0
2022,Jack Petruccelle,3,03/04/2022,Dockers,Loss 47-102,11,1,0
2021,Jack Petruccelle,22,15/08/2021,Dockers,Loss 64-79,11,0,0
2021,Jack Petruccelle,7,02/05/2021,Dockers,Win 132-73,9,1,1
2023,Tyler Brockman,8,06/05/2023,Dockers,Loss 48-117,9,0,1
