Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Josh Dunkley,21,06/08/2023,Dockers,Win 77-74,17,0,0
2023,Josh Dunkley,7,29/04/2023,Dockers,Win 115-67,28,0,0
2022,Josh Dunkley,Elimination Final,03/09/2022,Dockers,Loss 60-73,23,1,0
2022,Josh Dunkley,21,06/08/2022,Dockers,Loss 78-95,33,1,1
2023,Lachie Neale,21,06/08/2023,Dockers,Win 77-74,25,0,0
2023,Lachie Neale,7,29/04/2023,Dockers,Win 115-67,35,0,1
2022,Lachie Neale,12,05/06/2022,Dockers,Loss 85-99,31,0,0
2023,Hugh McCluggage,21,06/08/2023,Dockers,Win 77-74,22,1,0
2023,Hugh McCluggage,7,29/04/2023,Dockers,Win 115-67,21,0,1
2022,Hugh McCluggage,12,05/06/2022,Dockers,Loss 85-99,24,0,1
2021,Hugh McCluggage,21,08/08/2021,Dockers,Win 118-54,29,0,1
2021,Hugh McCluggage,8,09/05/2021,Dockers,Win 95-71,27,1,0
2023,Dayne Zorko,21,06/08/2023,Dockers,Win 77-74,20,0,0
2023,Dayne Zorko,7,29/04/2023,Dockers,Win 115-67,19,0,2
2022,Dayne Zorko,12,05/06/2022,Dockers,Loss 85-99,21,0,0
2021,Dayne Zorko,21,08/08/2021,Dockers,Win 118-54,34,1,1
2021,Dayne Zorko,8,09/05/2021,Dockers,Win 95-71,21,0,1
2023,Will Ashcroft,7,29/04/2023,Dockers,Win 115-67,28,2,1
2023,Oscar McInerney,7,29/04/2023,Dockers,Win 115-67,13,0,1
2022,Oscar McInerney,12,05/06/2022,Dockers,Loss 85-99,10,0,0
2021,Oscar McInerney,21,08/08/2021,Dockers,Win 118-54,17,2,0
2021,Oscar McInerney,8,09/05/2021,Dockers,Win 95-71,8,1,0
2023,Joe Daniher,21,06/08/2023,Dockers,Win 77-74,12,2,1
2023,Joe Daniher,7,29/04/2023,Dockers,Win 115-67,14,3,1
2021,Joe Daniher,21,08/08/2021,Dockers,Win 118-54,17,4,1
2021,Joe Daniher,8,09/05/2021,Dockers,Win 95-71,16,2,0
2023,Jarrod Berry,21,06/08/2023,Dockers,Win 77-74,28,1,0
2023,Jarrod Berry,7,29/04/2023,Dockers,Win 115-67,16,0,0
2022,Jarrod Berry,12,05/06/2022,Dockers,Loss 85-99,15,0,0
2021,Jarrod Berry,21,08/08/2021,Dockers,Win 118-54,14,0,0
2023,Zac Bailey,21,06/08/2023,Dockers,Win 77-74,22,0,1
2023,Zac Bailey,7,29/04/2023,Dockers,Win 115-67,19,2,0
2022,Zac Bailey,12,05/06/2022,Dockers,Loss 85-99,22,4,0
2021,Zac Bailey,21,08/08/2021,Dockers,Win 118-54,19,2,2
2021,Zac Bailey,8,09/05/2021,Dockers,Win 95-71,26,0,1
2023,Keidean Coleman,7,29/04/2023,Dockers,Win 115-67,14,0,0
2022,Keidean Coleman,12,05/06/2022,Dockers,Loss 85-99,15,1,0
2021,Keidean Coleman,21,08/08/2021,Dockers,Win 118-54,7,0,0
2023,Harris Andrews,21,06/08/2023,Dockers,Win 77-74,16,0,0
2023,Harris Andrews,7,29/04/2023,Dockers,Win 115-67,20,0,0
2022,Harris Andrews,12,05/06/2022,Dockers,Loss 85-99,6,0,0
2021,Harris Andrews,21,08/08/2021,Dockers,Win 118-54,20,0,0
2021,Harris Andrews,8,09/05/2021,Dockers,Win 95-71,17,0,0
2023,Conor McKenna,21,06/08/2023,Dockers,Win 77-74,10,0,0
2023,Conor McKenna,7,29/04/2023,Dockers,Win 115-67,14,1,0
2023,Cam Rayner,21,06/08/2023,Dockers,Win 77-74,19,0,1
2023,Cam Rayner,7,29/04/2023,Dockers,Win 115-67,12,1,0
2022,Cam Rayner,12,05/06/2022,Dockers,Loss 85-99,20,0,0
2023,Charlie Cameron,21,06/08/2023,Dockers,Win 77-74,11,2,2
2023,Charlie Cameron,7,29/04/2023,Dockers,Win 115-67,12,2,0
2022,Charlie Cameron,12,05/06/2022,Dockers,Loss 85-99,15,3,0
2021,Charlie Cameron,21,08/08/2021,Dockers,Win 118-54,17,2,0
2021,Charlie Cameron,8,09/05/2021,Dockers,Win 95-71,14,3,5
2023,Ryan Lester,21,06/08/2023,Dockers,Win 77-74,16,0,0
2023,Ryan Lester,7,29/04/2023,Dockers,Win 115-67,13,0,0
2021,Ryan Lester,21,08/08/2021,Dockers,Win 118-54,11,0,0
2021,Ryan Lester,8,09/05/2021,Dockers,Win 95-71,11,0,0
2023,Darcy Wilmot,21,06/08/2023,Dockers,Win 77-74,16,0,0
2023,Darcy Wilmot,7,29/04/2023,Dockers,Win 115-67,15,0,0
2023,Eric Hipwood,21,06/08/2023,Dockers,Win 77-74,14,1,0
2023,Eric Hipwood,7,29/04/2023,Dockers,Win 115-67,8,2,2
2022,Eric Hipwood,12,05/06/2022,Dockers,Loss 85-99,12,1,1
2021,Eric Hipwood,8,09/05/2021,Dockers,Win 95-71,9,1,1
2023,Tom Doedee,4,08/04/2023,Dockers,Win 111-72,18,0,0
2022,Tom Doedee,1,20/03/2022,Dockers,Loss 82-83,17,0,0
2021,Tom Doedee,5,18/04/2021,Dockers,Loss 72-84,23,0,0
2023,Lincoln McCarthy,21,06/08/2023,Dockers,Win 77-74,17,1,1
2023,Lincoln McCarthy,7,29/04/2023,Dockers,Win 115-67,11,3,0
2022,Lincoln McCarthy,12,05/06/2022,Dockers,Loss 85-99,11,1,0
2021,Lincoln McCarthy,21,08/08/2021,Dockers,Win 118-54,11,3,2
2021,Lincoln McCarthy,8,09/05/2021,Dockers,Win 95-71,10,1,1
2023,Callum Ah Chee,21,06/08/2023,Dockers,Win 77-74,13,1,1
2022,Callum Ah Chee,12,05/06/2022,Dockers,Loss 85-99,3,1,0
2021,Callum Ah Chee,21,08/08/2021,Dockers,Win 118-54,11,0,0
2021,Callum Ah Chee,8,09/05/2021,Dockers,Win 95-71,12,1,0
2022,Jarryd Lyons,12,05/06/2022,Dockers,Loss 85-99,24,0,0
2021,Jarryd Lyons,21,08/08/2021,Dockers,Win 118-54,29,0,0
2021,Jarryd Lyons,8,09/05/2021,Dockers,Win 95-71,29,1,0
2023,Jaspa Fletcher,21,06/08/2023,Dockers,Win 77-74 ,8,0,1
2023,Brandon Starcevich,21,06/08/2023,Dockers,Win 77-74,13,0,0
2023,Brandon Starcevich,7,29/04/2023,Dockers,Win 115-67,13,0,0
2022,Brandon Starcevich,12,05/06/2022,Dockers,Loss 85-99,17,0,0
2021,Brandon Starcevich,21,08/08/2021,Dockers,Win 118-54,12,0,0
2021,Brandon Starcevich,8,09/05/2021,Dockers,Win 95-71,12,0,0
2023,Jack Payne,21,06/08/2023,Dockers,Win 77-74,10,0,0
2023,Jack Payne,7,29/04/2023,Dockers,Win 115-67,14,0,0
2023,Darcy Fort,21,06/08/2023,Dockers,Win 77-74,12,0,0
2022,Darcy Fort,12,05/06/2022,Dockers,Loss 85-99,8,0,0
2023,Jaxon Prior,21,06/08/2023,Dockers,Win 77-74,9,0,0
2022,Jaxon Prior,12,05/06/2022,Dockers,Loss 85-99,12,0,0
2021,Jaxon Prior,21,08/08/2021,Dockers,Win 118-54,7,0,0
2021,Jaxon Prior,8,09/05/2021,Dockers,Win 95-71,10,1,0
2022,Darcy Gardiner,12,05/06/2022,Dockers,Loss 85-99,7,0,0
2021,Darcy Gardiner,8,09/05/2021,Dockers,Win 95-71,12,0,0
2023,Brandon Ryan,24,26/08/2023,Dockers,Loss 56-93 ,1,0,0
2023,Deven Robertson,21,06/08/2023,Dockers,Win 77-74,3,0,0
2022,Deven Robertson,12,05/06/2022,Dockers,Loss 85-99,13,0,0
2021,Deven Robertson,8,09/05/2021,Dockers,Win 95-71,9,0,0
2023,Noah Answerth,7,29/04/2023,Dockers,Win 115-67,7,0,0
2022,Noah Answerth,12,05/06/2022,Dockers,Loss 85-99,13,0,0
2022,Darragh Joyce,17,09/07/2022,Dockers,Loss 70-111,7,0,0
2022,Darragh Joyce,2,27/03/2022,Dockers,Win 65-55,11,0,0
