Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,21,05/08/2023,Giants,Win 96-85,32,2,2
2023,Errol Gulden,7,29/04/2023,Giants,Loss 106-107,27,1,0
2022,Errol Gulden,20,30/07/2022,Giants,Win 112-39,33,2,0
2022,Errol Gulden,1,19/03/2022,Giants,Win 112-92,16,1,1
2021,Errol Gulden,Elimination Final,28/08/2021,Giants,Loss 73-74,14,0,0
2021,Errol Gulden,18,18/07/2021,Giants,Win 98-72,19,0,0
2021,Errol Gulden,5,17/04/2021,Giants,Loss 69-71,18,0,0
2023,Chad Warner,21,05/08/2023,Giants,Win 96-85,22,1,0
2023,Chad Warner,7,29/04/2023,Giants,Loss 106-107,29,1,0
2022,Chad Warner,20,30/07/2022,Giants,Win 112-39,20,0,1
2021,Chad Warner,Elimination Final,28/08/2021,Giants,Loss 73-74,11,0,0
2021,Chad Warner,5,17/04/2021,Giants,Loss 69-71,13,0,2
2023,Luke Parker,21,05/08/2023,Giants,Win 96-85,26,0,0
2023,Luke Parker,7,29/04/2023,Giants,Loss 106-107,33,1,0
2022,Luke Parker,20,30/07/2022,Giants,Win 112-39,34,0,1
2022,Luke Parker,1,19/03/2022,Giants,Win 112-92,21,5,1
2021,Luke Parker,Elimination Final,28/08/2021,Giants,Loss 73-74,34,0,1
2021,Luke Parker,18,18/07/2021,Giants,Win 98-72,31,1,0
2021,Luke Parker,5,17/04/2021,Giants,Loss 69-71,21,0,1
2023,Jake Lloyd,21,05/08/2023,Giants,Win 96-85,27,0,0
2023,Jake Lloyd,7,29/04/2023,Giants,Loss 106-107,25,0,0
2022,Jake Lloyd,20,30/07/2022,Giants,Win 112-39,27,0,0
2021,Jake Lloyd,Elimination Final,28/08/2021,Giants,Loss 73-74,21,0,0
2021,Jake Lloyd,18,18/07/2021,Giants,Win 98-72,25,0,0
2021,Jake Lloyd,5,17/04/2021,Giants,Loss 69-71,28,0,1
2023,Callum Mills,21,05/08/2023,Giants,Win 96-85,28,0,1
2023,Callum Mills,7,29/04/2023,Giants,Loss 106-107,23,0,0
2022,Callum Mills,20,30/07/2022,Giants,Win 112-39,27,1,0
2022,Callum Mills,1,19/03/2022,Giants,Win 112-92,21,0,0
2021,Callum Mills,5,17/04/2021,Giants,Loss 69-71,20,0,0
2023,Isaac Heeney,21,05/08/2023,Giants,Win 96-85,7,2,0
2023,Isaac Heeney,7,29/04/2023,Giants,Loss 106-107,19,0,1
2022,Isaac Heeney,20,30/07/2022,Giants,Win 112-39,17,3,2
2022,Isaac Heeney,1,19/03/2022,Giants,Win 112-92,25,3,0
2021,Isaac Heeney,Elimination Final,28/08/2021,Giants,Loss 73-74,21,4,1
2021,Isaac Heeney,18,18/07/2021,Giants,Win 98-72,18,0,0
2023,James Rowbottom,21,05/08/2023,Giants,Win 96-85,24,0,0
2023,James Rowbottom,7,29/04/2023,Giants,Loss 106-107,17,0,0
2022,James Rowbottom,20,30/07/2022,Giants,Win 112-39,23,1,1
2022,James Rowbottom,1,19/03/2022,Giants,Win 112-92,18,0,0
2021,James Rowbottom,Elimination Final,28/08/2021,Giants,Loss 73-74,15,0,1
2021,James Rowbottom,18,18/07/2021,Giants,Win 98-72,8,0,0
2023,Taylor Adams,9,14/05/2023,Giants,Win 120-55,20,0,1
2022,Taylor Adams,15,26/06/2022,Giants,Win 88-77,24,0,1
2021,Taylor Adams,4,10/04/2021,Giants,Loss 60-90,12,0,1
2023,Peter Ladhams,7,29/04/2023,Giants,Loss 106-107,24,1,0
2021,Peter Ladhams,20,01/08/2021,Giants,Win 100-73,13,3,1
2023,Brodie Grundy,16,02/07/2023,Giants,Loss 45-47,15,1,0
2021,Brodie Grundy,4,10/04/2021,Giants,Loss 60-90,20,0,0
2023,Nick Blakey,21,05/08/2023,Giants,Win 96-85,13,0,0
2023,Nick Blakey,7,29/04/2023,Giants,Loss 106-107,12,0,0
2022,Nick Blakey,20,30/07/2022,Giants,Win 112-39,21,1,0
2022,Nick Blakey,1,19/03/2022,Giants,Win 112-92,22,0,0
2021,Nick Blakey,18,18/07/2021,Giants,Win 98-72,18,0,0
2021,Nick Blakey,5,17/04/2021,Giants,Loss 69-71,13,0,0
2023,Oliver Florent,21,05/08/2023,Giants,Win 96-85,12,1,0
2023,Oliver Florent,7,29/04/2023,Giants,Loss 106-107,10,0,0
2022,Oliver Florent,20,30/07/2022,Giants,Win 112-39,19,0,1
2022,Oliver Florent,1,19/03/2022,Giants,Win 112-92,20,3,0
2021,Oliver Florent,Elimination Final,28/08/2021,Giants,Loss 73-74,16,0,1
2021,Oliver Florent,18,18/07/2021,Giants,Win 98-72,17,0,0
2021,Oliver Florent,5,17/04/2021,Giants,Loss 69-71,15,0,1
2022,Justin McInerney,20,30/07/2022,Giants,Win 112-39,21,0,0
2022,Justin McInerney,1,19/03/2022,Giants,Win 112-92,17,0,0
2021,Justin McInerney,Elimination Final,28/08/2021,Giants,Loss 73-74,14,0,0
2021,Justin McInerney,18,18/07/2021,Giants,Win 98-72,23,2,0
2021,Justin McInerney,5,17/04/2021,Giants,Loss 69-71,13,0,0
2023,Tom Papley,21,05/08/2023,Giants,Win 96-85,18,1,0
2023,Tom Papley,7,29/04/2023,Giants,Loss 106-107,11,1,2
2022,Tom Papley,20,30/07/2022,Giants,Win 112-39,19,2,0
2021,Tom Papley,Elimination Final,28/08/2021,Giants,Loss 73-74,16,2,0
2021,Tom Papley,18,18/07/2021,Giants,Win 98-72,13,4,0
2021,Tom Papley,5,17/04/2021,Giants,Loss 69-71,10,2,1
2023,Hayden McLean,21,05/08/2023,Giants,Win 96-85,10,4,0
2023,Hayden McLean,7,29/04/2023,Giants,Loss 106-107,8,1,0
2022,Hayden McLean,1,19/03/2022,Giants,Win 112-92,12,2,0
2021,Hayden McLean,Elimination Final,28/08/2021,Giants,Loss 73-74,9,0,1
2023,Braeden Campbell,21,05/08/2023,Giants,Win 96-85,10,0,0
2023,Braeden Campbell,7,29/04/2023,Giants,Loss 106-107,14,0,0
2022,Braeden Campbell,1,19/03/2022,Giants,Win 112-92,11,1,0
2021,Braeden Campbell,5,17/04/2021,Giants,Loss 69-71,14,0,0
2023,Will Hayward,21,05/08/2023,Giants,Win 96-85,7,1,1
2023,Will Hayward,7,29/04/2023,Giants,Loss 106-107,16,3,1
2022,Will Hayward,20,30/07/2022,Giants,Win 112-39,12,1,0
2022,Will Hayward,1,19/03/2022,Giants,Win 112-92,15,1,2
2021,Will Hayward,Elimination Final,28/08/2021,Giants,Loss 73-74,12,0,2
2021,Will Hayward,18,18/07/2021,Giants,Win 98-72,13,1,2
2021,Will Hayward,5,17/04/2021,Giants,Loss 69-71,18,3,1
2023,Angus Sheldrick,7,29/04/2023,Giants,Loss 106-107,3,0,0
2022,Angus Sheldrick,1,19/03/2022,Giants,Win 112-92,8,0,0
2022,Dane Rampe,20,30/07/2022,Giants,Win 112-39,20,0,0
2022,Dane Rampe,1,19/03/2022,Giants,Win 112-92,12,0,0
2021,Dane Rampe,Elimination Final,28/08/2021,Giants,Loss 73-74,21,0,0
2021,Dane Rampe,18,18/07/2021,Giants,Win 98-72,17,0,0
2023,Sam Wicks,21,05/08/2023,Giants,Win 96-85,12,1,1
2022,Sam Wicks,1,19/03/2022,Giants,Win 112-92,7,0,1
2021,Sam Wicks,Elimination Final,28/08/2021,Giants,Loss 73-74,11,0,1
2021,Sam Wicks,18,18/07/2021,Giants,Win 98-72,8,2,1
2021,Sam Wicks,5,17/04/2021,Giants,Loss 69-71,6,0,0
2023,Robbie Fox,21,05/08/2023,Giants,Win 96-85,13,0,0
2022,Robbie Fox,20,30/07/2022,Giants,Win 112-39,19,0,0
2021,Robbie Fox,Elimination Final,28/08/2021,Giants,Loss 73-74,2,0,0
2021,Robbie Fox,18,18/07/2021,Giants,Win 98-72,20,0,0
2023,Harry Cunningham,21,05/08/2023,Giants,Win 96-85,13,0,0
2023,Harry Cunningham,7,29/04/2023,Giants,Loss 106-107,14,0,0
2022,Harry Cunningham,1,19/03/2022,Giants,Win 112-92,7,0,0
2021,Harry Cunningham,Elimination Final,28/08/2021,Giants,Loss 73-74,12,0,0
2021,Harry Cunningham,5,17/04/2021,Giants,Loss 69-71,14,0,0
2023,Logan McDonald,21,05/08/2023,Giants,Win 96-85,10,0,0
2023,Logan McDonald,7,29/04/2023,Giants,Loss 106-107,12,3,0
2022,Logan McDonald,1,19/03/2022,Giants,Win 112-92,5,0,1
2021,Logan McDonald,5,17/04/2021,Giants,Loss 69-71,6,0,1
2023,Joel Amartey,21,05/08/2023,Giants,Win 96-85,3,2,0
2022,Joel Amartey,20,30/07/2022,Giants,Win 112-39,8,0,1
2021,Joel Amartey,18,18/07/2021,Giants,Win 98-72,7,0,0
2022,James Jordon,5,16/04/2022,Giants,Win 120-53,20,1,0
2021,James Jordon,16,03/07/2021,Giants,Loss 55-64,20,0,0
2021,James Jordon,3,04/04/2021,Giants,Win 102-68,16,1,0
2023,Tom McCartin,21,05/08/2023,Giants,Win 96-85,10,0,0
2023,Tom McCartin,7,29/04/2023,Giants,Loss 106-107,11,0,0
2022,Tom McCartin,20,30/07/2022,Giants,Win 112-39,11,0,0
2022,Tom McCartin,1,19/03/2022,Giants,Win 112-92,9,0,0
2021,Tom McCartin,Elimination Final,28/08/2021,Giants,Loss 73-74,8,0,0
2021,Tom McCartin,18,18/07/2021,Giants,Win 98-72,15,0,0
2021,Tom McCartin,5,17/04/2021,Giants,Loss 69-71,11,0,0
2023,Aaron Francis,21,05/08/2023,Giants,Win 96-85,8,0,0
2023,Aaron Francis,7,29/04/2023,Giants,Loss 106-107,7,0,0
2021,Aaron Francis,8,08/05/2021,Giants,Loss 105-107,14,0,0
2021,Lewis Melican,Elimination Final,28/08/2021,Giants,Loss 73-74,17,0,0
2021,Lewis Melican,5,17/04/2021,Giants,Loss 69-71,15,0,0
2022,Sam Reid,20,30/07/2022,Giants,Win 112-39,18,3,1
2021,Sam Reid,5,17/04/2021,Giants,Loss 69-71,16,0,0
