Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,Elimination Final,08/09/2023,Blues,Loss 68-74,23,2,1
2023,Errol Gulden,11,26/05/2023,Blues,Win 77-51,21,1,1
2022,Errol Gulden,10,20/05/2022,Blues,Loss 87-102,23,1,0
2023,Chad Warner,Elimination Final,08/09/2023,Blues,Loss 68-74,22,0,1
2023,Chad Warner,11,26/05/2023,Blues,Win 77-51,29,2,1
2022,Chad Warner,10,20/05/2022,Blues,Loss 87-102,20,0,0
2021,Chad Warner,11,30/05/2021,Blues,Win 100-78,15,0,0
2023,Luke Parker,Elimination Final,08/09/2023,Blues,Loss 68-74,19,2,0
2023,Luke Parker,11,26/05/2023,Blues,Win 77-51,21,0,0
2022,Luke Parker,10,20/05/2022,Blues,Loss 87-102,26,1,0
2021,Luke Parker,11,30/05/2021,Blues,Win 100-78,23,1,0
2023,Jake Lloyd,Elimination Final,08/09/2023,Blues,Loss 68-74,27,0,0
2023,Jake Lloyd,11,26/05/2023,Blues,Win 77-51,35,0,0
2022,Jake Lloyd,10,20/05/2022,Blues,Loss 87-102,19,0,0
2021,Jake Lloyd,11,30/05/2021,Blues,Win 100-78,29,0,0
2023,Callum Mills,Elimination Final,08/09/2023,Blues,Loss 68-74,21,0,1
2022,Callum Mills,10,20/05/2022,Blues,Loss 87-102,23,0,0
2021,Callum Mills,11,30/05/2021,Blues,Win 100-78,25,0,0
2023,Isaac Heeney,Elimination Final,08/09/2023,Blues,Loss 68-74,16,0,0
2023,Isaac Heeney,11,26/05/2023,Blues,Win 77-51,19,0,0
2022,Isaac Heeney,10,20/05/2022,Blues,Loss 87-102,24,0,0
2021,Isaac Heeney,11,30/05/2021,Blues,Win 100-78,22,3,1
2023,James Rowbottom,Elimination Final,08/09/2023,Blues,Loss 68-74,12,0,0
2023,James Rowbottom,11,26/05/2023,Blues,Win 77-51,17,0,1
2021,James Rowbottom,11,30/05/2021,Blues,Win 100-78,14,0,0
2023,Taylor Adams,20,28/07/2023,Blues,Loss 76-93,12,1,0
2023,Taylor Adams,10,21/05/2023,Blues,Win 85-57,12,0,0
2022,Taylor Adams,11,29/05/2022,Blues,Win 79-75,21,0,0
2021,Taylor Adams,18,18/07/2021,Blues,Loss 62-91,24,0,0
2021,Taylor Adams,2,25/03/2021,Blues,Win 106-85,29,1,0
2022,Peter Ladhams,10,20/05/2022,Blues,Loss 87-102,12,0,0
2021,Peter Ladhams,22,14/08/2021,Blues,Win 140-45,17,1,1
2023,Brodie Grundy,22,12/08/2023,Blues,Loss 56-60,9,0,0
2023,Brodie Grundy,12,02/06/2023,Blues,Win 61-44,11,0,0
2021,Brodie Grundy,18,18/07/2021,Blues,Loss 62-91,16,0,1
2021,Brodie Grundy,2,25/03/2021,Blues,Win 106-85,16,0,0
2023,Nick Blakey,Elimination Final,08/09/2023,Blues,Loss 68-74,23,0,0
2023,Nick Blakey,11,26/05/2023,Blues,Win 77-51,26,0,0
2022,Nick Blakey,10,20/05/2022,Blues,Loss 87-102,21,0,1
2023,Oliver Florent,Elimination Final,08/09/2023,Blues,Loss 68-74,13,0,0
2023,Oliver Florent,11,26/05/2023,Blues,Win 77-51,15,0,0
2022,Oliver Florent,10,20/05/2022,Blues,Loss 87-102,21,0,0
2021,Oliver Florent,11,30/05/2021,Blues,Win 100-78,20,0,0
2023,Justin McInerney,Elimination Final,08/09/2023,Blues,Loss 68-74,16,0,0
2023,Justin McInerney,11,26/05/2023,Blues,Win 77-51,21,2,0
2022,Justin McInerney,10,20/05/2022,Blues,Loss 87-102,12,1,0
2021,Justin McInerney,11,30/05/2021,Blues,Win 100-78,17,0,0
2023,Tom Papley,Elimination Final,08/09/2023,Blues,Loss 68-74,18,0,1
2023,Tom Papley,11,26/05/2023,Blues,Win 77-51,17,1,0
2022,Tom Papley,10,20/05/2022,Blues,Loss 87-102,10,3,2
2021,Tom Papley,11,30/05/2021,Blues,Win 100-78,15,3,0
2023,Hayden McLean,Elimination Final,08/09/2023,Blues,Loss 68-74,17,1,1
2023,Hayden McLean,11,26/05/2023,Blues,Win 77-51,10,2,0
2021,Hayden McLean,11,30/05/2021,Blues,Win 100-78,7,0,1
2023,Braeden Campbell,Elimination Final,08/09/2023,Blues,Loss 68-74,22,0,1
2023,Braeden Campbell,11,26/05/2023,Blues,Win 77-51,14,0,1
2022,Braeden Campbell,10,20/05/2022,Blues,Loss 87-102,11,0,0
2023,Will Hayward,Elimination Final,08/09/2023,Blues,Loss 68-74,12,1,1
2023,Will Hayward,11,26/05/2023,Blues,Win 77-51,20,1,0
2022,Will Hayward,10,20/05/2022,Blues,Loss 87-102,10,2,0
2021,Will Hayward,11,30/05/2021,Blues,Win 100-78,11,2,0
2023,Dane Rampe,Elimination Final,08/09/2023,Blues,Loss 68-74,16,0,0
2022,Dane Rampe,10,20/05/2022,Blues,Loss 87-102,13,0,0
2021,Dane Rampe,11,30/05/2021,Blues,Win 100-78,14,0,1
2023,Sam Wicks,Elimination Final,08/09/2023,Blues,Loss 68-74,14,0,2
2023,Sam Wicks,11,26/05/2023,Blues,Win 77-51,16,2,1
2022,Sam Wicks,10,20/05/2022,Blues,Loss 87-102,10,0,1
2021,Sam Wicks,11,30/05/2021,Blues,Win 100-78,11,1,2
2023,Robbie Fox,Elimination Final,08/09/2023,Blues,Loss 68-74,6,0,0
2023,Robbie Fox,11,26/05/2023,Blues,Win 77-51,24,0,0
2023,Harry Cunningham,Elimination Final,08/09/2023,Blues,Loss 68-74,11,0,0
2023,Harry Cunningham,11,26/05/2023,Blues,Win 77-51,20,0,1
2021,Harry Cunningham,11,30/05/2021,Blues,Win 100-78,27,0,0
2023,Logan McDonald,Elimination Final,08/09/2023,Blues,Loss 68-74,10,2,0
2022,Logan McDonald,10,20/05/2022,Blues,Loss 87-102,14,3,3
2023,Joel Amartey,Elimination Final,08/09/2023,Blues,Loss 68-74,7,1,2
2023,James Jordon,Semi Final,15/09/2023,Blues,Loss 71-73,10,0,0
2023,James Jordon,22,12/08/2023,Blues,Loss 56-60,11,0,0
2022,James Jordon,22,13/08/2022,Blues,Win 79-74,17,0,0
2021,James Jordon,9,16/05/2021,Blues,Win 94-68,20,0,1
2023,Tom McCartin,Elimination Final,08/09/2023,Blues,Loss 68-74,18,0,0
2022,Tom McCartin,10,20/05/2022,Blues,Loss 87-102,11,0,0
2021,Tom McCartin,11,30/05/2021,Blues,Win 100-78,12,0,0
2023,Aaron Francis,11,26/05/2023,Blues,Win 77-51,9,0,0
2023,Lachlan McAndrew,11,26/05/2023,Blues,Win 77-51,3,0,0
2023,Lewis Melican,Elimination Final,08/09/2023,Blues,Loss 68-74,9,0,0
2023,Lewis Melican,11,26/05/2023,Blues,Win 77-51,15,0,0
2023,Corey Warner,11,26/05/2023,Blues,Win 77-51,1,0,0
