Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,2,23/03/2023,Cats,Win 90-82,21,0,0
2022,Sam Docherty,18,16/07/2022,Cats,Loss 55-85,29,0,0
2023,Nic Newman,2,23/03/2023,Cats,Win 90-82,24,0,0
2022,Nic Newman,18,16/07/2022,Cats,Loss 55-85,26,0,0
2021,Nic Newman,17,10/07/2021,Cats,Loss 44-70,21,0,0
2023,Adam Cerra,2,23/03/2023,Cats,Win 90-82,25,0,1
2022,Adam Cerra,18,16/07/2022,Cats,Loss 55-85,23,0,0
2021,Adam Cerra,18,15/07/2021,Cats,Loss 31-100,18,0,1
2022,Sam Walsh,18,16/07/2022,Cats,Loss 55-85,33,0,0
2021,Sam Walsh,17,10/07/2021,Cats,Loss 44-70,36,2,1
2023,Patrick Cripps,2,23/03/2023,Cats,Win 90-82,27,0,0
2022,Patrick Cripps,18,16/07/2022,Cats,Loss 55-85,17,1,0
2021,Patrick Cripps,17,10/07/2021,Cats,Loss 44-70,19,0,1
2023,Blake Acres,2,23/03/2023,Cats,Win 90-82,26,0,0
2022,Blake Acres,7,30/04/2022,Cats,Win 69-66,27,1,1
2021,Blake Acres,18,15/07/2021,Cats,Loss 31-100,13,0,0
2023,Charlie Curnow,2,23/03/2023,Cats,Win 90-82,11,5,2
2022,Charlie Curnow,18,16/07/2022,Cats,Loss 55-85,10,3,2
2023,Matthew Kennedy,2,23/03/2023,Cats,Win 90-82,26,0,1
2022,Matthew Kennedy,18,16/07/2022,Cats,Loss 55-85,23,0,0
2021,Matthew Kennedy,17,10/07/2021,Cats,Loss 44-70,18,0,1
2022,George Hewett,18,16/07/2022,Cats,Loss 55-85,26,1,1
2023,Adam Saad,2,23/03/2023,Cats,Win 90-82,29,0,0
2022,Adam Saad,18,16/07/2022,Cats,Loss 55-85,17,0,0
2021,Adam Saad,17,10/07/2021,Cats,Loss 44-70,25,0,0
2023,Mitch McGovern,2,23/03/2023,Cats,Win 90-82,10,0,0
2023,Jacob Weitering,2,23/03/2023,Cats,Win 90-82,12,0,0
2022,Jacob Weitering,18,16/07/2022,Cats,Loss 55-85,7,0,0
2021,Jacob Weitering,17,10/07/2021,Cats,Loss 44-70,14,0,0
2023,Harry McKay,2,23/03/2023,Cats,Win 90-82,10,1,1
2022,Harry McKay,18,16/07/2022,Cats,Loss 55-85,9,0,1
2021,Harry McKay,17,10/07/2021,Cats,Loss 44-70,11,2,3
2023,Tom De Koning,2,23/03/2023,Cats,Win 90-82,11,0,0
2022,Tom De Koning,18,16/07/2022,Cats,Loss 55-85,14,1,0
2021,Tom De Koning,17,10/07/2021,Cats,Loss 44-70,15,0,0
2023,Jack Silvagni,2,23/03/2023,Cats,Win 90-82,13,0,2
2022,Jack Silvagni,18,16/07/2022,Cats,Loss 55-85,17,1,0
2021,Jack Silvagni,17,10/07/2021,Cats,Loss 44-70,17,0,0
2022,Matthew Cottrell,18,16/07/2022,Cats,Loss 55-85,13,0,0
2021,Lachie Fogarty,17,10/07/2021,Cats,Loss 44-70,7,0,0
2023,Marc Pittonet,2,23/03/2023,Cats,Win 90-82,10,0,0
2023,Oliver Hollands,2,23/03/2023,Cats,Win 90-82,20,0,1
2023,Lewis Young,2,23/03/2023,Cats,Win 90-82,14,0,0
2022,Lewis Young,18,16/07/2022,Cats,Loss 55-85,15,0,0
2021,Jack Martin,17,10/07/2021,Cats,Loss 44-70,10,0,0
2023,Elijah Hollands,3,02/04/2023,Cats,Win 73-54,12,0,0
2022,Elijah Hollands,22,13/08/2022,Cats,Loss 59-119,18,1,0
2023,Matthew Owies,2,23/03/2023,Cats,Win 90-82,13,3,0
2021,Matthew Owies,17,10/07/2021,Cats,Loss 44-70,10,0,2
2023,Jesse Motlop,2,23/03/2023,Cats,Win 90-82,12,1,0
2022,Jesse Motlop,18,16/07/2022,Cats,Loss 55-85,11,1,0
2023,Corey Durdin,2,23/03/2023,Cats,Win 90-82,8,1,2
2022,Corey Durdin,18,16/07/2022,Cats,Loss 55-85,9,0,0
2023,Lachlan Cowan,2,23/03/2023,Cats,Win 90-82,12,0,0
2021,Orazio Fantasia,Qualifying Final,27/08/2021,Cats,Win 86-43,9,4,1
2021,Zac Williams,17,10/07/2021,Cats,Loss 44-70,22,0,0
