Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,18,15/07/2023,Cats,Loss 45-122,18,0,1
2023,Zach Merrett,7,30/04/2023,Cats,Loss 104-132,19,0,0
2022,Zach Merrett,1,19/03/2022,Cats,Loss 72-138,39,0,0
2021,Zach Merrett,16,02/07/2021,Cats,Loss 57-98,36,1,0
2023,Darcy Parish,18,15/07/2023,Cats,Loss 45-122,24,0,0
2023,Darcy Parish,7,30/04/2023,Cats,Loss 104-132,38,0,0
2022,Darcy Parish,1,19/03/2022,Cats,Loss 72-138,34,0,0
2021,Darcy Parish,16,02/07/2021,Cats,Loss 57-98,43,1,0
2023,Will Setterfield,7,30/04/2023,Cats,Loss 104-132,19,0,1
2021,Will Setterfield,17,10/07/2021,Cats,Loss 44-70,10,0,0
2023,Mason Redman,18,15/07/2023,Cats,Loss 45-122,22,0,0
2023,Mason Redman,7,30/04/2023,Cats,Loss 104-132,16,1,0
2022,Mason Redman,1,19/03/2022,Cats,Loss 72-138,20,0,0
2021,Mason Redman,16,02/07/2021,Cats,Loss 57-98,12,0,0
2023,Nic Martin,18,15/07/2023,Cats,Loss 45-122,23,0,0
2023,Nic Martin,7,30/04/2023,Cats,Loss 104-132,22,0,0
2022,Nic Martin,1,19/03/2022,Cats,Loss 72-138,27,5,0
2023,Andrew McGrath,18,15/07/2023,Cats,Loss 45-122,23,0,0
2023,Andrew McGrath,7,30/04/2023,Cats,Loss 104-132,20,0,0
2022,Andrew McGrath,1,19/03/2022,Cats,Loss 72-138,29,0,0
2023,Dyson Heppell,18,15/07/2023,Cats,Loss 45-122,25,0,0
2022,Dyson Heppell,1,19/03/2022,Cats,Loss 72-138,15,0,0
2021,Dyson Heppell,16,02/07/2021,Cats,Loss 57-98,25,0,0
2023,Jordan Ridley,18,15/07/2023,Cats,Loss 45-122,18,0,0
2023,Jordan Ridley,7,30/04/2023,Cats,Loss 104-132,19,0,0
2022,Jordan Ridley,1,19/03/2022,Cats,Loss 72-138,17,0,0
2021,Jordan Ridley,16,02/07/2021,Cats,Loss 57-98,17,0,0
2023,Ben Hobbs,18,15/07/2023,Cats,Loss 45-122,23,0,0
2023,Ben Hobbs,7,30/04/2023,Cats,Loss 104-132,17,1,0
2023,Jye Caldwell,18,15/07/2023,Cats,Loss 45-122,12,0,0
2023,Jye Caldwell,7,30/04/2023,Cats,Loss 104-132,20,1,0
