Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,9,13/05/2023,Kangaroos,Win 135-65,25,0,0
2022,Connor Rozee,9,14/05/2022,Kangaroos,Win 115-46,27,0,2
2023,Zak Butters,9,13/05/2023,Kangaroos,Win 135-65,32,0,1
2022,Zak Butters,9,14/05/2022,Kangaroos,Win 115-46,25,0,0
2021,Zak Butters,1,21/03/2021,Kangaroos,Win 117-65,16,2,1
2023,Dan Houston,9,13/05/2023,Kangaroos,Win 135-65,20,0,0
2022,Dan Houston,9,14/05/2022,Kangaroos,Win 115-46,19,0,0
2021,Dan Houston,1,21/03/2021,Kangaroos,Win 117-65,26,0,1
2023,Ivan Soldo,23,19/08/2023,Kangaroos,Win 101-72,9,2,3
2023,Ollie Wines,9,13/05/2023,Kangaroos,Win 135-65,22,1,0
2022,Ollie Wines,9,14/05/2022,Kangaroos,Win 115-46,32,2,3
2021,Ollie Wines,1,21/03/2021,Kangaroos,Win 117-65,30,0,0
2023,Willem Drew,9,13/05/2023,Kangaroos,Win 135-65,17,1,0
2022,Willem Drew,9,14/05/2022,Kangaroos,Win 115-46,21,0,0
2021,Willem Drew,1,21/03/2021,Kangaroos,Win 117-65,17,0,0
2023,Jeremy Finlayson,9,13/05/2023,Kangaroos,Win 135-65,20,3,5
2022,Jeremy Finlayson,9,14/05/2022,Kangaroos,Win 115-46,16,2,0
2021,Jeremy Finlayson,13,13/06/2021,Kangaroos,Draw 94-94,9,2,0
2021,Charlie Dixon,1,21/03/2021,Kangaroos,Win 117-65,11,2,2
2023,Jason Horne-Francis,9,13/05/2023,Kangaroos,Win 135-65,15,1,0
2023,Kane Farrell,9,13/05/2023,Kangaroos,Win 135-65,9,0,0
2022,Kane Farrell,9,14/05/2022,Kangaroos,Win 115-46,15,1,1
2021,Kane Farrell,1,21/03/2021,Kangaroos,Win 117-65,11,0,1
2023,Ryan Burton,9,13/05/2023,Kangaroos,Win 135-65,9,1,0
2022,Ryan Burton,9,14/05/2022,Kangaroos,Win 115-46,22,0,0
2021,Ryan Burton,1,21/03/2021,Kangaroos,Win 117-65,19,0,0
2023,Travis Boak,9,13/05/2023,Kangaroos,Win 135-65,12,1,0
2022,Travis Boak,9,14/05/2022,Kangaroos,Win 115-46,13,0,1
2021,Travis Boak,1,21/03/2021,Kangaroos,Win 117-65,27,2,1
2022,Mitch Georgiades,9,14/05/2022,Kangaroos,Win 115-46,13,3,1
2023,Sam Powell-Pepper,9,13/05/2023,Kangaroos,Win 135-65,12,2,1
2022,Sam Powell-Pepper,9,14/05/2022,Kangaroos,Win 115-46,23,1,2
2022,Darcy Byrne-Jones,9,14/05/2022,Kangaroos,Win 115-46,20,1,0
2021,Darcy Byrne-Jones,1,21/03/2021,Kangaroos,Win 117-65,19,0,0
2023,Todd Marshall,9,13/05/2023,Kangaroos,Win 135-65,0,0,0
2022,Todd Marshall,9,14/05/2022,Kangaroos,Win 115-46,13,3,1
2021,Todd Marshall,1,21/03/2021,Kangaroos,Win 117-65,10,2,1
2023,Miles Bergman,9,13/05/2023,Kangaroos,Win 135-65,21,0,0
2021,Miles Bergman,1,21/03/2021,Kangaroos,Win 117-65,14,0,0
2023,Dylan Williams,9,13/05/2023,Kangaroos,Win 135-65,16,0,0
2022,Willie Rioli,2,27/03/2022,Kangaroos,Loss 59-74,18,4,0
2023,Brandon Zerk-Thatcher,22,12/08/2023,Kangaroos,Win 86-77,9,0,0
2023,Brandon Zerk-Thatcher,12,04/06/2023,Kangaroos,Win 105-99,12,0,0
2022,Brandon Zerk-Thatcher,20,31/07/2022,Kangaroos,Win 114-66,14,0,0
2023,Aliir Aliir,9,13/05/2023,Kangaroos,Win 135-65,9,0,0
2022,Aliir Aliir,9,14/05/2022,Kangaroos,Win 115-46,14,0,0
2021,Aliir Aliir,1,21/03/2021,Kangaroos,Win 117-65,14,0,0
2022,Quinton Narkle,16,02/07/2022,Kangaroos,Win 144-32,11,2,1
2021,Quinton Narkle,20,31/07/2021,Kangaroos,Win 62-42,17,1,1
2022,Lachie Jones,9,14/05/2022,Kangaroos,Win 115-46,15,0,0
2023,Trent McKenzie,9,13/05/2023,Kangaroos,Win 135-65,12,0,0
2023,Jed McEntee,9,13/05/2023,Kangaroos,Win 135-65,9,2,0
2023,Esava Ratugolea,17,09/07/2023,Kangaroos,Win 125-63,6,0,0
2021,Esava Ratugolea,20,31/07/2021,Kangaroos,Win 62-42,6,0,1
2023,Francis Evans,9,13/05/2023,Kangaroos,Win 135-65,14,2,1
2023,Jackson Mead,9,13/05/2023,Kangaroos,Win 135-65,10,1,0
2023,Ollie Lord,9,13/05/2023,Kangaroos,Win 135-65,10,1,1
2022,Tom Clurey,9,14/05/2022,Kangaroos,Win 115-46,7,0,0
2021,Tom Clurey,1,21/03/2021,Kangaroos,Win 117-65,12,0,0
