Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Josh Dunkley,Preliminary Final,23/09/2023,Blues,Win 79-63,23,0,0
2023,Josh Dunkley,8,05/05/2023,Blues,Win 100-74,33,0,1
2022,Josh Dunkley,2,24/03/2022,Blues,Loss 90-102,26,0,2
2023,Lachie Neale,Preliminary Final,23/09/2023,Blues,Win 79-63,23,0,0
2023,Lachie Neale,8,05/05/2023,Blues,Win 100-74,20,0,1
2022,Lachie Neale,21,07/08/2022,Blues,Win 114-81,32,1,0
2021,Lachie Neale,6,24/04/2021,Blues,Win 103-85,24,0,0
2023,Hugh McCluggage,Preliminary Final,23/09/2023,Blues,Win 79-63,15,0,2
2023,Hugh McCluggage,8,05/05/2023,Blues,Win 100-74,27,0,0
2022,Hugh McCluggage,21,07/08/2022,Blues,Win 114-81,28,0,1
2021,Hugh McCluggage,6,24/04/2021,Blues,Win 103-85,33,0,2
2023,Dayne Zorko,Preliminary Final,23/09/2023,Blues,Win 79-63,22,0,0
2022,Dayne Zorko,21,07/08/2022,Blues,Win 114-81,22,1,1
2021,Dayne Zorko,6,24/04/2021,Blues,Win 103-85,20,1,1
2023,Will Ashcroft,8,05/05/2023,Blues,Win 100-74,13,0,0
2023,Oscar McInerney,Preliminary Final,23/09/2023,Blues,Win 79-63,14,2,0
2023,Oscar McInerney,8,05/05/2023,Blues,Win 100-74,16,0,0
2022,Oscar McInerney,21,07/08/2022,Blues,Win 114-81,19,0,0
2021,Oscar McInerney,6,24/04/2021,Blues,Win 103-85,11,1,0
2023,Joe Daniher,Preliminary Final,23/09/2023,Blues,Win 79-63,14,2,1
2023,Joe Daniher,8,05/05/2023,Blues,Win 100-74,15,2,1
2022,Joe Daniher,21,07/08/2022,Blues,Win 114-81,7,0,0
2021,Joe Daniher,6,24/04/2021,Blues,Win 103-85,15,1,1
2023,Jarrod Berry,Preliminary Final,23/09/2023,Blues,Win 79-63,24,0,0
2023,Jarrod Berry,8,05/05/2023,Blues,Win 100-74,29,0,0
2022,Jarrod Berry,21,07/08/2022,Blues,Win 114-81,22,1,0
2023,Zac Bailey,Preliminary Final,23/09/2023,Blues,Win 79-63,19,0,0
2023,Zac Bailey,8,05/05/2023,Blues,Win 100-74,12,4,0
2022,Zac Bailey,21,07/08/2022,Blues,Win 114-81,19,4,1
2021,Zac Bailey,6,24/04/2021,Blues,Win 103-85,18,0,1
2023,Keidean Coleman,Preliminary Final,23/09/2023,Blues,Win 79-63,21,0,0
2023,Keidean Coleman,8,05/05/2023,Blues,Win 100-74,14,0,0
2022,Keidean Coleman,21,07/08/2022,Blues,Win 114-81,14,0,0
2023,Harris Andrews,Preliminary Final,23/09/2023,Blues,Win 79-63,10,0,0
2023,Harris Andrews,8,05/05/2023,Blues,Win 100-74,13,0,0
2022,Harris Andrews,21,07/08/2022,Blues,Win 114-81,11,0,0
2021,Harris Andrews,6,24/04/2021,Blues,Win 103-85,12,0,0
2023,Conor McKenna,Preliminary Final,23/09/2023,Blues,Win 79-63,20,1,0
2023,Conor McKenna,8,05/05/2023,Blues,Win 100-74,14,0,0
2023,Cam Rayner,Preliminary Final,23/09/2023,Blues,Win 79-63,9,0,1
2023,Cam Rayner,8,05/05/2023,Blues,Win 100-74,9,0,0
2022,Cam Rayner,21,07/08/2022,Blues,Win 114-81,16,0,1
2023,Charlie Cameron,Preliminary Final,23/09/2023,Blues,Win 79-63,10,1,3
2023,Charlie Cameron,8,05/05/2023,Blues,Win 100-74,12,4,1
2022,Charlie Cameron,21,07/08/2022,Blues,Win 114-81,11,2,0
2021,Charlie Cameron,6,24/04/2021,Blues,Win 103-85,9,3,0
2023,Ryan Lester,Preliminary Final,23/09/2023,Blues,Win 79-63,16,1,0
2023,Ryan Lester,8,05/05/2023,Blues,Win 100-74,9,0,1
2021,Ryan Lester,6,24/04/2021,Blues,Win 103-85,17,0,0
2023,Darcy Wilmot,Preliminary Final,23/09/2023,Blues,Win 79-63,18,0,0
2023,Darcy Wilmot,8,05/05/2023,Blues,Win 100-74,8,0,0
2023,Eric Hipwood,Preliminary Final,23/09/2023,Blues,Win 79-63,11,1,1
2023,Eric Hipwood,8,05/05/2023,Blues,Win 100-74,14,1,0
2022,Eric Hipwood,21,07/08/2022,Blues,Win 114-81,13,1,2
2021,Eric Hipwood,6,24/04/2021,Blues,Win 103-85,14,3,2
2023,Harry Sharp,8,05/05/2023,Blues,Win 100-74,13,1,0
2023,Tom Doedee,5,13/04/2023,Blues,Win 118-62,24,0,0
2022,Tom Doedee,8,08/05/2022,Blues,Loss 68-116,16,0,0
2021,Tom Doedee,15,27/06/2021,Blues,Loss 73-83,9,0,0
2023,Lincoln McCarthy,Preliminary Final,23/09/2023,Blues,Win 79-63,18,2,0
2023,Lincoln McCarthy,8,05/05/2023,Blues,Win 100-74,8,1,0
2022,Lincoln McCarthy,21,07/08/2022,Blues,Win 114-81,17,1,1
2021,Lincoln McCarthy,6,24/04/2021,Blues,Win 103-85,11,1,0
2023,Callum Ah Chee,Preliminary Final,23/09/2023,Blues,Win 79-63,8,1,1
2022,Callum Ah Chee,21,07/08/2022,Blues,Win 114-81,6,0,0
2021,Callum Ah Chee,6,24/04/2021,Blues,Win 103-85,9,1,0
2023,Jarryd Lyons,Preliminary Final,23/09/2023,Blues,Win 79-63,1,0,0
2023,Jarryd Lyons,8,05/05/2023,Blues,Win 100-74,2,0,0
2022,Jarryd Lyons,21,07/08/2022,Blues,Win 114-81,20,0,0
2021,Jarryd Lyons,6,24/04/2021,Blues,Win 103-85,24,1,1
2023,Jaspa Fletcher,Preliminary Final,23/09/2023,Blues,Win 79-63,11,0,0
2023,Brandon Starcevich,Preliminary Final,23/09/2023,Blues,Win 79-63,10,0,0
2023,Brandon Starcevich,8,05/05/2023,Blues,Win 100-74,13,0,0
2022,Brandon Starcevich,21,07/08/2022,Blues,Win 114-81,15,0,0
2021,Brandon Starcevich,6,24/04/2021,Blues,Win 103-85,10,0,0
2023,Jack Payne,8,05/05/2023,Blues,Win 100-74,13,0,0
2021,Jaxon Prior,6,24/04/2021,Blues,Win 103-85,12,0,1
2023,Darcy Gardiner,Preliminary Final,23/09/2023,Blues,Win 79-63,11,0,0
2022,Darcy Gardiner,21,07/08/2022,Blues,Win 114-81,14,0,0
2021,Darcy Gardiner,6,24/04/2021,Blues,Win 103-85,2,0,0
2023,Deven Robertson,Preliminary Final,23/09/2023,Blues,Win 79-63,11,0,0
2021,Deven Robertson,6,24/04/2021,Blues,Win 103-85,18,2,1
2023,Noah Answerth,8,05/05/2023,Blues,Win 100-74,16,0,0
2022,Noah Answerth,21,07/08/2022,Blues,Win 114-81,9,0,0
