Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,6,23/04/2023,Hawks,Win 79-76,24,1,1
2022,Jordan Dawson,17,10/07/2022,Hawks,Loss 54-86,15,0,0
2021,Jordan Dawson,13,11/06/2021,Hawks,Loss 51-89,17,0,0
2023,Rory Laird,6,23/04/2023,Hawks,Win 79-76,29,0,0
2022,Rory Laird,17,10/07/2022,Hawks,Loss 54-86,42,0,0
2021,Rory Laird,19,24/07/2021,Hawks,Win 102-83,36,2,0
2021,Rory Laird,6,25/04/2021,Hawks,Loss 99-102,32,0,0
2022,Matt Crouch,17,10/07/2022,Hawks,Loss 54-86,28,0,0
2023,Reilly O'Brien,6,23/04/2023,Hawks,Win 79-76,10,0,0
2022,Reilly O'Brien,17,10/07/2022,Hawks,Loss 54-86,13,0,0
2021,Reilly O'Brien,19,24/07/2021,Hawks,Win 102-83,23,0,0
2021,Reilly O'Brien,6,25/04/2021,Hawks,Loss 99-102,20,0,0
2023,Brodie Smith,6,23/04/2023,Hawks,Win 79-76,19,0,0
2022,Brodie Smith,17,10/07/2022,Hawks,Loss 54-86,24,0,0
2021,Brodie Smith,19,24/07/2021,Hawks,Win 102-83,14,1,0
2021,Brodie Smith,6,25/04/2021,Hawks,Loss 99-102,20,0,0
2023,Taylor Walker,6,23/04/2023,Hawks,Win 79-76,20,4,1
2022,Taylor Walker,17,10/07/2022,Hawks,Loss 54-86,11,1,1
2021,Taylor Walker,19,24/07/2021,Hawks,Win 102-83,9,4,0
2021,Taylor Walker,6,25/04/2021,Hawks,Loss 99-102,14,3,0
2023,Ben Keays,6,23/04/2023,Hawks,Win 79-76,12,0,0
2022,Ben Keays,17,10/07/2022,Hawks,Loss 54-86,30,1,1
2021,Ben Keays,19,24/07/2021,Hawks,Win 102-83,23,1,1
2021,Ben Keays,6,25/04/2021,Hawks,Loss 99-102,31,1,0
2023,Mitchell Hinge,6,23/04/2023,Hawks,Win 79-76,18,0,0
2023,Rory Sloane,6,23/04/2023,Hawks,Win 79-76,30,0,1
2021,Rory Sloane,19,24/07/2021,Hawks,Win 102-83,15,0,0
2023,Izak Rankine,6,23/04/2023,Hawks,Win 79-76,14,1,0
2022,Izak Rankine,21,06/08/2022,Hawks,Loss 63-70,11,0,1
2022,Izak Rankine,11,28/05/2022,Hawks,Win 121-54,12,1,2
2021,Izak Rankine,11,29/05/2021,Hawks,Win 113-76,19,4,0
2023,Josh Rachele,6,23/04/2023,Hawks,Win 79-76,21,0,2
2023,Wayne Milera,6,23/04/2023,Hawks,Win 79-76,11,0,0
2022,Wayne Milera,17,10/07/2022,Hawks,Loss 54-86,9,1,0
2023,Lachlan Sholl,6,23/04/2023,Hawks,Win 79-76,23,1,0
2021,Lachlan Sholl,19,24/07/2021,Hawks,Win 102-83,14,0,0
2021,Lachlan Sholl,6,25/04/2021,Hawks,Loss 99-102,21,0,0
2023,Jake Soligo,6,23/04/2023,Hawks,Win 79-76,25,0,1
2022,Jake Soligo,17,10/07/2022,Hawks,Loss 54-86,13,0,0
2023,Chayce Jones,6,23/04/2023,Hawks,Win 79-76,9,0,0
2022,Chayce Jones,17,10/07/2022,Hawks,Loss 54-86,13,0,0
