Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Josh Dunkley,16,29/06/2023,Tigers,Win 134-53,20,0,0
2022,Josh Dunkley,4,09/04/2022,Tigers,Loss 61-99,37,0,0
2023,Lachie Neale,16,29/06/2023,Tigers,Win 134-53,34,2,1
2022,Lachie Neale,Elimination Final,01/09/2022,Tigers,Win 106-104,39,0,0
2022,Lachie Neale,20,31/07/2022,Tigers,Loss 97-104,31,0,0
2021,Lachie Neale,18,16/07/2021,Tigers,Loss 86-106,26,0,0
2023,Hugh McCluggage,16,29/06/2023,Tigers,Win 134-53,34,0,0
2022,Hugh McCluggage,Elimination Final,01/09/2022,Tigers,Win 106-104,26,1,0
2022,Hugh McCluggage,20,31/07/2022,Tigers,Loss 97-104,26,1,1
2021,Hugh McCluggage,18,16/07/2021,Tigers,Loss 86-106,30,1,0
2021,Hugh McCluggage,10,21/05/2021,Tigers,Win 102-74,27,0,2
2022,Dayne Zorko,Elimination Final,01/09/2022,Tigers,Win 106-104,21,0,0
2022,Dayne Zorko,20,31/07/2022,Tigers,Loss 97-104,25,0,0
2021,Dayne Zorko,18,16/07/2021,Tigers,Loss 86-106,24,0,3
2021,Dayne Zorko,10,21/05/2021,Tigers,Win 102-74,28,1,1
2023,Will Ashcroft,16,29/06/2023,Tigers,Win 134-53,27,0,1
2023,Oscar McInerney,16,29/06/2023,Tigers,Win 134-53,9,0,0
2022,Oscar McInerney,Elimination Final,01/09/2022,Tigers,Win 106-104,1,0,0
2022,Oscar McInerney,20,31/07/2022,Tigers,Loss 97-104,10,0,0
2021,Oscar McInerney,18,16/07/2021,Tigers,Loss 86-106,12,0,0
2021,Oscar McInerney,10,21/05/2021,Tigers,Win 102-74,6,0,0
2023,Joe Daniher,16,29/06/2023,Tigers,Win 134-53,19,5,1
2022,Joe Daniher,Elimination Final,01/09/2022,Tigers,Win 106-104,14,3,0
2022,Joe Daniher,20,31/07/2022,Tigers,Loss 97-104,13,3,0
2021,Joe Daniher,18,16/07/2021,Tigers,Loss 86-106,14,3,1
2021,Joe Daniher,10,21/05/2021,Tigers,Win 102-74,18,1,4
2023,Jarrod Berry,16,29/06/2023,Tigers,Win 134-53,16,1,1
2022,Jarrod Berry,Elimination Final,01/09/2022,Tigers,Win 106-104,14,0,0
2022,Jarrod Berry,20,31/07/2022,Tigers,Loss 97-104,14,0,1
2023,Zac Bailey,16,29/06/2023,Tigers,Win 134-53,12,2,1
2022,Zac Bailey,Elimination Final,01/09/2022,Tigers,Win 106-104,24,1,1
2022,Zac Bailey,20,31/07/2022,Tigers,Loss 97-104,9,0,0
2021,Zac Bailey,18,16/07/2021,Tigers,Loss 86-106,16,2,2
2021,Zac Bailey,10,21/05/2021,Tigers,Win 102-74,15,4,0
2023,Keidean Coleman,16,29/06/2023,Tigers,Win 134-53,23,0,0
2022,Keidean Coleman,Elimination Final,01/09/2022,Tigers,Win 106-104,16,0,0
2022,Keidean Coleman,20,31/07/2022,Tigers,Loss 97-104,30,0,0
2021,Keidean Coleman,18,16/07/2021,Tigers,Loss 86-106,7,0,0
2021,Keidean Coleman,10,21/05/2021,Tigers,Win 102-74,16,1,1
2023,Harris Andrews,16,29/06/2023,Tigers,Win 134-53,13,0,0
2022,Harris Andrews,Elimination Final,01/09/2022,Tigers,Win 106-104,11,0,0
2022,Harris Andrews,20,31/07/2022,Tigers,Loss 97-104,6,0,0
2021,Harris Andrews,18,16/07/2021,Tigers,Loss 86-106,15,0,0
2021,Harris Andrews,10,21/05/2021,Tigers,Win 102-74,15,0,0
2023,Conor McKenna,16,29/06/2023,Tigers,Win 134-53,22,1,0
2023,Cam Rayner,16,29/06/2023,Tigers,Win 134-53,14,0,1
2022,Cam Rayner,20,31/07/2022,Tigers,Loss 97-104,16,1,1
2023,Charlie Cameron,16,29/06/2023,Tigers,Win 134-53,10,2,1
2022,Charlie Cameron,Elimination Final,01/09/2022,Tigers,Win 106-104,11,3,1
2022,Charlie Cameron,20,31/07/2022,Tigers,Loss 97-104,11,2,2
2021,Charlie Cameron,18,16/07/2021,Tigers,Loss 86-106,11,2,1
2021,Charlie Cameron,10,21/05/2021,Tigers,Win 102-74,8,1,1
2023,Ryan Lester,16,29/06/2023,Tigers,Win 134-53,14,0,0
2021,Ryan Lester,18,16/07/2021,Tigers,Loss 86-106,11,0,0
2023,Darcy Wilmot,16,29/06/2023,Tigers,Win 134-53,21,1,0
2022,Darcy Wilmot,Elimination Final,01/09/2022,Tigers,Win 106-104,11,1,0
2023,Eric Hipwood,16,29/06/2023,Tigers,Win 134-53,12,2,1
2022,Eric Hipwood,Elimination Final,01/09/2022,Tigers,Win 106-104,11,3,1
