Year,Player Name,Round,Date,Opponent,Result,D,G,B
2022,Tim Kelly,19,24/07/2022,Saints,Loss 62-90,4,0,0
2021,Tim Kelly,19,24/07/2021,Saints,Win 94-86,26,1,0
2021,Tim Kelly,4,10/04/2021,Saints,Loss 82-102,23,0,0
2023,Liam Duggan,16,02/07/2023,Saints,Loss 77-85,27,0,0
2022,Liam Duggan,19,24/07/2022,Saints,Loss 62-90,24,0,0
2021,Liam Duggan,19,24/07/2021,Saints,Win 94-86,20,0,0
2021,Liam Duggan,4,10/04/2021,Saints,Loss 82-102,19,0,0
2023,Dom Sheed,16,02/07/2023,Saints,Loss 77-85,25,0,0
2021,Dom Sheed,19,24/07/2021,Saints,Win 94-86,32,2,0
2021,Dom Sheed,4,10/04/2021,Saints,Loss 82-102,22,0,0
2023,Alex Witherden,16,02/07/2023,Saints,Loss 77-85,29,0,0
2022,Alex Witherden,19,24/07/2022,Saints,Loss 62-90,19,0,0
2023,Jayden Hunt,16,02/07/2023,Saints,Loss 77-85,19,0,0
2022,Jayden Hunt,8,08/05/2022,Saints,Win 93-55,15,0,0
2021,Jayden Hunt,2,27/03/2021,Saints,Win 91-73,18,0,0
2023,Bailey J. Williams,16,02/07/2023,Saints,Loss 77-85,14,1,0
2022,Bailey J. Williams,19,24/07/2022,Saints,Loss 62-90,18,1,0
2022,Jake Waterman,19,24/07/2022,Saints,Loss 62-90,6,1,1
2021,Jake Waterman,19,24/07/2021,Saints,Win 94-86,16,1,3
2021,Jake Waterman,4,10/04/2021,Saints,Loss 82-102,8,0,0
2022,Matt Flynn,6,22/04/2022,Saints,Loss 60-77,9,2,0
2021,Matt Flynn,1,21/03/2021,Saints,Loss 78-86,18,0,0
2022,Liam Ryan,19,24/07/2022,Saints,Loss 62-90,13,1,0
2021,Liam Ryan,19,24/07/2021,Saints,Win 94-86,2,1,0
2021,Liam Ryan,4,10/04/2021,Saints,Loss 82-102,9,1,0
2023,Andrew Gaff,16,02/07/2023,Saints,Loss 77-85,21,0,0
2022,Andrew Gaff,19,24/07/2022,Saints,Loss 62-90,17,0,0
2021,Andrew Gaff,19,24/07/2021,Saints,Win 94-86,29,0,0
2021,Andrew Gaff,4,10/04/2021,Saints,Loss 82-102,21,0,0
2021,Jeremy McGovern,19,24/07/2021,Saints,Win 94-86,10,0,0
2021,Jeremy McGovern,4,10/04/2021,Saints,Loss 82-102,22,0,0
2021,Elliot Yeo,19,24/07/2021,Saints,Win 94-86,24,0,1
2023,Jamie Cripps,16,02/07/2023,Saints,Loss 77-85,10,1,1
2022,Jamie Cripps,19,24/07/2022,Saints,Loss 62-90,13,0,0
2021,Jamie Cripps,19,24/07/2021,Saints,Win 94-86,17,1,2
2021,Jamie Cripps,4,10/04/2021,Saints,Loss 82-102,15,1,0
2022,Jamaine Jones,19,24/07/2022,Saints,Loss 62-90,19,0,0
2021,Jamaine Jones,4,10/04/2021,Saints,Loss 82-102,5,0,0
2021,Tom Cole,19,24/07/2021,Saints,Win 94-86,10,0,0
2021,Tom Cole,4,10/04/2021,Saints,Loss 82-102,17,0,0
2023,Oscar Allen,16,02/07/2023,Saints,Loss 77-85,7,2,0
2021,Oscar Allen,19,24/07/2021,Saints,Win 94-86,5,0,1
2021,Oscar Allen,4,10/04/2021,Saints,Loss 82-102,14,2,0
2023,Brady Hough,16,02/07/2023,Saints,Loss 77-85,9,0,0
2022,Brady Hough,19,24/07/2022,Saints,Loss 62-90,14,0,0
2023,Jack Darling,16,02/07/2023,Saints,Loss 77-85,6,1,1
2022,Jack Darling,19,24/07/2022,Saints,Loss 62-90,8,2,1
2021,Jack Darling,19,24/07/2021,Saints,Win 94-86,6,3,0
2021,Jack Darling,4,10/04/2021,Saints,Loss 82-102,6,2,0
2023,Reuben Ginbey,16,02/07/2023,Saints,Loss 77-85,13,0,0
2023,Tom Barrass,16,02/07/2023,Saints,Loss 77-85,20,0,0
2022,Tom Barrass,19,24/07/2022,Saints,Loss 62-90,26,0,0
2021,Tom Barrass,4,10/04/2021,Saints,Loss 82-102,14,0,0
2023,Jack Petruccelle,16,02/07/2023,Saints,Loss 77-85,16,1,1
2021,Jack Petruccelle,4,10/04/2021,Saints,Loss 82-102,13,4,0
2023,Tyler Brockman,20,30/07/2023,Saints,Loss 93-122,8,0,1
2023,Tyler Brockman,11,27/05/2023,Saints,Win 88-78,8,1,0
2023,Ryan Maric,16,02/07/2023,Saints,Loss 77-85,13,2,0
2023,Noah Long,16,02/07/2023,Saints,Loss 77-85,15,1,0
2022,Josh Rotham,19,24/07/2022,Saints,Loss 62-90,14,2,0
2021,Josh Rotham,19,24/07/2021,Saints,Win 94-86,15,0,0
2021,Josh Rotham,4,10/04/2021,Saints,Loss 82-102,15,0,0
2023,Elijah Hewett,16,02/07/2023,Saints,Loss 77-85,11,2,0
2023,Campbell Chesser,16,02/07/2023,Saints,Loss 77-85,13,0,0
2022,Jai Culley,19,24/07/2022,Saints,Loss 62-90,19,1,0
2023,Jack Williams,16,02/07/2023,Saints,Loss 77-85,8,1,1
2022,Harry Edwards,19,24/07/2022,Saints,Loss 62-90,14,0,0
2021,Harry Edwards,19,24/07/2021,Saints,Win 94-86,16,0,0
2023,Rhett Bazzo,16,02/07/2023,Saints,Loss 77-85,12,0,0
2022,Rhett Bazzo,19,24/07/2022,Saints,Loss 62-90,16,0,0
2023,Harry Barnett,16,02/07/2023,Saints,Loss 77-85 ,2,0,0
