Year,Player Name,Round,Date,Opponent,Result,D,G,B
2021,Tom Stewart,17,10/07/2021,Blues,Win 70-44,25,0,0
2022,Mitch Duncan,18,16/07/2022,Blues,Win 85-55,26,0,0
2023,Cameron Guthrie,2,23/03/2023,Blues,Loss 82-90,25,0,0
2022,Cameron Guthrie,18,16/07/2022,Blues,Win 85-55,23,0,1
2021,Cameron Guthrie,17,10/07/2021,Blues,Win 70-44,28,0,0
2023,Jeremy Cameron,2,23/03/2023,Blues,Loss 82-90,25,6,1
2022,Jeremy Cameron,18,16/07/2022,Blues,Win 85-55,18,3,3
2023,Mark Blicavs,2,23/03/2023,Blues,Loss 82-90,18,1,0
2022,Mark Blicavs,18,16/07/2022,Blues,Win 85-55,20,0,0
2021,Mark Blicavs,17,10/07/2021,Blues,Win 70-44,10,0,0
2023,Patrick Dangerfield,2,23/03/2023,Blues,Loss 82-90,22,0,0
2022,Patrick Dangerfield,18,16/07/2022,Blues,Win 85-55,22,0,0
2021,Patrick Dangerfield,17,10/07/2021,Blues,Win 70-44,18,0,0
2023,Tom Atkins,2,23/03/2023,Blues,Loss 82-90,13,0,0
2022,Tom Atkins,18,16/07/2022,Blues,Win 85-55,17,1,0
2021,Tom Atkins,17,10/07/2021,Blues,Win 70-44,16,0,0
2023,Max Holmes,2,23/03/2023,Blues,Loss 82-90,23,0,0
2022,Max Holmes,18,16/07/2022,Blues,Win 85-55,15,2,0
2021,Max Holmes,17,10/07/2021,Blues,Win 70-44,12,1,2
2023,Gryan Miers,2,23/03/2023,Blues,Loss 82-90,18,0,2
2022,Gryan Miers,18,16/07/2022,Blues,Win 85-55,16,1,0
2021,Gryan Miers,17,10/07/2021,Blues,Win 70-44,19,0,0
2023,Rhys Stanley,2,23/03/2023,Blues,Loss 82-90,16,0,0
2022,Rhys Stanley,18,16/07/2022,Blues,Win 85-55,14,1,0
2021,Rhys Stanley,17,10/07/2021,Blues,Win 70-44,14,1,0
2023,Tanner Bruhn,2,23/03/2023,Blues,Loss 82-90,10,0,0
2022,Tanner Bruhn,19,24/07/2022,Blues,Loss 54-90,12,0,0
2021,Tanner Bruhn,23,21/08/2021,Blues,Win 89-75,9,0,0
2023,Zach Guthrie,2,23/03/2023,Blues,Loss 82-90,12,0,0
2022,Zach Guthrie,18,16/07/2022,Blues,Win 85-55,12,1,0
2023,Zach Tuohy,2,23/03/2023,Blues,Loss 82-90,18,0,0
2022,Zach Tuohy,18,16/07/2022,Blues,Win 85-55,24,0,0
2021,Zach Tuohy,17,10/07/2021,Blues,Win 70-44,24,2,0
2023,Tom Hawkins,2,23/03/2023,Blues,Loss 82-90,8,1,1
2022,Tom Hawkins,18,16/07/2022,Blues,Win 85-55,14,2,1
2021,Tom Hawkins,17,10/07/2021,Blues,Win 70-44,14,0,0
2023,Mark O'Connor,2,23/03/2023,Blues,Loss 82-90,9,0,0
2022,Mark O'Connor,18,16/07/2022,Blues,Win 85-55,12,0,0
2021,Mark O'Connor,17,10/07/2021,Blues,Win 70-44,13,0,0
2023,Jack Bowes,2,23/03/2023,Blues,Loss 82-90,20,0,1
2021,Jack Bowes,21,07/08/2021,Blues,Win 76-57,15,0,0
2021,Jack Bowes,4,10/04/2021,Blues,Loss 59-70,34,0,0
2023,Brad Close,2,23/03/2023,Blues,Loss 82-90,8,1,0
2022,Brad Close,18,16/07/2022,Blues,Win 85-55,18,0,1
2021,Brad Close,17,10/07/2021,Blues,Win 70-44,15,0,1
2023,Oliver Henry,2,23/03/2023,Blues,Loss 82-90,10,2,1
2022,Oliver Henry,11,29/05/2022,Blues,Win 79-75,10,3,1
2021,Oliver Henry,18,18/07/2021,Blues,Loss 62-91,12,3,1
2021,Brandan Parfitt,17,10/07/2021,Blues,Win 70-44,16,1,0
2023,Tyson Stengle,2,23/03/2023,Blues,Loss 82-90,12,0,1
2022,Tyson Stengle,18,16/07/2022,Blues,Win 85-55,17,1,1
2021,Tyson Stengle,17,13/09/2021,Blues,Win 72-56,7,0,0
2023,Gary Rohan,2,23/03/2023,Blues,Loss 82-90,7,1,0
2022,Gary Rohan,18,16/07/2022,Blues,Win 85-55,5,0,1
2021,Gary Rohan,17,10/07/2021,Blues,Win 70-44,11,1,3
2022,Jack Henry,18,16/07/2022,Blues,Win 85-55,13,0,0
2021,Jack Henry,17,10/07/2021,Blues,Win 70-44,9,0,0
2022,Jake Kolodjashnij,18,16/07/2022,Blues,Win 85-55,7,0,0
2021,Jake Kolodjashnij,17,10/07/2021,Blues,Win 70-44,14,0,0
2023,Sam De Koning,2,23/03/2023,Blues,Loss 82-90,14,0,0
2022,Sam De Koning,18,16/07/2022,Blues,Win 85-55,11,0,0
2023,Jed Bews,2,23/03/2023,Blues,Loss 82-90,10,0,0
2022,Jed Bews,18,16/07/2022,Blues,Win 85-55,14,0,0
2021,Jed Bews,17,10/07/2021,Blues,Win 70-44,13,1,0
