Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Stewart,21,05/08/2023,Power,Win 97-85,23,0,0
2023,Tom Stewart,14,15/06/2023,Power,Loss 72-110,18,0,0
2022,Tom Stewart,10,21/05/2022,Power,Win 82-47,27,0,0
2021,Tom Stewart,13,10/06/2021,Power,Win 112-91,23,0,0
2023,Mitch Duncan,21,05/08/2023,Power,Win 97-85,18,1,1
2023,Mitch Duncan,14,15/06/2023,Power,Loss 72-110,20,0,0
2022,Mitch Duncan,19,23/07/2022,Power,Win 106-94,18,0,1
2022,Mitch Duncan,10,21/05/2022,Power,Win 82-47,19,0,0
2021,Mitch Duncan,Qualifying Final,27/08/2021,Power,Loss 43-86,33,0,0
2021,Mitch Duncan,13,10/06/2021,Power,Win 112-91,20,1,0
2022,Cameron Guthrie,19,23/07/2022,Power,Win 106-94,24,0,1
2022,Cameron Guthrie,10,21/05/2022,Power,Win 82-47,38,0,1
2021,Cameron Guthrie,Qualifying Final,27/08/2021,Power,Loss 43-86,17,0,0
2023,Jeremy Cameron,21,05/08/2023,Power,Win 97-85,15,2,2
2023,Jeremy Cameron,14,15/06/2023,Power,Loss 72-110,10,1,1
2022,Jeremy Cameron,19,23/07/2022,Power,Win 106-94,12,3,1
2022,Jeremy Cameron,10,21/05/2022,Power,Win 82-47,24,3,1
2021,Jeremy Cameron,Qualifying Final,27/08/2021,Power,Loss 43-86,10,1,2
2021,Jeremy Cameron,13,10/06/2021,Power,Win 112-91,19,5,0
2023,Mark Blicavs,14,15/06/2023,Power,Loss 72-110,13,0,0
2022,Mark Blicavs,19,23/07/2022,Power,Win 106-94,12,0,0
2022,Mark Blicavs,10,21/05/2022,Power,Win 82-47,18,0,0
2021,Mark Blicavs,Qualifying Final,27/08/2021,Power,Loss 43-86,8,0,0
2021,Mark Blicavs,13,10/06/2021,Power,Win 112-91,17,0,0
2023,Patrick Dangerfield,21,05/08/2023,Power,Win 97-85,20,1,1
2023,Patrick Dangerfield,14,15/06/2023,Power,Loss 72-110,15,1,0
2022,Patrick Dangerfield,19,23/07/2022,Power,Win 106-94,11,1,0
2022,Patrick Dangerfield,10,21/05/2022,Power,Win 82-47,18,0,0
2021,Patrick Dangerfield,Qualifying Final,27/08/2021,Power,Loss 43-86,23,0,0
2021,Patrick Dangerfield,13,10/06/2021,Power,Win 112-91,18,0,1
2023,Tom Atkins,21,05/08/2023,Power,Win 97-85,21,0,0
2023,Tom Atkins,14,15/06/2023,Power,Loss 72-110,12,0,0
2022,Tom Atkins,19,23/07/2022,Power,Win 106-94,24,0,1
2022,Tom Atkins,10,21/05/2022,Power,Win 82-47,19,0,0
2021,Tom Atkins,Qualifying Final,27/08/2021,Power,Loss 43-86,11,0,0
