Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,23,20/08/2023,Dockers,Win 74-58,24,0,2
2022,Connor Rozee,16,03/07/2022,Dockers,Loss 91-99,21,2,0
2021,Connor Rozee,11,30/05/2021,Dockers,Win 115-69,15,0,0
2023,Zak Butters,23,20/08/2023,Dockers,Win 74-58,31,1,0
2023,Dan Houston,23,20/08/2023,Dockers,Win 74-58,14,0,1
2022,Dan Houston,16,03/07/2022,Dockers,Loss 91-99,16,0,1
2021,Dan Houston,11,30/05/2021,Dockers,Win 115-69,29,0,0
2022,Ivan Soldo,19,22/07/2022,Dockers,Draw 52-52,10,0,1
2023,Ollie Wines,23,20/08/2023,Dockers,Win 74-58,25,0,0
2022,Ollie Wines,16,03/07/2022,Dockers,Loss 91-99,39,0,0
2021,Ollie Wines,11,30/05/2021,Dockers,Win 115-69,35,0,0
2023,Willem Drew,23,20/08/2023,Dockers,Win 74-58,18,0,1
2022,Willem Drew,16,03/07/2022,Dockers,Loss 91-99,18,0,0
2021,Willem Drew,11,30/05/2021,Dockers,Win 115-69,12,0,0
2023,Jeremy Finlayson,23,20/08/2023,Dockers,Win 74-58,18,2,3
2022,Jeremy Finlayson,16,03/07/2022,Dockers,Loss 91-99,15,0,0
2022,Charlie Dixon,16,03/07/2022,Dockers,Loss 91-99,14,2,2
2021,Charlie Dixon,11,30/05/2021,Dockers,Win 115-69,18,3,1
2023,Jason Horne-Francis,23,20/08/2023,Dockers,Win 74-58,14,1,0
2022,Jason Horne-Francis,8,06/05/2022,Dockers,Loss 24-102,15,0,0
2023,Kane Farrell,23,20/08/2023,Dockers,Win 74-58,18,0,0
2022,Kane Farrell,16,03/07/2022,Dockers,Loss 91-99,12,1,0
2021,Kane Farrell,11,30/05/2021,Dockers,Win 115-69,17,1,0
2023,Ryan Burton,23,20/08/2023,Dockers,Win 74-58,10,0,0
2022,Ryan Burton,16,03/07/2022,Dockers,Loss 91-99,24,1,1
2021,Ryan Burton,11,30/05/2021,Dockers,Win 115-69,11,0,0
2023,Travis Boak,23,20/08/2023,Dockers,Win 74-58,9,0,0
2022,Travis Boak,16,03/07/2022,Dockers,Loss 91-99,32,1,0
2021,Travis Boak,11,30/05/2021,Dockers,Win 115-69,31,0,0
2022,Mitch Georgiades,16,03/07/2022,Dockers,Loss 91-99,12,2,1
2021,Mitch Georgiades,11,30/05/2021,Dockers,Win 115-69,11,1,1
2023,Sam Powell-Pepper,23,20/08/2023,Dockers,Win 74-58,13,2,0
2022,Sam Powell-Pepper,16,03/07/2022,Dockers,Loss 91-99,13,1,0
2021,Sam Powell-Pepper,11,30/05/2021,Dockers,Win 115-69,20,3,1
2023,Darcy Byrne-Jones,23,20/08/2023,Dockers,Win 74-58,10,2,1
2022,Darcy Byrne-Jones,16,03/07/2022,Dockers,Loss 91-99,29,0,0
2021,Darcy Byrne-Jones,11,30/05/2021,Dockers,Win 115-69,18,0,0
2023,Todd Marshall,23,20/08/2023,Dockers,Win 74-58,15,0,0
2022,Todd Marshall,16,03/07/2022,Dockers,Loss 91-99,12,1,2
2021,Todd Marshall,11,30/05/2021,Dockers,Win 115-69,11,2,1
2023,Miles Bergman,23,20/08/2023,Dockers,Win 74-58,15,0,0
2022,Miles Bergman,16,03/07/2022,Dockers,Loss 91-99,16,1,0
2021,Miles Bergman,11,30/05/2021,Dockers,Win 115-69,2,1,0
2023,Dylan Williams,23,20/08/2023,Dockers,Win 74-58,20,0,0
2023,Willie Rioli,23,20/08/2023,Dockers,Win 74-58,11,1,0
2023,Brandon Zerk-Thatcher,15,24/06/2023,Dockers,Loss 61-93,8,0,0
2022,Brandon Zerk-Thatcher,5,17/04/2022,Dockers,Loss 59-107,20,0,0
2023,Aliir Aliir,23,20/08/2023,Dockers,Win 74-58,14,0,0
2022,Aliir Aliir,16,03/07/2022,Dockers,Loss 91-99,10,0,0
2021,Aliir Aliir,11,30/05/2021,Dockers,Win 115-69,16,0,0
2021,Quinton Narkle,18,15/07/2021,Dockers,Win 100-31,26,1,0
2023,Lachie Jones,23,20/08/2023,Dockers,Win 74-58,11,0,0
2022,Lachie Jones,16,03/07/2022,Dockers,Loss 91-99,4,0,0
2021,Lachie Jones,11,30/05/2021,Dockers,Win 115-69,18,0,0
2022,Trent McKenzie,16,03/07/2022,Dockers,Loss 91-99,14,0,0
2021,Trent McKenzie,11,30/05/2021,Dockers,Win 115-69,17,0,0
2023,Jed McEntee,23,20/08/2023,Dockers,Win 74-58,10,1,0
2023,Esava Ratugolea,10,20/05/2023,Dockers,Loss 77-106,13,0,0
2021,Esava Ratugolea,18,15/07/2021,Dockers,Win 100-31,9,1,0
2022,Jackson Mead,16,03/07/2022,Dockers,Loss 91-99,11,1,0
2022,Jase Burgoyne,16,03/07/2022,Dockers,Loss 91-99,17,0,0
2023,Ollie Lord,23,20/08/2023,Dockers,Win 74-58,7,1,0
