Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Rowan Marshall,1,19/03/2023,Dockers,Win 67-52,16,0,0
2022,Rowan Marshall,17,09/07/2022,Dockers,Loss 70-111,23,0,1
2022,Rowan Marshall,2,27/03/2022,Dockers,Win 65-55,9,0,0
2021,Rowan Marshall,23,22/08/2021,Dockers,Win 107-49,21,2,1
2023,Brad Crouch,1,19/03/2023,Dockers,Win 67-52,30,0,0
2022,Brad Crouch,17,09/07/2022,Dockers,Loss 70-111,30,0,0
2022,Brad Crouch,2,27/03/2022,Dockers,Win 65-55,29,0,0
2021,Brad Crouch,23,22/08/2021,Dockers,Win 107-49,28,0,0
2023,Jack Sinclair,1,19/03/2023,Dockers,Win 67-52,26,0,0
2022,Jack Sinclair,17,09/07/2022,Dockers,Loss 70-111,27,1,0
2022,Jack Sinclair,2,27/03/2022,Dockers,Win 65-55,25,0,0
2021,Jack Sinclair,23,22/08/2021,Dockers,Win 107-49,22,0,0
2023,Jack Steele,1,19/03/2023,Dockers,Win 67-52,28,0,0
2022,Jack Steele,17,09/07/2022,Dockers,Loss 70-111,28,0,0
2022,Jack Steele,2,27/03/2022,Dockers,Win 65-55,23,0,1
2021,Jack Steele,23,22/08/2021,Dockers,Win 107-49,36,0,1
2023,Mason Wood,1,19/03/2023,Dockers,Win 67-52,20,2,1
2022,Mason Wood,17,09/07/2022,Dockers,Loss 70-111,14,1,2
2022,Mason Wood,2,27/03/2022,Dockers,Win 65-55,14,0,0
2023,Nasiah Wanganeen-Milera,1,19/03/2023,Dockers,Win 67-52,18,0,1
2022,Nasiah Wanganeen-Milera,17,09/07/2022,Dockers,Loss 70-111,14,1,0
2022,Nasiah Wanganeen-Milera,2,27/03/2022,Dockers,Win 65-55,13,0,0
2023,Callum Wilkie,1,19/03/2023,Dockers,Win 67-52,24,0,0
2022,Callum Wilkie,17,09/07/2022,Dockers,Loss 70-111,16,0,0
2022,Callum Wilkie,2,27/03/2022,Dockers,Win 65-55,16,0,0
2021,Callum Wilkie,23,22/08/2021,Dockers,Win 107-49,13,0,0
2023,Bradley Hill,1,19/03/2023,Dockers,Win 67-52,21,0,0
2022,Bradley Hill,17,09/07/2022,Dockers,Loss 70-111,28,0,1
2022,Bradley Hill,2,27/03/2022,Dockers,Win 65-55,30,0,0
2021,Bradley Hill,23,22/08/2021,Dockers,Win 107-49,19,0,0
2023,Mitch Owens,1,19/03/2023,Dockers,Win 67-52,15,2,0
2023,Liam Stocker,1,19/03/2023,Dockers,Win 67-52,20,0,0
2021,Liam Stocker,16,03/07/2021,Dockers,Win 80-64,13,0,0
2022,Sebastian Ross,17,09/07/2022,Dockers,Loss 70-111,24,0,0
2022,Sebastian Ross,2,27/03/2022,Dockers,Win 65-55,21,0,0
2021,Sebastian Ross,23,22/08/2021,Dockers,Win 107-49,14,0,0
2023,Hunter Clark,1,19/03/2023,Dockers,Win 67-52,18,0,1
2023,Jack Higgins,1,19/03/2023,Dockers,Win 67-52,9,1,0
2022,Jack Higgins,17,09/07/2022,Dockers,Loss 70-111,13,1,0
2022,Jack Higgins,2,27/03/2022,Dockers,Win 65-55,16,4,2
