Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Stewart,16,30/06/2023,Swans,Draw 54-54,25,0,0
2023,Tom Stewart,6,22/04/2023,Swans,Win 130-37,23,0,0
2022,Tom Stewart,Grand Final,24/09/2022,Swans,Win 133-52,16,0,0
2022,Tom Stewart,2,25/03/2022,Swans,Loss 77-107,18,0,0
2021,Tom Stewart,7,01/05/2021,Swans,Loss 88-90,25,0,1
2023,Mitch Duncan,16,30/06/2023,Swans,Draw 54-54,25,0,1
2023,Mitch Duncan,6,22/04/2023,Swans,Win 130-37,16,0,0
2022,Mitch Duncan,Grand Final,24/09/2022,Swans,Win 133-52,27,1,0
2022,Mitch Duncan,2,25/03/2022,Swans,Loss 77-107,15,1,1
2021,Mitch Duncan,7,01/05/2021,Swans,Loss 88-90,29,1,1
2023,Cameron Guthrie,6,22/04/2023,Swans,Win 130-37,24,0,0
2022,Cameron Guthrie,Grand Final,24/09/2022,Swans,Win 133-52,16,1,1
2022,Cameron Guthrie,2,25/03/2022,Swans,Loss 77-107,21,0,1
2021,Cameron Guthrie,7,01/05/2021,Swans,Loss 88-90,30,0,1
2023,Jeremy Cameron,6,22/04/2023,Swans,Win 130-37,17,5,0
2022,Jeremy Cameron,Grand Final,24/09/2022,Swans,Win 133-52,18,2,1
2022,Jeremy Cameron,2,25/03/2022,Swans,Loss 77-107,17,0,3
2021,Jeremy Cameron,7,01/05/2021,Swans,Loss 88-90,9,3,0
2023,Mark Blicavs,16,30/06/2023,Swans,Draw 54-54,16,1,1
2023,Mark Blicavs,6,22/04/2023,Swans,Win 130-37,15,1,0
2022,Mark Blicavs,Grand Final,24/09/2022,Swans,Win 133-52,23,1,0
2022,Mark Blicavs,2,25/03/2022,Swans,Loss 77-107,20,0,0
2021,Mark Blicavs,7,01/05/2021,Swans,Loss 88-90,14,0,0
2023,Patrick Dangerfield,16,30/06/2023,Swans,Draw 54-54,15,0,1
2023,Patrick Dangerfield,6,22/04/2023,Swans,Win 130-37,31,1,1
2022,Patrick Dangerfield,Grand Final,24/09/2022,Swans,Win 133-52,27,0,0
2022,Patrick Dangerfield,2,25/03/2022,Swans,Loss 77-107,13,0,1
2023,Tom Atkins,16,30/06/2023,Swans,Draw 54-54,18,0,0
2023,Tom Atkins,6,22/04/2023,Swans,Win 130-37,16,0,0
2022,Tom Atkins,Grand Final,24/09/2022,Swans,Win 133-52,16,0,0
2022,Tom Atkins,2,25/03/2022,Swans,Loss 77-107,17,1,0
2021,Tom Atkins,7,01/05/2021,Swans,Loss 88-90,15,0,0
2023,Max Holmes,16,30/06/2023,Swans,Draw 54-54,8,0,1
