Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Stewart,8,06/05/2023,Crows,Win 98-72,24,0,0
2022,Tom Stewart,11,28/05/2022,Crows,Win 97-55,40,0,0
2021,Tom Stewart,1,20/03/2021,Crows,Loss 91-103,21,0,0
2023,Mitch Duncan,8,06/05/2023,Crows,Win 98-72,20,0,0
2022,Mitch Duncan,11,28/05/2022,Crows,Win 97-55,23,0,0
2022,Cameron Guthrie,11,28/05/2022,Crows,Win 97-55,34,0,1
2021,Cameron Guthrie,1,20/03/2021,Crows,Loss 91-103,23,1,1
2023,Jeremy Cameron,8,06/05/2023,Crows,Win 98-72,15,3,2
2022,Jeremy Cameron,11,28/05/2022,Crows,Win 97-55,12,4,1
2023,Mark Blicavs,8,06/05/2023,Crows,Win 98-72,16,1,0
2022,Mark Blicavs,11,28/05/2022,Crows,Win 97-55,23,0,0
2021,Mark Blicavs,1,20/03/2021,Crows,Loss 91-103,17,1,0
2023,Patrick Dangerfield,8,06/05/2023,Crows,Win 98-72,16,0,0
2021,Patrick Dangerfield,1,20/03/2021,Crows,Loss 91-103,26,0,0
2023,Tom Atkins,8,06/05/2023,Crows,Win 98-72,17,1,0
2022,Tom Atkins,11,28/05/2022,Crows,Win 97-55,14,0,0
2021,Tom Atkins,1,20/03/2021,Crows,Loss 91-103,19,0,0
2023,Max Holmes,8,06/05/2023,Crows,Win 98-72,22,1,0
2023,Gryan Miers,8,06/05/2023,Crows,Win 98-72,12,1,0
2022,Gryan Miers,11,28/05/2022,Crows,Win 97-55,20,3,0
2021,Gryan Miers,1,20/03/2021,Crows,Loss 91-103,16,1,0
2021,Rhys Stanley,1,20/03/2021,Crows,Loss 91-103,14,1,0
2023,Tanner Bruhn,8,06/05/2023,Crows,Win 98-72,13,1,0
2023,Zach Guthrie,8,06/05/2023,Crows,Win 98-72,18,0,0
2022,Zach Guthrie,11,28/05/2022,Crows,Win 97-55,16,0,0
2021,Zach Guthrie,1,20/03/2021,Crows,Loss 91-103,11,0,1
2023,Zach Tuohy,8,06/05/2023,Crows,Win 98-72,12,0,0
2022,Zach Tuohy,11,28/05/2022,Crows,Win 97-55,19,1,0
2023,Tom Hawkins,8,06/05/2023,Crows,Win 98-72,14,1,2
2022,Tom Hawkins,11,28/05/2022,Crows,Win 97-55,15,2,0
2021,Tom Hawkins,1,20/03/2021,Crows,Loss 91-103,8,2,2
2023,Mark O'Connor,8,06/05/2023,Crows,Win 98-72,16,0,0
2022,Mark O'Connor,11,28/05/2022,Crows,Win 97-55,6,0,1
2021,Mark O'Connor,1,20/03/2021,Crows,Loss 91-103,18,0,0
2022,Jack Bowes,14,19/06/2022,Crows,Win 116-73,9,0,0
2021,Jack Bowes,3,02/04/2021,Crows,Loss 85-95,24,0,0
2023,Brad Close,8,06/05/2023,Crows,Win 98-72,11,0,0
2022,Brad Close,11,28/05/2022,Crows,Win 97-55,19,1,1
2023,Oliver Henry,8,06/05/2023,Crows,Win 98-72,9,1,3
2022,Oliver Henry,2,26/03/2022,Crows,Win 100-58,13,2,1
2022,Brandan Parfitt,11,28/05/2022,Crows,Win 97-55,30,0,0
2021,Brandan Parfitt,1,20/03/2021,Crows,Loss 91-103,18,2,0
2022,Tyson Stengle,11,28/05/2022,Crows,Win 97-55,13,3,0
2023,Mitchell Knevitt,8,06/05/2023,Crows,Win 98-72,15,1,0
2021,Gary Rohan,1,20/03/2021,Crows,Loss 91-103,6,1,1
2023,Jake Kolodjashnij,8,06/05/2023,Crows,Win 98-72,15,0,0
2022,Jake Kolodjashnij,11,28/05/2022,Crows,Win 97-55,11,0,0
2021,Jake Kolodjashnij,1,20/03/2021,Crows,Loss 91-103,13,0,0
2022,Shannon Neale,11,28/05/2022,Crows,Win 97-55,7,0,0
2022,Sam De Koning,11,28/05/2022,Crows,Win 97-55,19,0,0
2023,Jed Bews,8,06/05/2023,Crows,Win 98-72,9,0,0
2022,Jed Bews,11,28/05/2022,Crows,Win 97-55,18,0,0
2021,Jed Bews,1,20/03/2021,Crows,Loss 91-103,8,0,0
2023,Oliver Dempsey,8,06/05/2023,Crows,Win 98-72,6,0,1
