Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Nick Daicos,17,07/07/2023,Bulldogs,Win 89-77,29,2,0
2022,Nick Daicos,9,13/05/2022,Bulldogs,Loss 51-99,21,0,0
2023,Josh Daicos,17,07/07/2023,Bulldogs,Win 89-77,24,1,0
2022,Josh Daicos,9,13/05/2022,Bulldogs,Loss 51-99,14,0,1
2021,Josh Daicos,1,19/03/2021,Bulldogs,Loss 53-69,9,0,0
2023,Tom Mitchell,17,07/07/2023,Bulldogs,Win 89-77,24,0,0
2022,Tom Mitchell,23,21/08/2022,Bulldogs,Loss 64-87,19,0,0
2022,Tom Mitchell,15,24/06/2022,Bulldogs,Loss 83-125,22,0,1
2021,Tom Mitchell,22,14/08/2021,Bulldogs,Win 64-37,27,1,1
2023,Scott Pendlebury,17,07/07/2023,Bulldogs,Win 89-77,21,0,0
2021,Scott Pendlebury,1,19/03/2021,Bulldogs,Loss 53-69,25,0,1
2023,Jordan De Goey,17,07/07/2023,Bulldogs,Win 89-77,23,1,1
2022,Jordan De Goey,9,13/05/2022,Bulldogs,Loss 51-99,20,1,0
2021,Jordan De Goey,1,19/03/2021,Bulldogs,Loss 53-69,16,0,3
2023,Darcy Cameron,17,07/07/2023,Bulldogs,Win 89-77,10,0,0
2022,Darcy Cameron,9,13/05/2022,Bulldogs,Loss 51-99,11,0,0
2023,Jack Crisp,17,07/07/2023,Bulldogs,Win 89-77,26,0,0
2022,Jack Crisp,9,13/05/2022,Bulldogs,Loss 51-99,24,2,0
2021,Jack Crisp,1,19/03/2021,Bulldogs,Loss 53-69,23,1,0
2023,John Noble,17,07/07/2023,Bulldogs,Win 89-77,28,0,0
2022,John Noble,9,13/05/2022,Bulldogs,Loss 51-99,18,0,0
2021,John Noble,1,19/03/2021,Bulldogs,Loss 53-69,22,0,0
2022,Steele Sidebottom,9,13/05/2022,Bulldogs,Loss 51-99,16,0,0
2023,Lachie Schultz,16,01/07/2023,Bulldogs,Loss 73-102,18,1,1
2023,Lachie Schultz,6,21/04/2023,Bulldogs,Loss 69-118,10,1,1
2022,Lachie Schultz,Elimination Final,03/09/2022,Bulldogs,Win 73-60,14,0,0
2022,Lachie Schultz,21,06/08/2022,Bulldogs,Win 95-78,15,1,0
2021,Lachie Schultz,12,06/06/2021,Bulldogs,Loss 65-93,11,0,0
2022,Brayden Maynard,9,13/05/2022,Bulldogs,Loss 51-99,23,0,0
2021,Brayden Maynard,1,19/03/2021,Bulldogs,Loss 53-69,21,0,0
2023,Patrick Lipinski,17,07/07/2023,Bulldogs,Win 89-77,16,1,0
2022,Patrick Lipinski,9,13/05/2022,Bulldogs,Loss 51-99,23,1,1
2023,Isaac Quaynor,17,07/07/2023,Bulldogs,Win 89-77,27,0,0
2022,Isaac Quaynor,9,13/05/2022,Bulldogs,Loss 51-99,16,1,0
2021,Isaac Quaynor,1,19/03/2021,Bulldogs,Loss 53-69,13,0,0
2023,Jamie Elliott,17,07/07/2023,Bulldogs,Win 89-77,9,4,2
2021,Jamie Elliott,1,19/03/2021,Bulldogs,Loss 53-69,12,2,0
2023,Darcy Moore,17,07/07/2023,Bulldogs,Win 89-77,22,0,0
2022,Darcy Moore,9,13/05/2022,Bulldogs,Loss 51-99,17,0,0
2021,Darcy Moore,1,19/03/2021,Bulldogs,Loss 53-69,18,0,0
2023,Jeremy Howe,17,07/07/2023,Bulldogs,Win 89-77,18,0,0
2022,Jeremy Howe,9,13/05/2022,Bulldogs,Loss 51-99,22,0,0
2021,Jeremy Howe,1,19/03/2021,Bulldogs,Loss 53-69,13,0,0
2022,Brody Mihocek,9,13/05/2022,Bulldogs,Loss 51-99,9,1,2
2021,Brody Mihocek,1,19/03/2021,Bulldogs,Loss 53-69,11,2,2
2023,Mason Cox,17,07/07/2023,Bulldogs,Win 89-77,4,0,3
2021,Mason Cox,1,19/03/2021,Bulldogs,Loss 53-69,15,2,1
2023,Will Hoskin-Elliott,17,07/07/2023,Bulldogs,Win 89-77,2,0,0
2022,Will Hoskin-Elliott,9,13/05/2022,Bulldogs,Loss 51-99,13,1,0
2021,Will Hoskin-Elliott,1,19/03/2021,Bulldogs,Loss 53-69,12,0,0
2022,Daniel McStay,16,30/06/2022,Bulldogs,Win 108-67,7,0,0
2023,Beau McCreery,17,07/07/2023,Bulldogs,Win 89-77,10,0,0
2022,Beau McCreery,9,13/05/2022,Bulldogs,Loss 51-99,3,0,0
2023,Billy Frampton,17,07/07/2023,Bulldogs,Win 89-77,5,1,0
2022,Billy Frampton,6,23/04/2022,Bulldogs,Win 63-62,26,0,0
2023,Bobby Hill,17,07/07/2023,Bulldogs,Win 89-77,12,0,2
2021,Bobby Hill,6,23/04/2021,Bulldogs,Loss 65-104,6,0,0
2023,Oleg Markov,17,07/07/2023,Bulldogs,Win 89-77,19,0,1
2022,Oleg Markov,10,21/05/2022,Bulldogs,Loss 87-106,12,0,0
2021,Oleg Markov,5,17/04/2021,Bulldogs,Loss 56-118,22,0,0
2022,Finlay Macrae,9,13/05/2022,Bulldogs,Loss 51-99,4,0,0
2023,Ash Johnson,17,07/07/2023,Bulldogs,Win 89-77,11,3,0
2023,Nathan Murphy,17,07/07/2023,Bulldogs,Win 89-77,9,0,0
2022,Aiden Begg,9,13/05/2022,Bulldogs,Loss 51-99,2,0,0
