Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,19,22/07/2023,Magpies,Loss 83-85,28,2,0
2023,Connor Rozee,2,25/03/2023,Magpies,Loss 64-135,19,1,1
2022,Connor Rozee,20,30/07/2022,Magpies,Loss 82-88,35,0,0
2021,Connor Rozee,19,23/07/2021,Magpies,Win 97-69,16,1,1
2021,Connor Rozee,10,23/05/2021,Magpies,Win 59-58,8,0,0
2023,Zak Butters,19,22/07/2023,Magpies,Loss 83-85,31,0,1
2023,Zak Butters,2,25/03/2023,Magpies,Loss 64-135,18,0,0
2022,Zak Butters,20,30/07/2022,Magpies,Loss 82-88,25,2,1
2021,Zak Butters,19,23/07/2021,Magpies,Win 97-69,15,0,1
2023,Dan Houston,19,22/07/2023,Magpies,Loss 83-85,25,0,0
2023,Dan Houston,2,25/03/2023,Magpies,Loss 64-135,16,0,0
2021,Dan Houston,19,23/07/2021,Magpies,Win 97-69,21,1,1
2021,Dan Houston,10,23/05/2021,Magpies,Win 59-58,12,1,1
2022,Ivan Soldo,8,07/05/2022,Magpies,Win 113-86,8,1,0
2023,Ollie Wines,19,22/07/2023,Magpies,Loss 83-85,13,0,0
2023,Ollie Wines,2,25/03/2023,Magpies,Loss 64-135,21,0,1
2022,Ollie Wines,20,30/07/2022,Magpies,Loss 82-88,30,0,0
2021,Ollie Wines,19,23/07/2021,Magpies,Win 97-69,30,1,1
2021,Ollie Wines,10,23/05/2021,Magpies,Win 59-58,27,1,1
2023,Willem Drew,19,22/07/2023,Magpies,Loss 83-85,16,0,2
2023,Willem Drew,2,25/03/2023,Magpies,Loss 64-135,17,0,0
2021,Willem Drew,19,23/07/2021,Magpies,Win 97-69,32,0,0
2021,Willem Drew,10,23/05/2021,Magpies,Win 59-58,15,0,0
2023,Jeremy Finlayson,19,22/07/2023,Magpies,Loss 83-85,15,1,2
2022,Jeremy Finlayson,20,30/07/2022,Magpies,Loss 82-88,20,1,1
2021,Jeremy Finlayson,4,10/04/2021,Magpies,Win 90-60,13,4,2
2023,Charlie Dixon,19,22/07/2023,Magpies,Loss 83-85,12,2,0
2023,Charlie Dixon,2,25/03/2023,Magpies,Loss 64-135,14,3,1
2022,Charlie Dixon,20,30/07/2022,Magpies,Loss 82-88,9,1,0
2021,Charlie Dixon,19,23/07/2021,Magpies,Win 97-69,11,4,3
2021,Charlie Dixon,10,23/05/2021,Magpies,Win 59-58,13,1,2
2023,Jason Horne-Francis,19,22/07/2023,Magpies,Loss 83-85,18,1,0
2023,Jason Horne-Francis,2,25/03/2023,Magpies,Loss 64-135,15,0,0
2023,Kane Farrell,19,22/07/2023,Magpies,Loss 83-85,15,0,0
2023,Kane Farrell,2,25/03/2023,Magpies,Loss 64-135,14,1,0
